"di_id","Year","P20population"
"SZ",1997,
"SZ",1998,
"SZ",1999,419722
"SZ",2000,
"SZ",2001,
"SZ",2002,426308
"SZ",2003,
"SZ",2004,
"SZ",2005,482732
"SZ",2006,
"SZ",2007,
"SZ",2008,525249
"SZ",2009,
"SZ",2010,561088
"SZ",2011,608956
"SZ",2012,625889
"SZ",2013,649211
"SZ",2014,
"SZ",2015,717035
"SZ",2016,
"SZ",2017,
"ET",1981,5958128
"ET",1982,
"ET",1983,
"ET",1984,10616402
"ET",1985,
"ET",1986,
"ET",1987,14266206
"ET",1988,
"ET",1989,
"ET",1990,17749772
"ET",1991,
"ET",1992,
"ET",1993,26444649
"ET",1994,
"ET",1995,
"ET",1996,27698156
"ET",1997,
"ET",1998,
"ET",1999,26276499
"ET",2000,
"ET",2001,
"ET",2002,25381957
"ET",2003,
"ET",2004,
"ET",2005,26680147
"ET",2006,
"ET",2007,
"ET",2008,32070097
"ET",2009,
"ET",2010,37426115
"ET",2011,41813238
"ET",2012,43870912
"ET",2013,47022143
"ET",2014,
"ET",2015,48774094
"ET",2016,
"ET",2017,
"FJ",1981,3528
"FJ",1982,
"FJ",1983,
"FJ",1984,12890
"FJ",1985,
"FJ",1986,
"FJ",1987,29295
"FJ",1988,
"FJ",1989,
"FJ",1990,14769
"FJ",1991,
"FJ",1992,
"FJ",1993,17759
"FJ",1994,
"FJ",1995,
"FJ",1996,19967
"FJ",1997,
"FJ",1998,
"FJ",1999,18508
"FJ",2000,
"FJ",2001,
"FJ",2002,20761
"FJ",2003,
"FJ",2004,
"FJ",2005,28161
"FJ",2006,
"FJ",2007,
"FJ",2008,34830
"FJ",2009,
"FJ",2010,40273
"FJ",2011,47635
"FJ",2012,50465
"FJ",2013,53509
"FJ",2014,
"FJ",2015,50502
"FJ",2016,
"FJ",2017,
"FI",1981,0
"FI",1982,
"FI",1983,
"FI",1984,0
"FI",1985,
"FI",1986,
"FI",1987,0
"FI",1988,
"FI",1989,
"FI",1990,0
"FI",1991,
"FI",1992,
"FI",1993,0
"FI",1994,
"FI",1995,
"FI",1996,0
"FI",1997,
"FI",1998,
"FI",1999,0
"FI",2000,
"FI",2001,
"FI",2002,0
"FI",2003,
"FI",2004,
"FI",2005,0
"FI",2006,
"FI",2007,
"FI",2008,0
"FI",2009,
"FI",2010,0
"FI",2011,0
"FI",2012,0
"FI",2013,0
"FI",2014,
"FI",2015,0
"FI",2016,
"FI",2017,
"FR",1981,0
"FR",1982,
"FR",1983,
"FR",1984,0
"FR",1985,
"FR",1986,
"FR",1987,0
"FR",1988,
"FR",1989,
"FR",1990,0
"FR",1991,
"FR",1992,
"FR",1993,0
"FR",1994,
"FR",1995,
"FR",1996,0
"FR",1997,
"FR",1998,
"FR",1999,0
"FR",2000,
"FR",2001,
"FR",2002,0
"FR",2003,
"FR",2004,
"FR",2005,0
"FR",2006,
"FR",2007,
"FR",2008,0
"FR",2009,
"FR",2010,0
"FR",2011,0
"FR",2012,0
"FR",2013,0
"FR",2014,
"FR",2015,164830
"FR",2016,
"FR",2017,
"GA",1981,3201
"GA",1982,
"GA",1983,
"GA",1984,5611
"GA",1985,
"GA",1986,
"GA",1987,22972
"GA",1988,
"GA",1989,
"GA",1990,12514
"GA",1991,
"GA",1992,
"GA",1993,16678
"GA",1994,
"GA",1995,
"GA",1996,21921
"GA",1997,
"GA",1998,
"GA",1999,34891
"GA",2000,
"GA",2001,
"GA",2002,60702
"GA",2003,
"GA",2004,
"GA",2005,105195
"GA",2006,
"GA",2007,
"GA",2008,148090
"GA",2009,
"GA",2010,166004
"GA",2011,173193
"GA",2012,174982
"GA",2013,180172
"GA",2014,
"GA",2015,170458
"GA",2016,
"GA",2017,
"GM",1981,240431
"GM",1982,
"GM",1983,
"GM",1984,320056
"GM",1985,
"GM",1986,
"GM",1987,437060
"GM",1988,
"GM",1989,
"GM",1990,493001
"GM",1991,
"GM",1992,
"GM",1993,559970
"GM",1994,
"GM",1995,
"GM",1996,693492
"GM",1997,
"GM",1998,
"GM",1999,565722
"GM",2000,
"GM",2001,
"GM",2002,743085
"GM",2003,
"GM",2004,
"GM",2005,586345
"GM",2006,
"GM",2007,
"GM",2008,579563
"GM",2009,
"GM",2010,530841
"GM",2011,612881
"GM",2012,577706
"GM",2013,572481
"GM",2014,
"GM",2015,538956
"GM",2016,
"GM",2017,
"GE",1981,0
"GE",1982,
"GE",1983,
"GE",1984,0
"GE",1985,
"GE",1986,
"GE",1987,0
"GE",1988,
"GE",1989,
"GE",1990,0
"GE",1991,
"GE",1992,
"GE",1993,135717
"GE",1994,
"GE",1995,
"GE",1996,141784
"GE",1997,
"GE",1998,
"GE",1999,617144
"GE",2000,
"GE",2001,
"GE",2002,357558
"GE",2003,
"GE",2004,
"GE",2005,482182
"GE",2006,
"GE",2007,
"GE",2008,553109
"GE",2009,
"GE",2010,654483
"GE",2011,654326
"GE",2012,564993
"GE",2013,496705
"GE",2014,
"GE",2015,406943
"GE",2016,
"GE",2017,
"DE",1981,0
"DE",1982,
"DE",1983,
"DE",1984,0
"DE",1985,
"DE",1986,
"DE",1987,0
"DE",1988,
"DE",1989,
"DE",1990,0
"DE",1991,
"DE",1992,
"DE",1993,93854
"DE",1994,
"DE",1995,
"DE",1996,94731
"DE",1997,
"DE",1998,
"DE",1999,23736
"DE",2000,
"DE",2001,
"DE",2002,0
"DE",2003,
"DE",2004,
"DE",2005,0
"DE",2006,
"DE",2007,
"DE",2008,0
"DE",2009,
"DE",2010,0
"DE",2011,0
"DE",2012,0
"DE",2013,0
"DE",2014,
"DE",2015,0
"DE",2016,
"DE",2017,
"GH",1981,1246632
"GH",1982,
"GH",1983,
"GH",1984,2690549
"GH",1985,
"GH",1986,
"GH",1987,3175908
"GH",1988,
"GH",1989,
"GH",1990,3678940
"GH",1991,
"GH",1992,
"GH",1993,4359488
"GH",1994,
"GH",1995,
"GH",1996,4971394
"GH",1997,
"GH",1998,
"GH",1999,4573495
"GH",2000,
"GH",2001,
"GH",2002,4982607
"GH",2003,
"GH",2004,
"GH",2005,5424125
"GH",2006,
"GH",2007,
"GH",2008,5415336
"GH",2009,
"GH",2010,5677692
"GH",2011,5477262
"GH",2012,5333429
"GH",2013,5617361
"GH",2014,
"GH",2015,6184868
"GH",2016,
"GH",2017,
"GR",1981,48481
"GR",1982,
"GR",1983,
"GR",1984,49311
"GR",1985,
"GR",1986,
"GR",1987,49833
"GR",1988,
"GR",1989,
"GR",1990,50810
"GR",1991,
"GR",1992,
"GR",1993,52124
"GR",1994,
"GR",1995,
"GR",1996,52863
"GR",1997,
"GR",1998,
"GR",1999,53625
"GR",2000,
"GR",2001,
"GR",2002,54325
"GR",2003,
"GR",2004,
"GR",2005,26788
"GR",2006,
"GR",2007,
"GR",2008,54946
"GR",2009,
"GR",2010,110925
"GR",2011,166215
"GR",2012,243968
"GR",2013,187792
"GR",2014,
"GR",2015,270510
"GR",2016,
"GR",2017,
"GT",1981,1692029
"GT",1982,
"GT",1983,
"GT",1984,2483623
"GT",1985,
"GT",1986,
"GT",1987,2769130
"GT",1988,
"GT",1989,
"GT",1990,2219442
"GT",1991,
"GT",1992,
"GT",1993,1741693
"GT",1994,
"GT",1995,
"GT",1996,1399998
"GT",1997,
"GT",1998,
"GT",1999,883579
"GT",2000,
"GT",2001,
"GT",2002,917717
"GT",2003,
"GT",2004,
"GT",2005,1371420
"GT",2006,
"GT",2007,
"GT",2008,1552981
"GT",2009,
"GT",2010,1895924
"GT",2011,2153780
"GT",2012,2311447
"GT",2013,2604482
"GT",2014,
"GT",2015,2754242
"GT",2016,
"GT",2017,
"GN",1981,3406433
"GN",1982,
"GN",1983,
"GN",1984,3994910
"GN",1985,
"GN",1986,
"GN",1987,4458153
"GN",1988,
"GN",1989,
"GN",1990,4940454
"GN",1991,
"GN",1992,
"GN",1993,3676936
"GN",1994,
"GN",1995,
"GN",1996,3432983
"GN",1997,
"GN",1998,
"GN",1999,4085775
"GN",2000,
"GN",2001,
"GN",2002,4948495
"GN",2003,
"GN",2004,
"GN",2005,5808541
"GN",2006,
"GN",2007,
"GN",2008,5894079
"GN",2009,
"GN",2010,6867983
"GN",2011,6474438
"GN",2012,5741795
"GN",2013,6225175
"GN",2014,
"GN",2015,6803105
"GN",2016,
"GN",2017,
"GW",1981,230277
"GW",1982,
"GW",1983,
"GW",1984,281529
"GW",1985,
"GW",1986,
"GW",1987,332538
"GW",1988,
"GW",1989,
"GW",1990,326670
"GW",1991,
"GW",1992,
"GW",1993,511545
"GW",1994,
"GW",1995,
"GW",1996,440279
"GW",1997,
"GW",1998,
"GW",1999,586721
"GW",2000,
"GW",2001,
"GW",2002,578392
"GW",2003,
"GW",2004,
"GW",2005,792581
"GW",2006,
"GW",2007,
"GW",2008,978200
"GW",2009,
"GW",2010,1130148
"GW",2011,1168467
"GW",2012,1234569
"GW",2013,1299488
"GW",2014,
"GW",2015,1396958
"GW",2016,
"GW",2017,
"GY",1981,63431
"GY",1982,
"GY",1983,
"GY",1984,146201
"GY",1985,
"GY",1986,
"GY",1987,168181
"GY",1988,
"GY",1989,
"GY",1990,189698
"GY",1991,
"GY",1992,
"GY",1993,127673
"GY",1994,
"GY",1995,
"GY",1996,84630
"GY",1997,
"GY",1998,
"GY",1999,73033
"GY",2000,
"GY",2001,
"GY",2002,77450
"GY",2003,
"GY",2004,
"GY",2005,92845
"GY",2006,
"GY",2007,
"GY",2008,82575
"GY",2009,
"GY",2010,81632
"GY",2011,84602
"GY",2012,83490
"GY",2013,86596
"GY",2014,
"GY",2015,88742
"GY",2016,
"GY",2017,
"HN",1981,812070
"HN",1982,
"HN",1983,
"HN",1984,1106842
"HN",1985,
"HN",1986,
"HN",1987,1368046
"HN",1988,
"HN",1989,
"HN",1990,1552072
"HN",1991,
"HN",1992,
"HN",1993,736418
"HN",1994,
"HN",1995,
"HN",1996,1427131
"HN",1997,
"HN",1998,
"HN",1999,1328104
"HN",2000,
"HN",2001,
"HN",2002,1371235
"HN",2003,
"HN",2004,
"HN",2005,1921341
"HN",2006,
"HN",2007,
"HN",2008,1386947
"HN",2009,
"HN",2010,1462717
"HN",2011,1805417
"HN",2012,2203149
"HN",2013,2176866
"HN",2014,
"HN",2015,2342018
"HN",2016,
"HN",2017,
"HU",1981,4539
"HU",1982,
"HU",1983,
"HU",1984,4811
"HU",1985,
"HU",1986,
"HU",1987,4816
"HU",1988,
"HU",1989,
"HU",1990,4921
"HU",1991,
"HU",1992,
"HU",1993,12609
"HU",1994,
"HU",1995,
"HU",1996,17532
"HU",1997,
"HU",1998,
"HU",1999,1921
"HU",2000,
"HU",2001,
"HU",2002,0
"HU",2003,
"HU",2004,
"HU",2005,0
"HU",2006,
"HU",2007,
"HU",2008,0
"HU",2009,
"HU",2010,0
"HU",2011,24248
"HU",2012,47204
"HU",2013,24141
"HU",2014,
"HU",2015,96875
"HU",2016,
"HU",2017,
"IS",1981,0
"IS",1982,
"IS",1983,
"IS",1984,0
"IS",1985,
"IS",1986,
"IS",1987,0
"IS",1988,
"IS",1989,
"IS",1990,0
"IS",1991,
"IS",1992,
"IS",1993,0
"IS",1994,
"IS",1995,
"IS",1996,0
"IS",1997,
"IS",1998,
"IS",1999,0
"IS",2000,
"IS",2001,
"IS",2002,0
"IS",2003,
"IS",2004,
"IS",2005,0
"IS",2006,
"IS",2007,
"IS",2008,0
"IS",2009,
"IS",2010,794
"IS",2011,796
"IS",2012,0
"IS",2013,0
"IS",2014,
"IS",2015,0
"IS",2016,
"IS",2017,
"IN",1981,109824242
"IN",1982,
"IN",1983,
"IN",1984,165091026
"IN",1985,
"IN",1986,
"IN",1987,194713098
"IN",1988,
"IN",1989,
"IN",1990,169334501
"IN",1991,
"IN",1992,
"IN",1993,187163013
"IN",1994,
"IN",1995,
"IN",1996,256456220
"IN",1997,
"IN",1998,
"IN",1999,265611012
"IN",2000,
"IN",2001,
"IN",2002,320467916
"IN",2003,
"IN",2004,
"IN",2005,409438542
"IN",2006,
"IN",2007,
"IN",2008,448358093
"IN",2009,
"IN",2010,462054511
"IN",2011,449152269
"IN",2012,461195486
"IN",2013,487441485
"IN",2014,
"IN",2015,477894111
"IN",2016,
"IN",2017,
"ID",1981,50610689
"ID",1982,
"ID",1983,
"ID",1984,63045225
"ID",1985,
"ID",1986,
"ID",1987,76118087
"ID",1988,
"ID",1989,
"ID",1990,52899574
"ID",1991,
"ID",1992,
"ID",1993,60668537
"ID",1994,
"ID",1995,
"ID",1996,60518617
"ID",1997,
"ID",1998,
"ID",1999,50939118
"ID",2000,
"ID",2001,
"ID",2002,28774141
"ID",2003,
"ID",2004,
"ID",2005,44490129
"ID",2006,
"ID",2007,
"ID",2008,57943757
"ID",2009,
"ID",2010,54881342
"ID",2011,59472545
"ID",2012,60811457
"ID",2013,63892875
"ID",2014,
"ID",2015,60980783
"ID",2016,
"ID",2017,
"IR",1981,588750
"IR",1982,
"IR",1983,
"IR",1984,525886
"IR",1985,
"IR",1986,
"IR",1987,1694199
"IR",1988,
"IR",1989,
"IR",1990,1023597
"IR",1991,
"IR",1992,
"IR",1993,452981
"IR",1994,
"IR",1995,
"IR",1996,777386
"IR",1997,
"IR",1998,
"IR",1999,580028
"IR",2000,
"IR",2001,
"IR",2002,279146
"IR",2003,
"IR",2004,
"IR",2005,291211
"IR",2006,
"IR",2007,
"IR",2008,634651
"IR",2009,
"IR",2010,684672
"IR",2011,564424
"IR",2012,436735
"IR",2013,314003
"IR",2014,
"IR",2015,1316265
"IR",2016,
"IR",2017,
"IQ",1981,37847
"IQ",1982,
"IQ",1983,
"IQ",1984,301295
"IQ",1985,
"IQ",1986,
"IQ",1987,351936
"IQ",1988,
"IQ",1989,
"IQ",1990,55353
"IQ",1991,
"IQ",1992,
"IQ",1993,1209903
"IQ",1994,
"IQ",1995,
"IQ",1996,1627805
"IQ",1997,
"IQ",1998,
"IQ",1999,139540
"IQ",2000,
"IQ",2001,
"IQ",2002,356139
"IQ",2003,
"IQ",2004,
"IQ",2005,701261
"IQ",2006,
"IQ",2007,
"IQ",2008,828925
"IQ",2009,
"IQ",2010,1298794
"IQ",2011,1815016
"IQ",2012,2034351
"IQ",2013,2411165
"IQ",2014,
"IQ",2015,3358340
"IQ",2016,
"IQ",2017,
"IE",1981,8376
"IE",1982,
"IE",1983,
"IE",1984,8569
"IE",1985,
"IE",1986,
"IE",1987,8588
"IE",1988,
"IE",1989,
"IE",1990,8524
"IE",1991,
"IE",1992,
"IE",1993,8675
"IE",1994,
"IE",1995,
"IE",1996,8824
"IE",1997,
"IE",1998,
"IE",1999,9109
"IE",2000,
"IE",2001,
"IE",2002,0
"IE",2003,
"IE",2004,
"IE",2005,0
"IE",2006,
"IE",2007,
"IE",2008,9011
"IE",2009,
"IE",2010,22281
"IE",2011,21601
"IE",2012,21352
"IE",2013,34074
"IE",2014,
"IE",2015,22693
"IE",2016,
"IE",2017,
"IL",1981,2662
"IL",1982,
"IL",1983,
"IL",1984,6996
"IL",1985,
"IL",1986,
"IL",1987,8574
"IL",1988,
"IL",1989,
"IL",1990,3658
"IL",1991,
"IL",1992,
"IL",1993,2584
"IL",1994,
"IL",1995,
"IL",1996,11184
"IL",1997,
"IL",1998,
"IL",1999,7522
"IL",2000,
"IL",2001,
"IL",2002,7919
"IL",2003,
"IL",2004,
"IL",2005,33410
"IL",2006,
"IL",2007,
"IL",2008,35929
"IL",2009,
"IL",2010,37673
"IL",2011,48145
"IL",2012,58993
"IL",2013,60104
"IL",2014,
"IL",2015,62495
"IL",2016,
"IL",2017,
"IT",1981,418505
"IT",1982,
"IT",1983,
"IT",1984,419061
"IT",1985,
"IT",1986,
"IT",1987,419248
"IT",1988,
"IT",1989,
"IT",1990,420116
"IT",1991,
"IT",1992,
"IT",1993,420950
"IT",1994,
"IT",1995,
"IT",1996,421161
"IT",1997,
"IT",1998,
"IT",1999,421576
"IT",2000,
"IT",2001,
"IT",2002,422633
"IT",2003,
"IT",2004,
"IT",2005,430800
"IT",2006,
"IT",2007,
"IT",2008,440558
"IT",2009,
"IT",2010,738785
"IT",2011,735230
"IT",2012,891779
"IT",2013,1049495
"IT",2014,
"IT",2015,1359625
"IT",2016,
"IT",2017,
"JM",1981,27039
"JM",1982,
"JM",1983,
"JM",1984,47284
"JM",1985,
"JM",1986,
"JM",1987,57869
"JM",1988,
"JM",1989,
"JM",1990,27529
"JM",1991,
"JM",1992,
"JM",1993,93399
"JM",1994,
"JM",1995,
"JM",1996,46091
"JM",1997,
"JM",1998,
"JM",1999,42662
"JM",2000,
"JM",2001,
"JM",2002,50699
"JM",2003,
"JM",2004,
"JM",2005,43747
"JM",2006,
"JM",2007,
"JM",2008,51239
"JM",2009,
"JM",2010,90792
"JM",2011,106996
"JM",2012,117537
"JM",2013,139831
"JM",2014,
"JM",2015,179744
"JM",2016,
"JM",2017,
"JP",1981,259753
"JP",1982,
"JP",1983,
"JP",1984,264985
"JP",1985,
"JP",1986,
"JP",1987,269562
"JP",1988,
"JP",1989,
"JP",1990,272755
"JP",1991,
"JP",1992,
"JP",1993,274961
"JP",1994,
"JP",1995,
"JP",1996,277656
"JP",1997,
"JP",1998,
"JP",1999,279586
"JP",2000,
"JP",2001,
"JP",2002,281383
"JP",2003,
"JP",2004,
"JP",2005,282107
"JP",2006,
"JP",2007,
"JP",2008,282748
"JP",2009,
"JP",2010,609028
"JP",2011,607901
"JP",2012,606931
"JP",2013,606056
"JP",2014,
"JP",2015,604611
"JP",2016,
"JP",2017,
"JO",1981,0
"JO",1982,
"JO",1983,
"JO",1984,0
"JO",1985,
"JO",1986,
"JO",1987,529
"JO",1988,
"JO",1989,
"JO",1990,15152
"JO",1991,
"JO",1992,
"JO",1993,22366
"JO",1994,
"JO",1995,
"JO",1996,29989
"JO",1997,
"JO",1998,
"JO",1999,26840
"JO",2000,
"JO",2001,
"JO",2002,22099
"JO",2003,
"JO",2004,
"JO",2005,21261
"JO",2006,
"JO",2007,
"JO",2008,12877
"JO",2009,
"JO",2010,18858
"JO",2011,28836
"JO",2012,46863
"JO",2013,88735
"JO",2014,
"JO",2015,139928
"JO",2016,
"JO",2017,
"KZ",1981,0
"KZ",1982,
"KZ",1983,
"KZ",1984,0
"KZ",1985,
"KZ",1986,
"KZ",1987,0
"KZ",1988,
"KZ",1989,
"KZ",1990,0
"KZ",1991,
"KZ",1992,
"KZ",1993,88570
"KZ",1994,
"KZ",1995,
"KZ",1996,602775
"KZ",1997,
"KZ",1998,
"KZ",1999,854425
"KZ",2000,
"KZ",2001,
"KZ",2002,601317
"KZ",2003,
"KZ",2004,
"KZ",2005,985246
"KZ",2006,
"KZ",2007,
"KZ",2008,26552
"KZ",2009,
"KZ",2010,38810
"KZ",2011,20874
"KZ",2012,13163
"KZ",2013,11864
"KZ",2014,
"KZ",2015,20942
"KZ",2016,
"KZ",2017,
"KE",1981,1868658
"KE",1982,
"KE",1983,
"KE",1984,3242273
"KE",1985,
"KE",1986,
"KE",1987,3836972
"KE",1988,
"KE",1989,
"KE",1990,3885516
"KE",1991,
"KE",1992,
"KE",1993,6189836
"KE",1994,
"KE",1995,
"KE",1996,5850833
"KE",1997,
"KE",1998,
"KE",1999,7711006
"KE",2000,
"KE",2001,
"KE",2002,11404319
"KE",2003,
"KE",2004,
"KE",2005,15369278
"KE",2006,
"KE",2007,
"KE",2008,17627040
"KE",2009,
"KE",2010,19541309
"KE",2011,21303538
"KE",2012,22438103
"KE",2013,24400635
"KE",2014,
"KE",2015,26831329
"KE",2016,
"KE",2017,
"KI",1981,517
"KI",1982,
"KI",1983,
"KI",1984,727
"KI",1985,
"KI",1986,
"KI",1987,2421
"KI",1988,
"KI",1989,
"KI",1990,2673
"KI",1991,
"KI",1992,
"KI",1993,3687
"KI",1994,
"KI",1995,
"KI",1996,5683
"KI",1997,
"KI",1998,
"KI",1999,5893
"KI",2000,
"KI",2001,
"KI",2002,6669
"KI",2003,
"KI",2004,
"KI",2005,10308
"KI",2006,
"KI",2007,
"KI",2008,14422
"KI",2009,
"KI",2010,19470
"KI",2011,23465
"KI",2012,23952
"KI",2013,26362
"KI",2014,
"KI",2015,26047
"KI",2016,
"KI",2017,
"KR",1981,290183
"KR",1982,
"KR",1983,
"KR",1984,302793
"KR",1985,
"KR",1986,
"KR",1987,204862
"KR",1988,
"KR",1989,
"KR",1990,211003
"KR",1991,
"KR",1992,
"KR",1993,217526
"KR",1994,
"KR",1995,
"KR",1996,113558
"KR",1997,
"KR",1998,
"KR",1999,116282
"KR",2000,
"KR",2001,
"KR",2002,118846
"KR",2003,
"KR",2004,
"KR",2005,120193
"KR",2006,
"KR",2007,
"KR",2008,119085
"KR",2009,
"KR",2010,245739
"KR",2011,247899
"KR",2012,249471
"KR",2013,250609
"KR",2014,
"KR",2015,253522
"KR",2016,
"KR",2017,
"KG",1981,87727
"KG",1982,
"KG",1983,
"KG",1984,119532
"KG",1985,
"KG",1986,
"KG",1987,164072
"KG",1988,
"KG",1989,
"KG",1990,202409
"KG",1991,
"KG",1992,
"KG",1993,473259
"KG",1994,
"KG",1995,
"KG",1996,1101325
"KG",1997,
"KG",1998,
"KG",1999,746372
"KG",2000,
"KG",2001,
"KG",2002,1226766
"KG",2003,
"KG",2004,
"KG",2005,753802
"KG",2006,
"KG",2007,
"KG",2008,289631
"KG",2009,
"KG",2010,361165
"KG",2011,275684
"KG",2012,392393
"KG",2013,667194
"KG",2014,
"KG",2015,727047
"KG",2016,
"KG",2017,
"LV",1981,0
"LV",1982,
"LV",1983,
"LV",1984,0
"LV",1985,
"LV",1986,
"LV",1987,0
"LV",1988,
"LV",1989,
"LV",1990,0
"LV",1991,
"LV",1992,
"LV",1993,0
"LV",1994,
"LV",1995,
"LV",1996,8384
"LV",1997,
"LV",1998,
"LV",1999,17836
"LV",2000,
"LV",2001,
"LV",2002,11373
"LV",2003,
"LV",2004,
"LV",2005,49073
"LV",2006,
"LV",2007,
"LV",2008,591
"LV",2009,
"LV",2010,41588
"LV",2011,30802
"LV",2012,30498
"LV",2013,29463
"LV",2014,
"LV",2015,23986
"LV",2016,
"LV",2017,
"LS",1981,403412
"LS",1982,
"LS",1983,
"LS",1984,487302
"LS",1985,
"LS",1986,
"LS",1987,564019
"LS",1988,
"LS",1989,
"LS",1990,593690
"LS",1991,
"LS",1992,
"LS",1993,675727
"LS",1994,
"LS",1995,
"LS",1996,805701
"LS",1997,
"LS",1998,
"LS",1999,919136
"LS",2000,
"LS",2001,
"LS",2002,1044813
"LS",2003,
"LS",2004,
"LS",2005,1180656
"LS",2006,
"LS",2007,
"LS",2008,1246397
"LS",2009,
"LS",2010,1322528
"LS",2011,1349514
"LS",2012,1356452
"LS",2013,1422607
"LS",2014,
"LS",2015,1485998
"LS",2016,
"LS",2017,
"LR",1981,29973
"LR",1982,
"LR",1983,
"LR",1984,47040
"LR",1985,
"LR",1986,
"LR",1987,75368
"LR",1988,
"LR",1989,
"LR",1990,558820
"LR",1991,
"LR",1992,
"LR",1993,1679492
"LR",1994,
"LR",1995,
"LR",1996,2039696
"LR",1997,
"LR",1998,
"LR",1999,1415244
"LR",2000,
"LR",2001,
"LR",2002,1288473
"LR",2003,
"LR",2004,
"LR",2005,2368782
"LR",2006,
"LR",2007,
"LR",2008,2486471
"LR",2009,
"LR",2010,2653909
"LR",2011,2652624
"LR",2012,2538788
"LR",2013,2565014
"LR",2014,
"LR",2015,2922597
"LR",2016,
"LR",2017,
"LT",1981,0
"LT",1982,
"LT",1983,
"LT",1984,0
"LT",1985,
"LT",1986,
"LT",1987,0
"LT",1988,
"LT",1989,
"LT",1990,0
"LT",1991,
"LT",1992,
"LT",1993,0
"LT",1994,
"LT",1995,
"LT",1996,0
"LT",1997,
"LT",1998,
"LT",1999,4534
"LT",2000,
"LT",2001,
"LT",2002,5663
"LT",2003,
"LT",2004,
"LT",2005,56871
"LT",2006,
"LT",2007,
"LT",2008,5492
"LT",2009,
"LT",2010,53248
"LT",2011,28460
"LT",2012,29313
"LT",2013,44250
"LT",2014,
"LT",2015,33668
"LT",2016,
"LT",2017,
"LU",1981,0
"LU",1982,
"LU",1983,
"LU",1984,0
"LU",1985,
"LU",1986,
"LU",1987,0
"LU",1988,
"LU",1989,
"LU",1990,0
"LU",1991,
"LU",1992,
"LU",1993,0
"LU",1994,
"LU",1995,
"LU",1996,0
"LU",1997,
"LU",1998,
"LU",1999,0
"LU",2000,
"LU",2001,
"LU",2002,0
"LU",2003,
"LU",2004,
"LU",2005,0
"LU",2006,
"LU",2007,
"LU",2008,0
"LU",2009,
"LU",2010,0
"LU",2011,0
"LU",2012,0
"LU",2013,728
"LU",2014,
"LU",2015,1146
"LU",2016,
"LU",2017,
"MG",1981,2140760
"MG",1982,
"MG",1983,
"MG",1984,3321475
"MG",1985,
"MG",1986,
"MG",1987,4350534
"MG",1988,
"MG",1989,
"MG",1990,4425453
"MG",1991,
"MG",1992,
"MG",1993,6215324
"MG",1994,
"MG",1995,
"MG",1996,7625214
"MG",1997,
"MG",1998,
"MG",1999,8059338
"MG",2000,
"MG",2001,
"MG",2002,11709628
"MG",2003,
"MG",2004,
"MG",2005,13053666
"MG",2006,
"MG",2007,
"MG",2008,14805238
"MG",2009,
"MG",2010,17366952
"MG",2011,18278051
"MG",2012,18856858
"MG",2013,19763159
"MG",2014,
"MG",2015,21182735
"MG",2016,
"MG",2017,
"MW",1981,1664072
"MW",1982,
"MW",1983,
"MW",1984,2435183
"MW",1985,
"MW",1986,
"MW",1987,3910312
"MW",1988,
"MW",1989,
"MW",1990,4814258
"MW",1991,
"MW",1992,
"MW",1993,4775521
"MW",1994,
"MW",1995,
"MW",1996,5150481
"MW",1997,
"MW",1998,
"MW",1999,5754233
"MW",2000,
"MW",2001,
"MW",2002,7885532
"MW",2003,
"MW",2004,
"MW",2005,9367307
"MW",2006,
"MW",2007,
"MW",2008,10616601
"MW",2009,
"MW",2010,11636726
"MW",2011,12279174
"MW",2012,12940005
"MW",2013,13547463
"MW",2014,
"MW",2015,14568039
"MW",2016,
"MW",2017,
"MY",1981,42229
"MY",1982,
"MY",1983,
"MY",1984,68918
"MY",1985,
"MY",1986,
"MY",1987,41321
"MY",1988,
"MY",1989,
"MY",1990,18852
"MY",1991,
"MY",1992,
"MY",1993,12715
"MY",1994,
"MY",1995,
"MY",1996,16583
"MY",1997,
"MY",1998,
"MY",1999,61294
"MY",2000,
"MY",2001,
"MY",2002,70090
"MY",2003,
"MY",2004,
"MY",2005,118191
"MY",2006,
"MY",2007,
"MY",2008,169144
"MY",2009,
"MY",2010,118390
"MY",2011,66744
"MY",2012,47167
"MY",2013,35112
"MY",2014,
"MY",2015,30083
"MY",2016,
"MY",2017,
"ML",1981,5082729
"ML",1982,
"ML",1983,
"ML",1984,6123488
"ML",1985,
"ML",1986,
"ML",1987,6250014
"ML",1988,
"ML",1989,
"ML",1990,6439276
"ML",1991,
"ML",1992,
"ML",1993,6927291
"ML",1994,
"ML",1995,
"ML",1996,7403263
"ML",1997,
"ML",1998,
"ML",1999,6534963
"ML",2000,
"ML",2001,
"ML",2002,5911778
"ML",2003,
"ML",2004,
"ML",2005,6571573
"ML",2006,
"ML",2007,
"ML",2008,7673539
"ML",2009,
"ML",2010,8594927
"ML",2011,9504749
"ML",2012,10469010
"ML",2013,11395813
"ML",2014,
"ML",2015,12016621
"ML",2016,
"ML",2017,
"MT",1981,1565
"MT",1982,
"MT",1983,
"MT",1984,1622
"MT",1985,
"MT",1986,
"MT",1987,1690
"MT",1988,
"MT",1989,
"MT",1990,1738
"MT",1991,
"MT",1992,
"MT",1993,1822
"MT",1994,
"MT",1995,
"MT",1996,1864
"MT",1997,
"MT",1998,
"MT",1999,1902
"MT",2000,
"MT",2001,
"MT",2002,1943
"MT",2003,
