"di_id","Year","P20population"
"MT",2004,
"MT",2005,1981
"MT",2006,
"MT",2007,
"MT",2008,982
"MT",2009,
"MT",2010,913
"MT",2011,986
"MT",2012,1035
"MT",2013,0
"MT",2014,
"MT",2015,0
"MT",2016,
"MT",2017,
"MR",1981,261301
"MR",1982,
"MR",1983,
"MR",1984,407422
"MR",1985,
"MR",1986,
"MR",1987,487423
"MR",1988,
"MR",1989,
"MR",1990,498589
"MR",1991,
"MR",1992,
"MR",1993,512183
"MR",1994,
"MR",1995,
"MR",1996,283625
"MR",1997,
"MR",1998,
"MR",1999,300834
"MR",2000,
"MR",2001,
"MR",2002,389677
"MR",2003,
"MR",2004,
"MR",2005,397263
"MR",2006,
"MR",2007,
"MR",2008,424625
"MR",2009,
"MR",2010,512976
"MR",2011,576006
"MR",2012,576349
"MR",2013,602180
"MR",2014,
"MR",2015,685343
"MR",2016,
"MR",2017,
"MU",1981,27162
"MU",1982,
"MU",1983,
"MU",1984,37955
"MU",1985,
"MU",1986,
"MU",1987,25227
"MU",1988,
"MU",1989,
"MU",1990,13771
"MU",1991,
"MU",1992,
"MU",1993,10116
"MU",1994,
"MU",1995,
"MU",1996,10453
"MU",1997,
"MU",1998,
"MU",1999,7649
"MU",2000,
"MU",2001,
"MU",2002,6653
"MU",2003,
"MU",2004,
"MU",2005,7420
"MU",2006,
"MU",2007,
"MU",2008,6629
"MU",2009,
"MU",2010,9742
"MU",2011,12415
"MU",2012,13487
"MU",2013,16948
"MU",2014,
"MU",2015,16834
"MU",2016,
"MU",2017,
"MX",1981,688623
"MX",1982,
"MX",1983,
"MX",1984,2030871
"MX",1985,
"MX",1986,
"MX",1987,3491770
"MX",1988,
"MX",1989,
"MX",1990,2785798
"MX",1991,
"MX",1992,
"MX",1993,2670601
"MX",1994,
"MX",1995,
"MX",1996,6646604
"MX",1997,
"MX",1998,
"MX",1999,6895913
"MX",2000,
"MX",2001,
"MX",2002,4824104
"MX",2003,
"MX",2004,
"MX",2005,6483806
"MX",2006,
"MX",2007,
"MX",2008,5414767
"MX",2009,
"MX",2010,6473288
"MX",2011,7257988
"MX",2012,7592461
"MX",2013,9365342
"MX",2014,
"MX",2015,10235462
"MX",2016,
"MX",2017,
"MN",1981,18552
"MN",1982,
"MN",1983,
"MN",1984,25917
"MN",1985,
"MN",1986,
"MN",1987,27924
"MN",1988,
"MN",1989,
"MN",1990,31005
"MN",1991,
"MN",1992,
"MN",1993,136458
"MN",1994,
"MN",1995,
"MN",1996,253531
"MN",1997,
"MN",1998,
"MN",1999,316120
"MN",2000,
"MN",2001,
"MN",2002,164645
"MN",2003,
"MN",2004,
"MN",2005,97420
"MN",2006,
"MN",2007,
"MN",2008,40526
"MN",2009,
"MN",2010,46407
"MN",2011,43692
"MN",2012,27328
"MN",2013,31859
"MN",2014,
"MN",2015,39644
"MN",2016,
"MN",2017,
"MA",1981,265792
"MA",1982,
"MA",1983,
"MA",1984,417150
"MA",1985,
"MA",1986,
"MA",1987,305573
"MA",1988,
"MA",1989,
"MA",1990,104567
"MA",1991,
"MA",1992,
"MA",1993,354258
"MA",1994,
"MA",1995,
"MA",1996,533961
"MA",1997,
"MA",1998,
"MA",1999,857914
"MA",2000,
"MA",2001,
"MA",2002,1037619
"MA",2003,
"MA",2004,
"MA",2005,1206753
"MA",2006,
"MA",2007,
"MA",2008,911209
"MA",2009,
"MA",2010,901805
"MA",2011,971519
"MA",2012,997972
"MA",2013,1160797
"MA",2014,
"MA",2015,1326623
"MA",2016,
"MA",2017,
"MZ",1981,7850388
"MZ",1982,
"MZ",1983,
"MZ",1984,10520788
"MZ",1985,
"MZ",1986,
"MZ",1987,10593067
"MZ",1988,
"MZ",1989,
"MZ",1990,10274704
"MZ",1991,
"MZ",1992,
"MZ",1993,11596609
"MZ",1994,
"MZ",1995,
"MZ",1996,12358824
"MZ",1997,
"MZ",1998,
"MZ",1999,13025183
"MZ",2000,
"MZ",2001,
"MZ",2002,14290509
"MZ",2003,
"MZ",2004,
"MZ",2005,15681469
"MZ",2006,
"MZ",2007,
"MZ",2008,16509910
"MZ",2009,
"MZ",2010,17589739
"MZ",2011,18496612
"MZ",2012,19071392
"MZ",2013,19964039
"MZ",2014,
"MZ",2015,21217667
"MZ",2016,
"MZ",2017,
"MM",1981,25653791
"MM",1982,
"MM",1983,
"MM",1984,28715548
"MM",1985,
"MM",1986,
"MM",1987,33315752
"MM",1988,
"MM",1989,
"MM",1990,36445780
"MM",1991,
"MM",1992,
"MM",1993,36828728
"MM",1994,
"MM",1995,
"MM",1996,37341001
"MM",1997,
"MM",1998,
"MM",1999,35586067
"MM",2000,
"MM",2001,
"MM",2002,30403896
"MM",2003,
"MM",2004,
"MM",2005,23686026
"MM",2006,
"MM",2007,
"MM",2008,15280832
"MM",2009,
"MM",2010,12088539
"MM",2011,12720639
"MM",2012,11985777
"MM",2013,11753726
"MM",2014,
"MM",2015,9797060
"MM",2016,
"MM",2017,
"NA",1981,273108
"NA",1982,
"NA",1983,
"NA",1984,383828
"NA",1985,
"NA",1986,
"NA",1987,478535
"NA",1988,
"NA",1989,
"NA",1990,575324
"NA",1991,
"NA",1992,
"NA",1993,635835
"NA",1994,
"NA",1995,
"NA",1996,755079
"NA",1997,
"NA",1998,
"NA",1999,526892
"NA",2000,
"NA",2001,
"NA",2002,578880
"NA",2003,
"NA",2004,
"NA",2005,575398
"NA",2006,
"NA",2007,
"NA",2008,556822
"NA",2009,
"NA",2010,576876
"NA",2011,590313
"NA",2012,578920
"NA",2013,590741
"NA",2014,
"NA",2015,565085
"NA",2016,
"NA",2017,
"NP",1981,4897517
"NP",1982,
"NP",1983,
"NP",1984,6914653
"NP",1985,
"NP",1986,
"NP",1987,7967253
"NP",1988,
"NP",1989,
"NP",1990,8292465
"NP",1991,
"NP",1992,
"NP",1993,8625855
"NP",1994,
"NP",1995,
"NP",1996,9512416
"NP",1997,
"NP",1998,
"NP",1999,9213025
"NP",2000,
"NP",2001,
"NP",2002,9108158
"NP",2003,
"NP",2004,
"NP",2005,9932216
"NP",2006,
"NP",2007,
"NP",2008,8385026
"NP",2009,
"NP",2010,6421695
"NP",2011,7669867
"NP",2012,5922694
"NP",2013,6844059
"NP",2014,
"NP",2015,7283670
"NP",2016,
"NP",2017,
"NL",1981,33606
"NL",1982,
"NL",1983,
"NL",1984,34023
"NL",1985,
"NL",1986,
"NL",1987,34591
"NL",1988,
"NL",1989,
"NL",1990,35267
"NL",1991,
"NL",1992,
"NL",1993,36066
"NL",1994,
"NL",1995,
"NL",1996,36633
"NL",1997,
"NL",1998,
"NL",1999,37297
"NL",2000,
"NL",2001,
"NL",2002,38091
"NL",2003,
"NL",2004,
"NL",2005,0
"NL",2006,
"NL",2007,
"NL",2008,40932
"NL",2009,
"NL",2010,0
"NL",2011,40563
"NL",2012,0
"NL",2013,0
"NL",2014,
"NL",2015,33112
"NL",2016,
"NL",2017,
"NI",1981,53674
"NI",1982,
"NI",1983,
"NI",1984,104673
"NI",1985,
"NI",1986,
"NI",1987,191536
"NI",1988,
"NI",1989,
"NI",1990,363239
"NI",1991,
"NI",1992,
"NI",1993,500486
"NI",1994,
"NI",1995,
"NI",1996,565665
"NI",1997,
"NI",1998,
"NI",1998,
"NI",1998,
"NI",1998,
"NI",1998,
"NI",1998,
"NI",1998,
"NI",1998,
"NI",1999,518399
"NI",2000,
"NI",2001,
"NI",2001,
"NI",2001,
"NI",2001,
"NI",2001,
"NI",2001,
"NI",2001,
"NI",2001,
"NI",2002,618352
"NI",2003,
"NI",2004,
"NI",2005,794878
"NI",2006,
"NI",2007,
"NI",2008,470910
"NI",2009,
"NI",2010,496799
"NI",2011,533115
"NI",2012,493304
"NI",2013,490969
"NI",2014,
"NI",2015,406822
"NI",2016,
"NI",2017,
"NE",1981,905526
"NE",1982,
"NE",1983,
"NE",1984,2862182
"NE",1985,
"NE",1986,
"NE",1987,3347935
"NE",1988,
"NE",1989,
"NE",1990,3773357
"NE",1991,
"NE",1992,
"NE",1993,5285088
"NE",1994,
"NE",1995,
"NE",1996,7171898
"NE",1997,
"NE",1998,
"NE",1999,7668210
"NE",2000,
"NE",2001,
"NE",2002,8602296
"NE",2003,
"NE",2004,
"NE",2005,10089014
"NE",2006,
"NE",2007,
"NE",2008,10489298
"NE",2009,
"NE",2010,10322605
"NE",2011,10942734
"NE",2012,10931043
"NE",2013,12096373
"NE",2014,
"NE",2015,13371240
"NE",2016,
"NE",2017,
"NG",1981,13788088
"NG",1982,
"NG",1983,
"NG",1984,25706098
"NG",1985,
"NG",1986,
"NG",1987,41045738
"NG",1988,
"NG",1989,
"NG",1990,36703058
"NG",1991,
"NG",1992,
"NG",1993,44999920
"NG",1994,
"NG",1995,
"NG",1996,58817687
"NG",1997,
"NG",1998,
"NG",1999,67376934
"NG",2000,
"NG",2001,
"NG",2002,75637536
"NG",2003,
"NG",2004,
"NG",2005,72378062
"NG",2006,
"NG",2007,
"NG",2008,84641762
"NG",2009,
"NG",2010,94218735
"NG",2011,100669695
"NG",2012,104945754
"NG",2013,110908341
"NG",2014,
"NG",2015,119274624
"NG",2016,
"NG",2017,
"NO",1981,9517
"NO",1982,
"NO",1983,
"NO",1984,9611
"NO",1985,
"NO",1986,
"NO",1987,9719
"NO",1988,
"NO",1989,
"NO",1990,9846
"NO",1991,
"NO",1992,
"NO",1993,10010
"NO",1994,
"NO",1995,
"NO",1996,10171
"NO",1997,
"NO",1998,
"NO",1999,10358
"NO",2000,
"NO",2001,
"NO",2002,10535
"NO",2003,
"NO",2004,
"NO",2005,9805
"NO",2006,
"NO",2007,
"NO",2008,11451
"NO",2009,
"NO",2010,0
"NO",2011,0
"NO",2012,12474
"NO",2013,12504
"NO",2014,
"NO",2015,12369
"NO",2016,
"NO",2017,
"PK",1981,20686412
"PK",1982,
"PK",1983,
"PK",1984,28118335
"PK",1985,
"PK",1986,
"PK",1987,33418437
"PK",1988,
"PK",1989,
"PK",1990,33241734
"PK",1991,
"PK",1992,
"PK",1993,20540135
"PK",1994,
"PK",1995,
"PK",1996,8635014
"PK",1997,
"PK",1998,
"PK",1999,14379694
"PK",2000,
"PK",2001,
"PK",2002,25262240
"PK",2003,
"PK",2004,
"PK",2005,22436028
"PK",2006,
"PK",2007,
"PK",2008,24563759
"PK",2009,
"PK",2010,27975588
"PK",2011,32803060
"PK",2012,33167353
"PK",2013,42428673
"PK",2014,
"PK",2015,45502986
"PK",2016,
"PK",2017,
"PA",1981,75796
"PA",1982,
"PA",1983,
"PA",1984,213813
"PA",1985,
"PA",1986,
"PA",1987,376831
"PA",1988,
"PA",1989,
"PA",1990,494439
"PA",1991,
"PA",1992,
"PA",1993,387058
"PA",1994,
"PA",1995,
"PA",1996,391754
"PA",1997,
"PA",1998,
"PA",1999,338026
"PA",2000,
"PA",2001,
"PA",2002,291230
"PA",2003,
"PA",2004,
"PA",2005,326873
"PA",2006,
"PA",2007,
"PA",2008,268396
"PA",2009,
"PA",2010,204500
"PA",2011,172924
"PA",2012,227203
"PA",2013,206057
"PA",2014,
"PA",2015,196268
"PA",2016,
"PA",2017,
"PG",1981,1369868
"PG",1982,
"PG",1983,
"PG",1984,1742673
"PG",1985,
"PG",1986,
"PG",1987,1999908
"PG",1988,
"PG",1989,
"PG",1990,2270722
"PG",1991,
"PG",1992,
"PG",1993,1996400
"PG",1994,
"PG",1995,
"PG",1996,2280404
"PG",1997,
"PG",1998,
"PG",1999,2575390
"PG",2000,
"PG",2001,
"PG",2002,2909069
"PG",2003,
"PG",2004,
"PG",2005,3145248
"PG",2006,
"PG",2007,
"PG",2008,3226055
"PG",2009,
"PG",2010,3029206
"PG",2011,3416646
"PG",2012,3524706
"PG",2013,3770191
"PG",2014,
"PG",2015,3564905
"PG",2016,
"PG",2017,
"PY",1981,8992
"PY",1982,
"PY",1983,
"PY",1984,11274
"PY",1985,
"PY",1986,
"PY",1987,12278
"PY",1988,
"PY",1989,
"PY",1990,11582
"PY",1991,
"PY",1992,
"PY",1993,244284
"PY",1994,
"PY",1995,
"PY",1996,443770
"PY",1997,
"PY",1998,
"PY",1999,398874
"PY",2000,
"PY",2001,
"PY",2002,603279
"PY",2003,
"PY",2004,
"PY",2005,344153
"PY",2006,
"PY",2007,
"PY",2008,295219
"PY",2009,
"PY",2010,421053
"PY",2011,466907
"PY",2012,355677
"PY",2013,264814
"PY",2014,
"PY",2015,326829
"PY",2016,
"PY",2017,
"PE",1981,56257
"PE",1982,
"PE",1983,
"PE",1984,137831
"PE",1985,
"PE",1986,
"PE",1987,189944
"PE",1988,
"PE",1989,
"PE",1990,1013026
"PE",1991,
"PE",1992,
"PE",1993,1687843
"PE",1994,
"PE",1995,
"PE",1996,3360640
"PE",1997,
"PE",1998,
"PE",1999,3455494
"PE",2000,
"PE",2001,
"PE",2002,3250127
"PE",2003,
"PE",2004,
"PE",2005,4146109
"PE",2006,
"PE",2007,
"PE",2008,2813652
"PE",2009,
"PE",2010,2022450
"PE",2011,2226410
"PE",2012,2234543
"PE",2013,2311695
"PE",2014,
"PE",2015,2405114
"PE",2016,
"PE",2017,
"PH",1981,1196433
"PH",1982,
"PH",1983,
"PH",1984,4186995
"PH",1985,
"PH",1986,
"PH",1987,6023572
"PH",1988,
"PH",1989,
"PH",1990,6399762
"PH",1991,
"PH",1992,
"PH",1993,8443473
"PH",1994,
"PH",1995,
"PH",1996,8617894
"PH",1997,
"PH",1998,
"PH",1999,6332314
"PH",2000,
"PH",2000,
"PH",2000,
"PH",2000,
"PH",2000,
"PH",2000,
"PH",2000,
"PH",2000,
"PH",2001,
"PH",2002,7056529
"PH",2003,
"PH",2003,
"PH",2003,
"PH",2003,
"PH",2003,
"PH",2003,
"PH",2003,
"PH",2003,
"PH",2004,
"PH",2005,11441646
"PH",2006,
"PH",2006,
"PH",2006,
"PH",2006,
"PH",2006,
"PH",2006,
"PH",2006,
"PH",2006,
"PH",2007,
"PH",2008,12340865
"PH",2009,
"PH",2009,
"PH",2009,
"PH",2009,
"PH",2009,
"PH",2009,
"PH",2009,
"PH",2009,
"PH",2010,15924978
"PH",2011,19661013
"PH",2012,21543994
"PH",2013,23331683
"PH",2014,
"PH",2015,23816418
"PH",2016,
"PH",2017,
"PL",1981,30375
"PL",1982,
"PL",1983,
"PL",1984,38328
"PL",1985,
"PL",1986,
"PL",1987,29396
"PL",1988,
"PL",1989,
"PL",1990,102905
"PL",1991,
"PL",1992,
"PL",1993,13760
"PL",1994,
"PL",1995,
"PL",1996,363211
"PL",1997,
"PL",1998,
"PL",1999,4522
"PL",2000,
"PL",2001,
"PL",2002,6345
"PL",2003,
"PL",2004,
"PL",2005,52692
"PL",2006,
"PL",2007,
"PL",2008,4816
"PL",2009,
"PL",2010,4578
"PL",2011,17508
"PL",2012,25179
"PL",2013,10839
"PL",2014,
"PL",2015,22494
"PL",2016,
"PL",2017,
"PT",1981,71038
"PT",1982,
"PT",1983,
"PT",1984,99678
"PT",1985,
"PT",1986,
"PT",1987,100015
"PT",1988,
"PT",1989,
"PT",1990,71989
"PT",1991,
"PT",1992,
"PT",1993,71855
"PT",1994,
"PT",1995,
"PT",1996,72571
"PT",1997,
"PT",1998,
"PT",1999,73681
"PT",2000,
"PT",2001,
"PT",2002,75136
"PT",2003,
"PT",2004,
"PT",2005,50925
"PT",2006,
"PT",2007,
"PT",2008,23161
"PT",2009,
"PT",2010,25461
"PT",2011,49424
"PT",2012,77513
"PT",2013,128096
"PT",2014,
"PT",2015,77641
"PT",2016,
"PT",2017,
"RO",1981,36818
"RO",1982,
"RO",1983,
"RO",1984,43020
"RO",1985,
"RO",1986,
"RO",1987,48922
"RO",1988,
"RO",1989,
"RO",1990,50447
"RO",1991,
"RO",1992,
"RO",1993,468033
"RO",1994,
"RO",1995,
"RO",1996,1091369
"RO",1997,
"RO",1998,
"RO",1999,670212
"RO",2000,
"RO",2001,
"RO",2002,745218
"RO",2003,
"RO",2004,
"RO",2005,418403
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2008,0
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2010,191508
"RO",2011,213800
"RO",2012,263453
"RO",2013,398303
"RO",2014,
"RO",2015,2028810
"RO",2016,
"RO",2017,
"RU",1981,0
"RU",1982,
"RU",1983,
"RU",1984,0
"RU",1985,
"RU",1986,
"RU",1987,0
"RU",1988,
"RU",1989,
"RU",1990,0
"RU",1991,
"RU",1992,
"RU",1993,0
"RU",1994,
"RU",1995,
"RU",1996,2254652
"RU",1997,
"RU",1998,
"RU",1999,2748549
"RU",2000,
"RU",2001,
"RU",2002,557317
"RU",2003,
"RU",2004,
"RU",2005,717708
"RU",2006,
"RU",2007,
"RU",2008,116445
"RU",2009,
"RU",2010,134924
"RU",2011,94969
"RU",2012,98842
"RU",2013,86752
"RU",2014,
"RU",2015,158638
"RU",2016,
"RU",2017,
"RW",1981,479276
"RW",1982,
"RW",1983,
"RW",1984,1387520
"RW",1985,
"RW",1986,
"RW",1987,2444964
"RW",1988,
"RW",1989,
"RW",1990,3049457
"RW",1991,
"RW",1992,
"RW",1993,2844336
"RW",1994,
"RW",1995,
"RW",1996,4181971
"RW",1997,
"RW",1998,
"RW",1999,5190049
"RW",2000,
"RW",2001,
"RW",2002,5600765
"RW",2003,
"RW",2004,
"RW",2005,6078309
"RW",2006,
"RW",2007,
"RW",2008,6542511
"RW",2009,
"RW",2010,7091812
"RW",2011,7518808
"RW",2012,7652350
"RW",2013,8040930
"RW",2014,
"RW",2015,8225155
"RW",2016,
"RW",2017,
"WS",1981,380
"WS",1982,
"WS",1983,
"WS",1984,1818
"WS",1985,
"WS",1986,
"WS",1987,1838
"WS",1988,
"WS",1989,
"WS",1990,1859
"WS",1991,
"WS",1992,
"WS",1993,2435
"WS",1994,
"WS",1995,
"WS",1996,3410
"WS",1997,
"WS",1998,
"WS",1999,2781
"WS",2000,
"WS",2001,
"WS",2002,2016
"WS",2003,
"WS",2004,
"WS",2005,2054
"WS",2006,
"WS",2007,
"WS",2008,2095
"WS",2009,
"WS",2010,3915
"WS",2011,4538
"WS",2012,5583
"WS",2013,8607
"WS",2014,
"WS",2015,10153
"WS",2016,
"WS",2017,
"SN",1981,2323259
"SN",1982,
"SN",1983,
"SN",1984,3038940
"SN",1985,
"SN",1986,
"SN",1987,3515730
"SN",1988,
"SN",1989,
"SN",1990,4035640
"SN",1991,
"SN",1992,
"SN",1993,3708453
"SN",1994,
"SN",1995,
"SN",1996,3886144
"SN",1997,
"SN",1998,
"SN",1999,3694301
"SN",2000,
"SN",2001,
"SN",2002,4183301
"SN",2003,
"SN",2004,
"SN",2005,4252065
"SN",2006,
"SN",2007,
"SN",2008,4896891
"SN",2009,
"SN",2010,5684090
"SN",2011,6429487
"SN",2012,6857469
"SN",2013,7508801
"SN",2014,
"SN",2015,8108258
"SN",2016,
"SN",2017,
"SC",1981,369
"SC",1982,
"SC",1983,
"SC",1984,726
"SC",1985,
"SC",1986,
"SC",1987,769
"SC",1988,
"SC",1989,
"SC",1990,401
"SC",1991,
"SC",1992,
"SC",1993,88
"SC",1994,
"SC",1995,
"SC",1996,440
"SC",1997,
"SC",1998,
"SC",1999,98
"SC",2000,
"SC",2001,
"SC",2002,423
"SC",2003,
"SC",2004,
"SC",2005,415
"SC",2006,
"SC",2007,
"SC",2008,324
"SC",2009,
"SC",2010,1415
"SC",2011,1325
"SC",2012,1265
"SC",2013,1363
"SC",2014,
"SC",2015,1473
"SC",2016,
"SC",2017,
"SL",1981,1702977
"SL",1982,
"SL",1983,
"SL",1984,1950760
"SL",1985,
"SL",1986,
"SL",1987,2260059
"SL",1988,
"SL",1989,
"SL",1990,2480585
"SL",1991,
"SL",1992,
"SL",1993,2483313
"SL",1994,
"SL",1995,
"SL",1996,2591428
"SL",1997,
"SL",1998,
"SL",1999,2788876
"SL",2000,
"SL",2001,
"SL",2002,2843177
"SL",2003,
"SL",2004,
"SL",2005,3333469
"SL",2006,
"SL",2007,
"SL",2008,3650890
"SL",2009,
"SL",2010,3986266
"SL",2011,4271320
"SL",2012,4016303
"SL",2013,3611687
"SL",2014,
"SL",2015,5072885
"SL",2016,
"SL",2017,
"SK",1981,0
"SK",1982,
"SK",1983,
"SK",1984,0
"SK",1985,
"SK",1986,
"SK",1987,0
"SK",1988,
"SK",1989,
"SK",1990,0
"SK",1991,
"SK",1992,
"SK",1993,9711
"SK",1994,
"SK",1995,
"SK",1996,7337
"SK",1997,
"SK",1998,
"SK",1999,4437
"SK",2000,
"SK",2001,
"SK",2002,2711
"SK",2003,
"SK",2004,
"SK",2005,2447
"SK",2006,
"SK",2007,
"SK",2008,0
"SK",2009,
"SK",2010,26693
"SK",2011,25005
"SK",2012,23629
"SK",2013,23803
"SK",2014,
"SK",2015,40155
"SK",2016,
"SK",2017,
"ZA",1981,526118
"ZA",1982,
"ZA",1983,
"ZA",1984,2683941
"ZA",1985,
"ZA",1986,
"ZA",1987,4618738
"ZA",1988,
"ZA",1989,
"ZA",1990,4884752
"ZA",1991,
"ZA",1992,
"ZA",1993,7027187
"ZA",1994,
"ZA",1995,
"ZA",1996,10823598
"ZA",1997,
"ZA",1998,
"ZA",1999,11695381
"ZA",2000,
"ZA",2001,
"ZA",2002,11959550
"ZA",2003,
"ZA",2004,
"ZA",2005,11454365
"ZA",2006,
"ZA",2007,
"ZA",2008,9330690
"ZA",2009,
"ZA",2010,10503277
"ZA",2011,11873561
"ZA",2012,12934208
"ZA",2013,14422761
"ZA",2014,
"ZA",2015,16890602
"ZA",2016,
"ZA",2017,
"ES",1981,281739
"ES",1982,
"ES",1983,
"ES",1984,286005
"ES",1985,
"ES",1986,
"ES",1987,288649
"ES",1988,
"ES",1989,
"ES",1990,290011
"ES",1991,
"ES",1992,
"ES",1993,293697
"ES",1994,
"ES",1995,
"ES",1996,297641
"ES",1997,
"ES",1998,
"ES",1999,301349
"ES",2000,
"ES",2001,
"ES",2002,309144
"ES",2003,
"ES",2004,
"ES",2005,324626
"ES",2006,
"ES",2007,
"ES",2008,226957
"ES",2009,
"ES",2010,349100
"ES",2011,582311
"ES",2012,466814
"ES",2013,694832
"ES",2014,
"ES",2015,572518
"ES",2016,
"ES",2017,
"LK",1981,292539
"LK",1982,
"LK",1983,
"LK",1984,345985
"LK",1985,
"LK",1986,
"LK",1987,395514
"LK",1988,
"LK",1989,
"LK",1990,332627
"LK",1991,
"LK",1992,
"LK",1993,347433
"LK",1994,
"LK",1995,
"LK",1996,746737
"LK",1997,
"LK",1998,
"LK",1999,623790
"LK",2000,
"LK",2001,
"LK",2002,818317
"LK",2003,
"LK",2004,
"LK",2005,900495
"LK",2006,
"LK",2007,
"LK",2008,666590
"LK",2009,
"LK",2010,772456
"LK",2011,944452
"LK",2012,1192844
"LK",2013,1240363
"LK",2014,
"LK",2015,1019076
"LK",2016,
"LK",2017,
"LC",1981,42688
"LC",1982,
"LC",1983,
"LC",1984,48188
"LC",1985,
"LC",1986,
"LC",1987,43319
"LC",1988,
"LC",1989,
"LC",1990,32014
"LC",1991,
"LC",1992,
"LC",1993,32814
"LC",1994,
"LC",1995,
"LC",1996,38300
"LC",1997,
"LC",1998,
"LC",1999,38308
"LC",2000,
"LC",2001,
"LC",2002,47846
"LC",2003,
"LC",2004,
"LC",2005,51140
"LC",2006,
"LC",2007,
"LC",2008,50588
"LC",2009,
"LC",2010,58881
"LC",2011,62725
"LC",2012,67078
"LC",2013,73119
"LC",2014,
"LC",2015,79253
"LC",2016,
"LC",2017,
"SD",1981,1914872
"SD",1982,
"SD",1983,
"SD",1984,3737601
"SD",1985,
"SD",1986,
"SD",1987,4595606
"SD",1988,
"SD",1989,
"SD",1990,5497633
"SD",1991,
"SD",1992,
"SD",1993,5500256
"SD",1994,
"SD",1995,
"SD",1996,6756440
"SD",1997,
"SD",1998,
"SD",1999,6352274
"SD",2000,
"SD",2001,
"SD",2002,6291915
"SD",2003,
"SD",2004,
"SD",2005,7043258
"SD",2006,
"SD",2007,
"SD",2008,5558307
"SD",2009,
"SD",2010,6545736
"SD",2011,6555099
"SD",2012,5595176
"SD",2013,6230861
"SD",2014,
"SD",2015,7028791
"SD",2016,
"SD",2017,
"SR",1981,54918
"SR",1982,
"SR",1983,
"SR",1984,61970
"SR",1985,
"SR",1986,
"SR",1987,74303
"SR",1988,
"SR",1989,
"SR",1990,72624
"SR",1991,
"SR",1992,
"SR",1993,84455
"SR",1994,
"SR",1995,
"SR",1996,95087
"SR",1997,
"SR",1998,
"SR",1999,97453
"SR",2000,
"SR",2001,
"SR",2002,102061
"SR",2003,
"SR",2004,
"SR",2005,101460
"SR",2006,
"SR",2007,
"SR",2008,101170
"SR",2009,
"SR",2010,106983
"SR",2011,110931
"SR",2012,112076
"SR",2013,114632
"SR",2014,
"SR",2015,118450
"SR",2016,
"SR",2017,
"SE",1981,19797
"SE",1982,
"SE",1983,
"SE",1984,19836
"SE",1985,
"SE",1986,
"SE",1987,19981
"SE",1988,
"SE",1989,
"SE",1990,20364
"SE",1991,
"SE",1992,
"SE",1993,20744
"SE",1994,
"SE",1995,
"SE",1996,21036
"SE",1997,
"SE",1998,
"SE",1999,21076
"SE",2000,
"SE",2001,
"SE",2002,21236
"SE",2003,
"SE",2004,
"SE",2005,78357
"SE",2006,
"SE",2007,
"SE",2008,45041
"SE",2009,
"SE",2010,46032
"SE",2011,70294
"SE",2012,45193
"SE",2013,70490
"SE",2014,
"SE",2015,68788
"SE",2016,
"SE",2017,
"CH",1981,0
"CH",1982,
"CH",1983,
"CH",1984,0
"CH",1985,
"CH",1986,
"CH",1987,0
"CH",1988,
"CH",1989,
"CH",1990,0
"CH",1991,
"CH",1992,
"CH",1993,0
"CH",1994,
"CH",1995,
"CH",1996,0
"CH",1997,
"CH",1998,
"CH",1999,0
"CH",2000,
"CH",2001,
"CH",2002,0
"CH",2003,
"CH",2004,
"CH",2005,0
"CH",2006,
"CH",2007,
"CH",2008,0
"CH",2009,
"CH",2010,0
"CH",2011,0
"CH",2012,0
"CH",2013,0
"CH",2014,
"CH",2015,0
"CH",2016,
"CH",2017,
"SY",1981,4873
"SY",1982,
"SY",1983,
"SY",1984,61203
"SY",1985,
"SY",1986,
"SY",1987,169146
"SY",1988,
"SY",1989,
"SY",1990,163749
"SY",1991,
"SY",1992,
"SY",1993,90494
"SY",1994,
"SY",1995,
"SY",1996,102938
"SY",1997,
"SY",1998,
"SY",1999,157712
"SY",2000,
"SY",2001,
"SY",2002,157104
"SY",2003,
"SY",2004,
"SY",2005,227196
"SY",2006,
"SY",2007,
"SY",2008,243499
"SY",2009,
"SY",2010,215160
"SY",2011,443452
"SY",2012,1549532
"SY",2013,3493607
"SY",2014,
"SY",2015,8263463
"SY",2016,
"SY",2017,
"TZ",1981,5199460
"TZ",1982,
"TZ",1983,
"TZ",1984,7571177
"TZ",1985,
"TZ",1986,
"TZ",1987,9144518
"TZ",1988,
"TZ",1989,
"TZ",1990,11925653
"TZ",1991,
"TZ",1992,
"TZ",1993,15876652
"TZ",1994,
"TZ",1995,
"TZ",1996,21840200
"TZ",1997,
"TZ",1998,
"TZ",1999,25558874
"TZ",2000,
"TZ",2001,
"TZ",2002,26861620
"TZ",2003,
"TZ",2004,
"TZ",2005,25878844
"TZ",2006,
"TZ",2007,
"TZ",2008,26576644
"TZ",2009,
"TZ",2010,28513366
"TZ",2011,29849913
"TZ",2012,31228595
"TZ",2013,32849818
"TZ",2014,
"TZ",2015,34608740
"TZ",2016,
"TZ",2017,
