"di_id","Year","ExtPovHC","ExtPovHC.Interp.Trunc","ExtPovHC.Interp"
"AL",1981,0.04140349,0.04140349,0.04140349
"AL",1982,,0.0393846633333333,0.0393846633333333
"AL",1983,,0.0373658366666667,0.0373658366666667
"AL",1984,0.03534701,0.03534701,0.03534701
"AL",1985,,0.0356647333333333,0.0356647333333333
"AL",1986,,0.0359824566666667,0.0359824566666667
"AL",1987,0.03630018,0.03630018,0.03630018
"AL",1988,,0.0362018,0.0362018
"AL",1989,,0.03610342,0.03610342
"AL",1990,0.03600504,0.03600504,0.03600504
"AL",1991,,0.0357856966666667,0.0357856966666667
"AL",1992,,0.0355663533333333,0.0355663533333333
"AL",1993,0.03534701,0.03534701,0.03534701
"AL",1994,,0.0272464366666667,0.0272464366666667
"AL",1995,,0.0191458633333333,0.0191458633333333
"AL",1996,0.01104529,0.01104529,0.01104529
"AL",1997,,0.0238838466666667,0.0238838466666667
"AL",1998,,0.0367224033333333,0.0367224033333333
"AL",1999,0.04956096,0.04956096,0.04956096
"AL",2000,,0.03986504,0.03986504
"AL",2001,,0.03016912,0.03016912
"AL",2002,0.0204732,0.0204732,0.0204732
"AL",2003,,0.01739456,0.01739456
"AL",2004,,0.01431592,0.01431592
"AL",2005,0.01123728,0.01123728,0.01123728
"AL",2006,,0.008726579,0.008726579
"AL",2007,,0.006215878,0.006215878
"AL",2008,0.003705177,0.003705177,0.003705177
"AL",2009,,0.0055162095,0.0055162095
"AL",2010,0.007327242,0.007327242,0.007327242
"AL",2011,0.00876353,0.00876353,0.00876353
"AL",2012,0.01063921,0.01063921,0.01063921
"AL",2013,0.0102041,0.0102041,0.0102041
"AL",2014,,,0.009350822
"AL",2015,0.008497544,,0.008497544
"AL",2016,,,0.008497544
"AL",2017,,,0.008497544
"DZ",1981,0.02720442,0.02720442,0.02720442
"DZ",1982,,0.0248091,0.0248091
"DZ",1983,,0.02241378,0.02241378
"DZ",1984,0.02001846,0.02001846,0.02001846
"DZ",1985,,0.0261286333333333,0.0261286333333333
"DZ",1986,,0.0322388066666667,0.0322388066666667
"DZ",1987,0.03834898,0.03834898,0.03834898
"DZ",1988,,0.0431632233333333,0.0431632233333333
"DZ",1989,,0.0479774666666667,0.0479774666666667
"DZ",1990,0.05279171,0.05279171,0.05279171
"DZ",1991,,0.05585178,0.05585178
"DZ",1992,,0.05891185,0.05891185
"DZ",1993,0.06197192,0.06197192,0.06197192
"DZ",1994,,0.06298891,0.06298891
"DZ",1995,,0.0640059,0.0640059
"DZ",1996,0.06502289,0.06502289,0.06502289
"DZ",1997,,0.06328618,0.06328618
"DZ",1998,,0.06154947,0.06154947
"DZ",1999,0.05981276,0.05981276,0.05981276
"DZ",2000,,0.05227577,0.05227577
"DZ",2001,,0.04473878,0.04473878
"DZ",2002,0.03720179,0.03720179,0.03720179
"DZ",2003,,0.0318319966666667,0.0318319966666667
"DZ",2004,,0.0264622033333333,0.0264622033333333
"DZ",2005,0.02109241,0.02109241,0.02109241
"DZ",2006,,0.0177238933333333,0.0177238933333333
"DZ",2007,,0.0143553766666667,0.0143553766666667
"DZ",2008,0.01098686,0.01098686,0.01098686
"DZ",2009,,0.0087176505,0.0087176505
"DZ",2010,0.006448441,0.006448441,0.006448441
"DZ",2011,0.004826338,0.004826338,0.004826338
"DZ",2012,0.00426623,0.00426623,0.00426623
"DZ",2013,0.00390954,0.00390954,0.00390954
"DZ",2014,,,0.0036832085
"DZ",2015,0.003456877,,0.003456877
"DZ",2016,,,0.003456877
"DZ",2017,,,0.003456877
"AO",1981,0.2561779,0.2561779,0.2561779
"AO",1982,,0.2568241,0.2568241
"AO",1983,,0.2574703,0.2574703
"AO",1984,0.2581165,0.2581165,0.2581165
"AO",1985,,0.2543876,0.2543876
"AO",1986,,0.2506587,0.2506587
"AO",1987,0.2469298,0.2469298,0.2469298
"AO",1988,,0.2489021,0.2489021
"AO",1989,,0.2508744,0.2508744
"AO",1990,0.2528467,0.2528467,0.2528467
"AO",1991,,0.310597166666667,0.310597166666667
"AO",1992,,0.368347633333333,0.368347633333333
"AO",1993,0.4260981,0.4260981,0.4260981
"AO",1994,,0.405335366666667,0.405335366666667
"AO",1995,,0.384572633333333,0.384572633333333
"AO",1996,0.3638099,0.3638099,0.3638099
"AO",1997,,0.350343366666667,0.350343366666667
"AO",1998,,0.336876833333333,0.336876833333333
"AO",1999,0.3234103,0.3234103,0.3234103
"AO",2000,,0.356035766666667,0.356035766666667
"AO",2001,,0.388661233333333,0.388661233333333
"AO",2002,0.4212867,0.4212867,0.4212867
"AO",2003,,0.417269533333333,0.417269533333333
"AO",2004,,0.413252366666667,0.413252366666667
"AO",2005,0.4092352,0.4092352,0.4092352
"AO",2006,,0.369704433333333,0.369704433333333
"AO",2007,,0.330173666666667,0.330173666666667
"AO",2008,0.2906429,0.2906429,0.2906429
"AO",2009,,0.29803395,0.29803395
"AO",2010,0.305425,0.305425,0.305425
"AO",2011,0.3031954,0.3031954,0.3031954
"AO",2012,0.296071,0.296071,0.296071
"AO",2013,0.2845688,0.2845688,0.2845688
"AO",2014,,,0.28155505
"AO",2015,0.2785413,,0.2785413
"AO",2016,,,0.2785413
"AO",2017,,,0.2785413
"AM",1981,0.0957368,0.0957368,0.0957368
"AM",1982,,0.09137971,0.09137971
"AM",1983,,0.08702262,0.08702262
"AM",1984,0.08266553,0.08266553,0.08266553
"AM",1985,,0.08547568,0.08547568
"AM",1986,,0.08828583,0.08828583
"AM",1987,0.09109598,0.09109598,0.09109598
"AM",1988,,0.09692072,0.09692072
"AM",1989,,0.10274546,0.10274546
"AM",1990,0.1085702,0.1085702,0.1085702
"AM",1991,,0.165625866666667,0.165625866666667
"AM",1992,,0.222681533333333,0.222681533333333
"AM",1993,0.2797372,0.2797372,0.2797372
"AM",1994,,0.246162966666667,0.246162966666667
"AM",1995,,0.212588733333333,0.212588733333333
"AM",1996,0.1790145,0.1790145,0.1790145
"AM",1997,,0.175626,0.175626
"AM",1998,,0.1722375,0.1722375
"AM",1999,0.168849,0.168849,0.168849
"AM",2000,,0.1627643,0.1627643
"AM",2001,,0.1566796,0.1566796
"AM",2002,0.1505949,0.1505949,0.1505949
"AM",2003,,0.115180803333333,0.115180803333333
"AM",2004,,0.0797667066666667,0.0797667066666667
"AM",2005,0.04435261,0.04435261,0.04435261
"AM",2006,,0.03409281,0.03409281
"AM",2007,,0.02383301,0.02383301
"AM",2008,0.01357321,0.01357321,0.01357321
"AM",2009,,0.01630306,0.01630306
"AM",2010,0.01903291,0.01903291,0.01903291
"AM",2011,0.02213477,0.02213477,0.02213477
"AM",2012,0.01579596,0.01579596,0.01579596
"AM",2013,0.02240529,0.02240529,0.02240529
"AM",2014,,,0.020518995
"AM",2015,0.0186327,,0.0186327
"AM",2016,,,0.0186327
"AM",2017,,,0.0186327
"AU",1981,0.009935031,0.009935031,0.009935031
"AU",1982,,0.00989329433333333,0.00989329433333333
"AU",1983,,0.00985155766666667,0.00985155766666667
"AU",1984,0.009809821,0.009809821,0.009809821
"AU",1985,,0.009408353,0.009408353
"AU",1986,,0.009006885,0.009006885
"AU",1987,0.008605417,0.008605417,0.008605417
"AU",1988,,0.00835589266666667,0.00835589266666667
"AU",1989,,0.00810636833333333,0.00810636833333333
"AU",1990,0.007856844,0.007856844,0.007856844
"AU",1991,,0.00827093833333333,0.00827093833333333
"AU",1992,,0.00868503266666667,0.00868503266666667
"AU",1993,0.009099127,0.009099127,0.009099127
"AU",1994,,0.008564042,0.008564042
"AU",1995,,0.008028957,0.008028957
"AU",1996,0.007493872,0.007493872,0.007493872
"AU",1997,,0.00748992066666667,0.00748992066666667
"AU",1998,,0.00748596933333333,0.00748596933333333
"AU",1999,0.007482018,0.007482018,0.007482018
"AU",2000,,0.00789591566666667,0.00789591566666667
"AU",2001,,0.00830981333333333,0.00830981333333333
"AU",2002,0.008723711,0.008723711,0.008723711
"AU",2003,,0.00847613866666667,0.00847613866666667
"AU",2004,,0.00822856633333333,0.00822856633333333
"AU",2005,0.007980994,0.007980994,0.007980994
"AU",2006,,0.00698483766666667,0.00698483766666667
"AU",2007,,0.00598868133333333,0.00598868133333333
"AU",2008,0.004992525,0.004992525,0.004992525
"AU",2009,,0.0049864395,0.0049864395
"AU",2010,0.004980354,0.004980354,0.004980354
"AU",2011,0.004980354,0.004980354,0.004980354
"AU",2012,0.004980354,0.004980354,0.004980354
"AU",2013,0.004980354,0.004980354,0.004980354
"AU",2014,,,0.004980354
"AU",2015,0.004980354,,0.004980354
"AU",2016,,,0.004980354
"AU",2017,,,0.004980354
"AT",1981,0.004829058,0.004829058,0.004829058
"AT",1982,,0.004829058,0.004829058
"AT",1983,,0.004829058,0.004829058
"AT",1984,0.004829058,0.004829058,0.004829058
"AT",1985,,0.004829058,0.004829058
"AT",1986,,0.004829058,0.004829058
"AT",1987,0.004829058,0.004829058,0.004829058
"AT",1988,,0.00398486266666667,0.00398486266666667
"AT",1989,,0.00314066733333333,0.00314066733333333
"AT",1990,0.002296472,0.002296472,0.002296472
"AT",1991,,0.002296472,0.002296472
"AT",1992,,0.002296472,0.002296472
"AT",1993,0.002296472,0.002296472,0.002296472
"AT",1994,,0.002296472,0.002296472
"AT",1995,,0.002296472,0.002296472
"AT",1996,0.002296472,0.002296472,0.002296472
"AT",1997,,0.002296472,0.002296472
"AT",1998,,0.002296472,0.002296472
"AT",1999,0.002296472,0.002296472,0.002296472
"AT",2000,,0.002296472,0.002296472
"AT",2001,,0.002296472,0.002296472
"AT",2002,0.002296472,0.002296472,0.002296472
"AT",2003,,0.002321207,0.002321207
"AT",2004,,0.002345942,0.002345942
"AT",2005,0.002370677,0.002370677,0.002370677
"AT",2006,,0.00322368333333333,0.00322368333333333
"AT",2007,,0.00407668966666667,0.00407668966666667
"AT",2008,0.004929696,0.004929696,0.004929696
"AT",2009,,0.0049411625,0.0049411625
"AT",2010,0.004952629,0.004952629,0.004952629
"AT",2011,0.004942109,0.004942109,0.004942109
"AT",2012,0.004893789,0.004893789,0.004893789
"AT",2013,0.001627515,0.001627515,0.001627515
"AT",2014,,,0.0045536555
"AT",2015,0.007479796,,0.007479796
"AT",2016,,,0.007479796
"AT",2017,,,0.007479796
"AZ",1981,0.005076344,0.005076344,0.005076344
"AZ",1982,,0.00487043533333333,0.00487043533333333
"AZ",1983,,0.00466452666666667,0.00466452666666667
"AZ",1984,0.004458618,0.004458618,0.004458618
"AZ",1985,,0.004458618,0.004458618
"AZ",1986,,0.004458618,0.004458618
"AZ",1987,0.004458618,0.004458618,0.004458618
"AZ",1988,,0.00466452666666667,0.00466452666666667
"AZ",1989,,0.00487043533333333,0.00487043533333333
"AZ",1990,0.005076344,0.005076344,0.005076344
"AZ",1991,,0.0141971726666667,0.0141971726666667
"AZ",1992,,0.0233180013333333,0.0233180013333333
"AZ",1993,0.03243883,0.03243883,0.03243883
"AZ",1994,,0.04414801,0.04414801
"AZ",1995,,0.05585719,0.05585719
"AZ",1996,0.06756637,0.06756637,0.06756637
"AZ",1997,,0.0588049366666667,0.0588049366666667
"AZ",1998,,0.0500435033333333,0.0500435033333333
"AZ",1999,0.04128207,0.04128207,0.04128207
"AZ",2000,,0.02752138,0.02752138
"AZ",2001,,0.01376069,0.01376069
"AZ",2002,0,0,0
"AZ",2003,,0,0
"AZ",2004,,0,0
"AZ",2005,0,0,0
"AZ",2006,,0,0
"AZ",2007,,0,0
"AZ",2008,0,0,0
"AZ",2009,,0,0
"AZ",2010,0,0,0
"AZ",2011,0,0,0
"AZ",2012,0,0,0
"AZ",2013,0,0,0
"AZ",2014,,,0
"AZ",2015,0,,0
"AZ",2016,,,0
"AZ",2017,,,0
"BD",1981,0.270362,0.270362,0.270362
"BD",1982,,0.271281766666667,0.271281766666667
"BD",1983,,0.272201533333333,0.272201533333333
"BD",1984,0.2731213,0.2731213,0.2731213
"BD",1985,,0.287803966666667,0.287803966666667
"BD",1986,,0.302486633333333,0.302486633333333
"BD",1987,0.3171693,0.3171693,0.3171693
"BD",1988,,0.339769,0.339769
"BD",1989,,0.3623687,0.3623687
"BD",1990,0.3849684,0.3849684,0.3849684
"BD",1991,,0.385968466666667,0.385968466666667
"BD",1992,,0.386968533333333,0.386968533333333
"BD",1993,0.3879686,0.3879686,0.3879686
"BD",1994,,0.382435233333333,0.382435233333333
"BD",1995,,0.376901866666667,0.376901866666667
"BD",1996,0.3713685,0.3713685,0.3713685
"BD",1997,,0.3717537,0.3717537
"BD",1998,,0.3721389,0.3721389
"BD",1999,0.3725241,0.3725241,0.3725241
"BD",2000,,0.361466,0.361466
"BD",2001,,0.3504079,0.3504079
"BD",2002,0.3393498,0.3393498,0.3393498
"BD",2003,,0.3120144,0.3120144
"BD",2004,,0.284679,0.284679
"BD",2005,0.2573436,0.2573436,0.2573436
"BD",2006,,0.242943,0.242943
"BD",2007,,0.2285424,0.2285424
"BD",2008,0.2141418,0.2141418,0.2141418
"BD",2009,,0.2052265,0.2052265
"BD",2010,0.1963112,0.1963112,0.1963112
"BD",2011,0.1846992,0.1846992,0.1846992
"BD",2012,0.1787698,0.1787698,0.1787698
"BD",2013,0.1684197,0.1684197,0.1684197
"BD",2014,,,0.15998635
"BD",2015,0.151553,,0.151553
"BD",2016,,,0.151553
"BD",2017,,,0.151553
"BY",1981,0.0004034856,0.0004034856,0.0004034856
"BY",1982,,0.0003587814,0.0003587814
"BY",1983,,0.0003140772,0.0003140772
"BY",1984,0.000269373,0.000269373,0.000269373
"BY",1985,,0.000271437366666667,0.000271437366666667
"BY",1986,,0.000273501733333333,0.000273501733333333
"BY",1987,0.0002755661,0.0002755661,0.0002755661
"BY",1988,,0.000308776866666667,0.000308776866666667
"BY",1989,,0.000341987633333333,0.000341987633333333
"BY",1990,0.0003751984,0.0003751984,0.0003751984
"BY",1991,,0.000545366133333333,0.000545366133333333
"BY",1992,,0.000715533866666667,0.000715533866666667
"BY",1993,0.0008857016,0.0008857016,0.0008857016
"BY",1994,,0.00268319806666667,0.00268319806666667
"BY",1995,,0.00448069453333333,0.00448069453333333
"BY",1996,0.006278191,0.006278191,0.006278191
"BY",1997,,0.0390119273333333,0.0390119273333333
"BY",1998,,0.0717456636666667,0.0717456636666667
"BY",1999,0.1044794,0.1044794,0.1044794
"BY",2000,,0.0764215866666667,0.0764215866666667
"BY",2001,,0.0483637733333333,0.0483637733333333
"BY",2002,0.02030596,0.02030596,0.02030596
"BY",2003,,0.0147774716666667,0.0147774716666667
"BY",2004,,0.00924898333333334,0.00924898333333334
"BY",2005,0.003720495,0.003720495,0.003720495
"BY",2006,,0.00248033,0.00248033
"BY",2007,,0.001240165,0.001240165
"BY",2008,0,0,0
"BY",2009,,0,0
"BY",2010,0,0,0
"BY",2011,0,0,0
"BY",2012,0,0,0
"BY",2013,0,0,0
"BY",2014,,,0
"BY",2015,0,,0
"BY",2016,,,0
"BY",2017,,,0
"BE",1981,0.004962496,0.004962496,0.004962496
"BE",1982,,0.004962496,0.004962496
"BE",1983,,0.004962496,0.004962496
"BE",1984,0.004962496,0.004962496,0.004962496
"BE",1985,,0.004962496,0.004962496
"BE",1986,,0.004962496,0.004962496
"BE",1987,0.004962496,0.004962496,0.004962496
"BE",1988,,0.00409314,0.00409314
"BE",1989,,0.003223784,0.003223784
"BE",1990,0.002354428,0.002354428,0.002354428
"BE",1991,,0.002354428,0.002354428
"BE",1992,,0.002354428,0.002354428
"BE",1993,0.002354428,0.002354428,0.002354428
"BE",1994,,0.002354428,0.002354428
"BE",1995,,0.002354428,0.002354428
"BE",1996,0.002354428,0.002354428,0.002354428
"BE",1997,,0.002354428,0.002354428
"BE",1998,,0.002354428,0.002354428
"BE",1999,0.002354428,0.002354428,0.002354428
"BE",2000,,0.002354428,0.002354428
"BE",2001,,0.002354428,0.002354428
"BE",2002,0.002354428,0.002354428,0.002354428
"BE",2003,,0.00234077366666667,0.00234077366666667
"BE",2004,,0.00232711933333333,0.00232711933333333
"BE",2005,0.002313465,0.002313465,0.002313465
"BE",2006,,0.00154231,0.00154231
"BE",2007,,0.000771155,0.000771155
"BE",2008,0,0,0
"BE",2009,,0.0010837275,0.0010837275
"BE",2010,0.002167455,0.002167455,0.002167455
"BE",2011,0.002367523,0.002367523,0.002367523
"BE",2012,0.002432163,0.002432163,0.002432163
"BE",2013,0.002473494,0.002473494,0.002473494
"BE",2014,,,0.001236747
"BE",2015,0,,0
"BE",2016,,,0
"BE",2017,,,0
"BZ",1981,0.1441956,0.1441956,0.1441956
"BZ",1982,,0.1684914,0.1684914
"BZ",1983,,0.1927872,0.1927872
"BZ",1984,0.217083,0.217083,0.217083
"BZ",1985,,0.2135095,0.2135095
"BZ",1986,,0.209936,0.209936
"BZ",1987,0.2063625,0.2063625,0.2063625
"BZ",1988,,0.1827323,0.1827323
"BZ",1989,,0.1591021,0.1591021
"BZ",1990,0.1354719,0.1354719,0.1354719
"BZ",1991,,0.123959233333333,0.123959233333333
"BZ",1992,,0.112446566666667,0.112446566666667
"BZ",1993,0.1009339,0.1009339,0.1009339
"BZ",1994,,0.111496133333333,0.111496133333333
"BZ",1995,,0.122058366666667,0.122058366666667
"BZ",1996,0.1326206,0.1326206,0.1326206
"BZ",1997,,0.138160233333333,0.138160233333333
"BZ",1998,,0.143699866666667,0.143699866666667
"BZ",1999,0.1492395,0.1492395,0.1492395
"BZ",2000,,0.141465466666667,0.141465466666667
"BZ",2001,,0.133691433333333,0.133691433333333
"BZ",2002,0.1259174,0.1259174,0.1259174
"BZ",2003,,0.130338533333333,0.130338533333333
"BZ",2004,,0.134759666666667,0.134759666666667
"BZ",2005,0.1391808,0.1391808,0.1391808
"BZ",2006,,0.1462624,0.1462624
"BZ",2007,,0.153344,0.153344
"BZ",2008,0.1604256,0.1604256,0.1604256
"BZ",2009,,0.1523896,0.1523896
"BZ",2010,0.1443536,0.1443536,0.1443536
"BZ",2011,0.1439163,0.1439163,0.1439163
"BZ",2012,0.1391808,0.1391808,0.1391808
"BZ",2013,0.1391808,0.1391808,0.1391808
"BZ",2014,,,0.13882205
"BZ",2015,0.1384633,,0.1384633
"BZ",2016,,,0.1384633
"BZ",2017,,,0.1384633
"BJ",1981,0.5750665,0.5750665,0.5750665
"BJ",1982,,0.580008366666667,0.580008366666667
"BJ",1983,,0.584950233333333,0.584950233333333
"BJ",1984,0.5898921,0.5898921,0.5898921
"BJ",1985,,0.591438766666667,0.591438766666667
"BJ",1986,,0.592985433333333,0.592985433333333
"BJ",1987,0.5945321,0.5945321,0.5945321
"BJ",1988,,0.595524366666667,0.595524366666667
"BJ",1989,,0.596516633333333,0.596516633333333
"BJ",1990,0.5975089,0.5975089,0.5975089
"BJ",1991,,0.593238433333333,0.593238433333333
"BJ",1992,,0.588967966666667,0.588967966666667
"BJ",1993,0.5846975,0.5846975,0.5846975
"BJ",1994,,0.5807862,0.5807862
"BJ",1995,,0.5768749,0.5768749
"BJ",1996,0.5729636,0.5729636,0.5729636
"BJ",1997,,0.5606873,0.5606873
"BJ",1998,,0.548411,0.548411
"BJ",1999,0.5361347,0.5361347,0.5361347
"BJ",2000,,0.521054366666667,0.521054366666667
"BJ",2001,,0.505974033333333,0.505974033333333
"BJ",2002,0.4908937,0.4908937,0.4908937
"BJ",2003,,0.495398066666667,0.495398066666667
"BJ",2004,,0.499902433333333,0.499902433333333
"BJ",2005,0.5044068,0.5044068,0.5044068
"BJ",2006,,0.502041533333333,0.502041533333333
"BJ",2007,,0.499676266666667,0.499676266666667
"BJ",2008,0.497311,0.497311,0.497311
"BJ",2009,,0.51001595,0.51001595
"BJ",2010,0.5227209,0.5227209,0.5227209
"BJ",2011,0.5305174,0.5305174,0.5305174
"BJ",2012,0.5246182,0.5246182,0.5246182
"BJ",2013,0.5146557,0.5146557,0.5146557
"BJ",2014,,,0.5050962
"BJ",2015,0.4955367,,0.4955367
"BJ",2016,,,0.4955367
"BJ",2017,,,0.4955367
"BT",1981,0.7795229,0.7795229,0.7795229
"BT",1982,,0.7622662,0.7622662
"BT",1983,,0.7450095,0.7450095
"BT",1984,0.7277528,0.7277528,0.7277528
"BT",1985,,0.6815428,0.6815428
"BT",1986,,0.6353328,0.6353328
"BT",1987,0.5891228,0.5891228,0.5891228
"BT",1988,,0.561449366666667,0.561449366666667
"BT",1989,,0.533775933333333,0.533775933333333
"BT",1990,0.5061025,0.5061025,0.5061025
"BT",1991,,0.487701266666667,0.487701266666667
"BT",1992,,0.469300033333333,0.469300033333333
"BT",1993,0.4508988,0.4508988,0.4508988
"BT",1994,,0.420234833333333,0.420234833333333
"BT",1995,,0.389570866666667,0.389570866666667
"BT",1996,0.3589069,0.3589069,0.3589069
"BT",1997,,0.333191733333333,0.333191733333333
"BT",1998,,0.307476566666667,0.307476566666667
"BT",1999,0.2817614,0.2817614,0.2817614
"BT",2000,,0.266908933333333,0.266908933333333
"BT",2001,,0.252056466666667,0.252056466666667
"BT",2002,0.237204,0.237204,0.237204
"BT",2003,,0.192076866666667,0.192076866666667
"BT",2004,,0.146949733333333,0.146949733333333
"BT",2005,0.1018226,0.1018226,0.1018226
"BT",2006,,0.101526133333333,0.101526133333333
"BT",2007,,0.101229666666667,0.101229666666667
"BT",2008,0.1009332,0.1009332,0.1009332
"BT",2009,,0.07214506,0.07214506
"BT",2010,0.04335692,0.04335692,0.04335692
"BT",2011,0.02897185,0.02897185,0.02897185
"BT",2012,0.02170129,0.02170129,0.02170129
"BT",2013,0.01729807,0.01729807,0.01729807
"BT",2014,,,0.01693263
"BT",2015,0.01656719,,0.01656719
"BT",2016,,,0.01656719
"BT",2017,,,0.01656719
"BO",1981,0.05075251,0.05075251,0.05075251
"BO",1982,,0.0633570366666667,0.0633570366666667
"BO",1983,,0.0759615633333333,0.0759615633333333
"BO",1984,0.08856609,0.08856609,0.08856609
"BO",1985,,0.08349086,0.08349086
"BO",1986,,0.07841563,0.07841563
"BO",1987,0.0733404,0.0733404,0.0733404
"BO",1988,,0.0732584466666667,0.0732584466666667
"BO",1989,,0.0731764933333333,0.0731764933333333
"BO",1990,0.07309454,0.07309454,0.07309454
"BO",1991,,0.0879971933333333,0.0879971933333333
"BO",1992,,0.102899846666667,0.102899846666667
"BO",1993,0.1178025,0.1178025,0.1178025
"BO",1994,,0.138214966666667,0.138214966666667
"BO",1995,,0.158627433333333,0.158627433333333
"BO",1996,0.1790399,0.1790399,0.1790399
"BO",1997,,0.203688233333333,0.203688233333333
"BO",1998,,0.228336566666667,0.228336566666667
"BO",1999,0.2529849,0.2529849,0.2529849
"BO",2000,,0.251132466666667,0.251132466666667
"BO",2001,,0.249280033333333,0.249280033333333
"BO",2002,0.2474276,0.2474276,0.2474276
"BO",2003,,0.2293647,0.2293647
"BO",2004,,0.2113018,0.2113018
"BO",2005,0.1932389,0.1932389,0.1932389
"BO",2006,,0.165663033333333,0.165663033333333
"BO",2007,,0.138087166666667,0.138087166666667
"BO",2008,0.1105113,0.1105113,0.1105113
"BO",2009,,0.09973824,0.09973824
"BO",2010,0.08896518,0.08896518,0.08896518
"BO",2011,0.07289315,0.07289315,0.07289315
"BO",2012,0.08197635,0.08197635,0.08197635
"BO",2013,0.06857665,0.06857665,0.06857665
"BO",2014,,,0.06605824
"BO",2015,0.06353983,,0.06353983
"BO",2016,,,0.06353983
"BO",2017,,,0.06353983
"BW",1981,0.5411667,0.5411667,0.5411667
"BW",1982,,0.511328966666667,0.511328966666667
"BW",1983,,0.481491233333333,0.481491233333333
"BW",1984,0.4516535,0.4516535,0.4516535
"BW",1985,,0.435779933333333,0.435779933333333
"BW",1986,,0.419906366666667,0.419906366666667
"BW",1987,0.4040328,0.4040328,0.4040328
"BW",1988,,0.381482266666667,0.381482266666667
"BW",1989,,0.358931733333333,0.358931733333333
"BW",1990,0.3363812,0.3363812,0.3363812
"BW",1991,,0.3398807,0.3398807
"BW",1992,,0.3433802,0.3433802
"BW",1993,0.3468797,0.3468797,0.3468797
"BW",1994,,0.340424666666667,0.340424666666667
"BW",1995,,0.333969633333333,0.333969633333333
"BW",1996,0.3275146,0.3275146,0.3275146
"BW",1997,,0.3152072,0.3152072
"BW",1998,,0.3028998,0.3028998
"BW",1999,0.2905924,0.2905924,0.2905924
"BW",2000,,0.294271733333333,0.294271733333333
"BW",2001,,0.297951066666667,0.297951066666667
"BW",2002,0.3016304,0.3016304,0.3016304
"BW",2003,,0.285430066666667,0.285430066666667
"BW",2004,,0.269229733333333,0.269229733333333
"BW",2005,0.2530294,0.2530294,0.2530294
"BW",2006,,0.225647166666667,0.225647166666667
"BW",2007,,0.198264933333333,0.198264933333333
"BW",2008,0.1708827,0.1708827,0.1708827
"BW",2009,,0.1706515,0.1706515
"BW",2010,0.1704203,0.1704203,0.1704203
"BW",2011,0.1558837,0.1558837,0.1558837
"BW",2012,0.1478768,0.1478768,0.1478768
"BW",2013,0.123165,0.123165,0.123165
"BW",2014,,,0.1254839
"BW",2015,0.1278028,,0.1278028
"BW",2016,,,0.1278028
"BW",2017,,,0.1278028
"BR",1981,0.2139371,0.2139371,0.2139371
"BR",1982,,0.232281,0.232281
"BR",1983,,0.2506249,0.2506249
"BR",1984,0.2689688,0.2689688,0.2689688
"BR",1985,,0.238520633333333,0.238520633333333
"BR",1986,,0.208072466666667,0.208072466666667
"BR",1987,0.1776243,0.1776243,0.1776243
"BR",1988,,0.190534133333333,0.190534133333333
"BR",1989,,0.203443966666667,0.203443966666667
"BR",1990,0.2163538,0.2163538,0.2163538
"BR",1991,,0.2106522,0.2106522
"BR",1992,,0.2049506,0.2049506
"BR",1993,0.199249,0.199249,0.199249
"BR",1994,,0.180055833333333,0.180055833333333
"BR",1995,,0.160862666666667,0.160862666666667
"BR",1996,0.1416695,0.1416695,0.1416695
"BR",1997,,0.138979433333333,0.138979433333333
"BR",1998,,0.136289366666667,0.136289366666667
"BR",1999,0.1335993,0.1335993,0.1335993
"BR",2000,,0.1234474,0.1234474
"BR",2001,,0.1132955,0.1132955
"BR",2002,0.1031436,0.1031436,0.1031436
"BR",2003,,0.09757454,0.09757454
"BR",2004,,0.09200548,0.09200548
"BR",2005,0.08643642,0.08643642,0.08643642
"BR",2006,,0.0762623633333333,0.0762623633333333
"BR",2007,,0.0660883066666667,0.0660883066666667
"BR",2008,0.05591425,0.05591425,0.05591425
"BR",2009,,0.052824995,0.052824995
"BR",2010,0.04973574,0.04973574,0.04973574
"BR",2011,0.04727144,0.04727144,0.04727144
"BR",2012,0.03773395,0.03773395,0.03773395
"BR",2013,0.03827966,0.03827966,0.03827966
"BR",2014,,,0.03595002
"BR",2015,0.03362038,,0.03362038
"BR",2016,,,0.03362038
"BR",2017,,,0.03362038
"BG",1981,0.0005963724,0.0005963724,0.0005963724
"BG",1982,,0.000572456933333333,0.000572456933333333
"BG",1983,,0.000548541466666667,0.000548541466666667
"BG",1984,0.000524626,0.000524626,0.000524626
"BG",1985,,0.000510169933333333,0.000510169933333333
"BG",1986,,0.000495713866666667,0.000495713866666667
"BG",1987,0.0004812578,0.0004812578,0.0004812578
"BG",1988,,0.000553983133333333,0.000553983133333333
"BG",1989,,0.000626708466666667,0.000626708466666667
"BG",1990,0.0006994338,0.0006994338,0.0006994338
"BG",1991,,0.00110209553333333,0.00110209553333333
"BG",1992,,0.00150475726666667,0.00150475726666667
"BG",1993,0.001907419,0.001907419,0.001907419
"BG",1994,,0.00340726433333333,0.00340726433333333
"BG",1995,,0.00490710966666667,0.00490710966666667
"BG",1996,0.006406955,0.006406955,0.006406955
"BG",1997,,0.0122503233333333,0.0122503233333333
"BG",1998,,0.0180936916666667,0.0180936916666667
"BG",1999,0.02393706,0.02393706,0.02393706
"BG",2000,,0.0201746166666667,0.0201746166666667
"BG",2001,,0.0164121733333333,0.0164121733333333
"BG",2002,0.01264973,0.01264973,0.01264973
