"di_id","Year","Poorpop","Poorpop.Interp","P20population"
"MW",2007,,10016897.2728826,
"MW",2008,10276698.4779192,10276698.4779192,10616600.7394674
"MW",2009,,10552338.5935533,
"MW",2010,10827978.7091875,10827978.7091875,11636726.132325
"MW",2011,11085027.3198522,11085027.3198522,12279174.243039
"MW",2012,11471535.143285,11471535.143285,12940005.352988
"MW",2013,11676894.2730737,11676894.2730737,13547462.8559831
"MW",2014,,11950177.7267095,
"MW",2015,12223461.1803453,12223461.1803453,14568038.6861682
"MW",2016,,12223461.1803453,
"MW",2017,,12223461.1803453,
"MY",1981,496173.400044,496173.400044,42228.56419992
"MY",1982,,476864.527586,
"MY",1983,,457555.655128,
"MY",1984,438246.78267,438246.78267,68917.703118375
"MY",1985,,409018.132394547,
"MY",1986,,379789.482119093,
"MY",1987,350560.83184364,350560.83184364,41320.569850976
"MY",1988,,320384.239765453,
"MY",1989,,290207.647687267,
"MY",1990,260031.05560908,260031.05560908,18852.282196804
"MY",1991,,270389.325550093,
"MY",1992,,280747.595491107,
"MY",1993,291105.86543212,291105.86543212,12715.2432658407
"MY",1994,,238619.029192615,
"MY",1995,,186132.19295311,
"MY",1996,133645.356713605,133645.356713605,16583.3049260692
"MY",1997,,179937.35871369,
"MY",1998,,226229.360713775,
"MY",1999,272521.36271386,272521.36271386,61294.021612682
"MY",2000,,228744.329031422,
"MY",2001,,184967.295348983,
"MY",2002,141190.261666545,141190.261666545,70090.137945919
"MY",2003,,138339.070050798,
"MY",2004,,135487.878435051,
"MY",2005,132636.686819304,132636.686819304,118190.602516662
"MY",2006,,135076.426304804,
"MY",2007,,137516.165790304,
"MY",2008,139955.905275804,139955.905275804,169143.600827997
"MY",2009,,104277.798615236,
"MY",2010,68599.691954667,68599.691954667,118389.816799191
"MY",2011,31605.106205904,31605.106205904,66744.245369056
"MY",2012,17353.3846755304,17353.3846755304,47166.935465552
"MY",2013,7601.9744369792,7601.9744369792,35111.773311628
"MY",2014,,5684.8143351006,
"MY",2015,3767.654233222,3767.654233222,30083.449755852
"MY",2016,,3767.654233222,
"MY",2017,,3767.654233222,
"ML",1981,6341726.7381267,6341726.7381267,5082729.4121519
"ML",1982,,6532426.5393332,
"ML",1983,,6723126.3405397,
"ML",1984,6913826.1417462,6913826.1417462,6123488.0442376
"ML",1985,,6944976.70599793,
"ML",1986,,6976127.27024967,
"ML",1987,7007277.8345014,7007277.8345014,6250013.8653474
"ML",1988,,7101164.9305528,
"ML",1989,,7195052.0266042,
"ML",1990,7288939.1226556,7288939.1226556,6439275.5053136
"ML",1991,,7448247.65649253,
"ML",1992,,7607556.19032947,
"ML",1993,7766864.7241664,7766864.7241664,6927291.0362176
"ML",1994,,7873981.94318893,
"ML",1995,,7981099.16221147,
"ML",1996,8088216.381234,8088216.381234,7403262.71161
"ML",1997,,7887916.81990447,
"ML",1998,,7687617.25857493,
"ML",1999,7487317.6972454,7487317.6972454,6534962.9899337
"ML",2000,,7261640.25212263,
"ML",2001,,7035962.80699987,
"ML",2002,6810285.3618771,6810285.3618771,5911777.5014706
"ML",2003,,6784086.0088033,
"ML",2004,,6757886.6557295,
"ML",2005,6731687.3026557,6731687.3026557,6571573.4976494
"ML",2006,,6883354.83083233,
"ML",2007,,7035022.35900897,
"ML",2008,7186689.8871856,7186689.8871856,7673539.3551456
"ML",2009,,7335544.09501755,
"ML",2010,7484398.3028495,7484398.3028495,8594927.052002
"ML",2011,7701518.9285213,7701518.9285213,9504749.2067847
"ML",2012,8271299.461136,8271299.461136,10469010.450135
"ML",2013,8566123.8620622,8566123.8620622,11395813.4093118
"ML",2014,,8457388.1503671,
"ML",2015,8348652.438672,8348652.438672,12016620.7746585
"ML",2016,,8348652.438672,
"ML",2017,,8348652.438672,
"MT",1981,2250.61577884,2250.61577884,1565.135901138
"MT",1982,,2277.92338011333,
"MT",1983,,2305.23098138667,
"MT",1984,2332.53858266,2332.53858266,1622.107118787
"MT",1985,,2365.21080700667,
"MT",1986,,2397.88303135333,
"MT",1987,2430.5552557,2430.5552557,1690.270425615
"MT",1988,,2199.63397647667,
"MT",1989,,1968.71269725333,
"MT",1990,1737.79141803,1737.79141803,1737.79141803
"MT",1991,,1765.821525344,
"MT",1992,,1793.851632658,
"MT",1993,1821.881739972,1821.881739972,1821.881739972
"MT",1994,,1835.942589113,
"MT",1995,,1850.003438254,
"MT",1996,1864.064287395,1864.064287395,1864.064287395
"MT",1997,,1876.613885564,
"MT",1998,,1889.163483733,
"MT",1999,1901.713081902,1901.713081902,1901.713081902
"MT",2000,,1915.437007125,
"MT",2001,,1929.160932348,
"MT",2002,1942.884857571,1942.884857571,1942.884857571
"MT",2003,,1955.748481916,
"MT",2004,,1968.612106261,
"MT",2005,1981.475730606,1981.475730606,1981.475730606
"MT",2006,,1648.371166147,
"MT",2007,,1315.266601688,
"MT",2008,982.162037229,982.162037229,982.162037229
"MT",2009,,947.4178499105,
"MT",2010,912.673662592,912.673662592,912.673662592
"MT",2011,986.476901616,986.476901616,986.476901616
"MT",2012,1035.232976565,1035.232976565,1035.232976565
"MT",2013,0,0,0
"MT",2014,,0,
"MT",2015,0,0,0
"MT",2016,,0,
"MT",2017,,0,
"MR",1981,573204.5463346,573204.5463346,261300.5022394
"MR",1982,,617138.710840667,
"MR",1983,,661072.875346733,
"MR",1984,705007.0398528,705007.0398528,407422.030338
"MR",1985,,719787.5530494,
"MR",1986,,734568.066246,
"MR",1987,749348.5794426,749348.5794426,487422.511115
"MR",1988,,782445.900927733,
"MR",1989,,815543.222412867,
"MR",1990,848640.543898,848640.543898,498588.782062
"MR",1991,,867555.922629833,
"MR",1992,,886471.301361667,
"MR",1993,905386.6800935,905386.6800935,512183.0579866
"MR",1994,,761462.328802667,
"MR",1995,,617537.977511833,
"MR",1996,473613.626221,473613.626221,283624.5285115
"MR",1997,,479930.705599633,
"MR",1998,,486247.784978267,
"MR",1999,492564.8643569,492564.8643569,300834.4319534
"MR",2000,,506989.645566733,
"MR",2001,,521414.426776567,
"MR",2002,535839.2079864,535839.2079864,389676.9503352
"MR",2003,,497183.306540267,
"MR",2004,,458527.405094133,
"MR",2005,419871.503648,419871.503648,397263.009168
"MR",2006,,402525.725459033,
"MR",2007,,385179.947270067,
"MR",2008,367834.1690811,367834.1690811,424625.2696494
"MR",2009,,367538.86840215,
"MR",2010,367243.5677232,367243.5677232,512975.9787138
"MR",2011,343876.62982848,343876.62982848,576005.6901984
"MR",2012,308144.41285516,308144.41285516,576349.4681665
"MR",2013,272606.2379274,272606.2379274,602180.017362
"MR",2014,,266895.901132205,
"MR",2015,261185.56433701,261185.56433701,685343.490306
"MR",2016,,261185.56433701,
"MR",2017,,261185.56433701,
"MU",1981,205894.9610298,205894.9610298,27162.25843086
"MU",1982,,194543.341671,
"MU",1983,,183191.7223122,
"MU",1984,171840.1029534,171840.1029534,37955.38242573
"MU",1985,,144479.699270933,
"MU",1986,,117119.295588467,
"MU",1987,89758.891906,89758.891906,25226.9389688
"MU",1988,,76547.2636874167,
"MU",1989,,63335.6354688333,
"MU",1990,50124.00725025,50124.00725025,13771.3805475
"MU",1991,,45295.7550974667,
"MU",1992,,40467.5029446833,
"MU",1993,35639.2507919,35639.2507919,10115.672542928
"MU",1994,,32089.8729438,
"MU",1995,,28540.4950957,
"MU",1996,24991.1172476,24991.1172476,10453.256775712
"MU",1997,,22751.4250271933,
"MU",1998,,20511.7328067867,
"MU",1999,18272.04058638,18272.04058638,7648.752812166
"MU",2000,,15882.7880944907,
"MU",2001,,13493.5356026013,
"MU",2002,11104.283110712,11104.283110712,6652.959159165
"MU",2003,,10328.1695351313,
"MU",2004,,9552.05595955067,
"MU",2005,8775.94238397,8775.94238397,7419.878729238
"MU",2006,,7513.92679744,
"MU",2007,,6251.91121091,
"MU",2008,4989.89562438,4989.89562438,6628.516196391
"MU",2009,,5463.04229859,
"MU",2010,5936.1889728,5936.1889728,9741.7088496
"MU",2011,6243.845113152,6243.845113152,12414.596171652
"MU",2012,6687.40210593,6687.40210593,13486.52747458
"MU",2013,6234.557648121,6234.557648121,16947.77523153
"MU",2014,,5631.2011353605,
"MU",2015,5027.8446226,5027.8446226,16833.9336835
"MU",2016,,5027.8446226,
"MU",2017,,5027.8446226,
"MX",1981,4388822.685534,4388822.685534,688623.084632685
"MX",1982,,4981520.87990095,
"MX",1983,,5574219.0742679,
"MX",1984,6166917.26863485,6166917.26863485,2030870.95660675
"MX",1985,,6707047.03218961,
"MX",1986,,7247176.79574436,
"MX",1987,7787306.55929912,7787306.55929912,3491769.96860776
"MX",1988,,7462134.83026475,
"MX",1989,,7136963.10123039,
"MX",1990,6811791.37219602,6811791.37219602,2785797.61921832
"MX",1991,,6673859.75340489,
"MX",1992,,6535928.13461376,
"MX",1993,6397996.51582263,6397996.51582263,2670601.46694057
"MX",1994,,7846283.99130695,
"MX",1995,,9294571.46679128,
"MX",1996,10742858.9422756,10742858.9422756,6646604.47271772
"MX",1997,,10637969.6342779,
"MX",1998,,10533080.3262803,
"MX",1999,10428191.0182826,10428191.0182826,6895912.54868013
"MX",2000,,9236202.71502512,
"MX",2001,,8044214.41176764,
"MX",2002,6852226.10851016,6852226.10851016,4824104.0866004
"MX",2003,,6806073.09339499,
"MX",2004,,6759920.07827981,
"MX",2005,6713767.06316464,6713767.06316464,6483805.93980464
"MX",2006,,6036349.73940676,
"MX",2007,,5358932.41564887,
"MX",2008,4681515.09189099,4681515.09189099,5414766.74425752
"MX",2009,,4812652.38135317,
"MX",2010,4943789.67081534,4943789.67081534,6473288.43652644
"MX",2011,4495575.49683963,4495575.49683963,7257987.53117163
"MX",2012,4059912.07016569,4059912.07016569,7592460.53644839
"MX",2013,4488023.23170873,4488023.23170873,9365342.01157077
"MX",2014,,4332293.82514009,
"MX",2015,4176564.41857145,4176564.41857145,10235461.6367763
"MX",2016,,4176564.41857145,
"MX",2017,,4176564.41857145,
"MN",1981,248320.640445,248320.640445,18552.49885275
"MN",1982,,229619.701675333,
"MN",1983,,210918.762905667,
"MN",1984,192217.824136,192217.824136,25917.216026
"MN",1985,,178877.984722537,
"MN",1986,,165538.145309073,
"MN",1987,152198.30589561,152198.30589561,27923.63508441
"MN",1988,,158540.267514323,
"MN",1989,,164882.229133037,
"MN",1990,171224.19075175,171224.19075175,31004.8992988
"MN",1991,,238133.968901167,
"MN",1992,,305043.747050583,
"MN",1993,371953.5252,371953.5252,136458.28608
"MN",1994,,393636.8346703,
"MN",1995,,415320.1441406,
"MN",1996,437003.4536109,437003.4536109,253530.8838975
"MN",1997,,458234.0864046,
"MN",1998,,479464.7191983,
"MN",1999,500695.351992,500695.351992,316119.840156
"MN",2000,,419761.0780042,
"MN",2001,,338826.8040164,
"MN",2002,257892.5300286,257892.5300286,164644.92181101
"MN",2003,,208103.6493703,
"MN",2004,,158314.768712,
"MN",2005,108525.8880537,108525.8880537,97420.23778474
"MN",2006,,82974.31225841,
"MN",2007,,57422.73646312,
"MN",2008,31871.16066783,31871.16066783,40525.64861345
"MN",2009,,26291.780882865,
"MN",2010,20712.4010979,20712.4010979,46406.5784955
"MN",2011,15725.196041012,15725.196041012,43691.68439108
"MN",2012,10587.69512833,10587.69512833,27328.444939546
"MN",2013,7775.489414811,7775.489414811,31858.93711191
"MN",2014,,6861.2965357965,
"MN",2015,5947.103656782,5947.103656782,39643.93430333
"MN",2016,,5947.103656782,
"MN",2017,,5947.103656782,
"MA",1981,3077090.8983771,3077090.8983771,265791.78715012
"MA",1982,,2879956.6471614,
"MA",1983,,2682822.3959457,
"MA",1984,2485688.14473,2485688.14473,417150.3604422
"MA",1985,,2261478.33725594,
"MA",1986,,2037268.52978188,
"MA",1987,1813058.72230782,1813058.72230782,305572.93830444
"MA",1988,,1559076.94562036,
"MA",1989,,1305095.1689329,
"MA",1990,1051113.39224544,1051113.39224544,104566.834454048
"MA",1991,,1205829.4181519,
"MA",1992,,1360545.44405835,
"MA",1993,1515261.46996481,1515261.46996481,354257.86670817
"MA",1994,,1495760.97997696,
"MA",1995,,1476260.48998912,
"MA",1996,1456760.00000127,1456760.00000127,533960.71569983
"MA",1997,,1651333.19815377,
"MA",1998,,1845906.39630626,
"MA",1999,2040479.59445876,2040479.59445876,857913.60665478
"MA",2000,,1925087.09485357,
"MA",2001,,1809694.59524839,
"MA",2002,1694302.0956432,1694302.0956432,1037619.4440384
"MA",2003,,1560025.4699316,
"MA",2004,,1425748.84422,
"MA",2005,1291472.2185084,1291472.2185084,1206753.0532452
"MA",2006,,1099442.20643065,
"MA",2007,,907412.1943529,
"MA",2008,715382.18227515,715382.18227515,911208.74663445
"MA",2009,,648657.5379108,
"MA",2010,581932.89354645,581932.89354645,901805.01119919
"MA",2011,468425.85162933,468425.85162933,971519.40446481
"MA",2012,418675.05654312,418675.05654312,997972.30876164
"MA",2013,365329.15305216,365329.15305216,1160797.06955124
"MA",2014,,343314.674883743,
"MA",2015,321300.196715326,321300.196715326,1326622.5869994
"MA",2016,,321300.196715326,
"MA",2017,,321300.196715326,
"MZ",1981,10203723.5314308,10203723.5314308,7850387.6451612
"MZ",1982,,10680231.6991945,
"MZ",1983,,11156739.8669583,
"MZ",1984,11633248.034722,11633248.034722,10520788.080928
"MZ",1985,,11614525.552652,
"MZ",1986,,11595803.0705819,
"MZ",1987,11577080.5885119,11577080.5885119,10593066.7789338
"MZ",1988,,11525178.1092968,
"MZ",1989,,11473275.6300817,
"MZ",1990,11421373.1508666,11421373.1508666,10274704.344963
"MZ",1991,,11844842.3711729,
"MZ",1992,,12268311.5914792,
"MZ",1993,12691780.8117855,12691780.8117855,11596608.6444965
"MZ",1994,,12908696.0579079,
"MZ",1995,,13125611.3040304,
"MZ",1996,13342526.5501528,13342526.5501528,12358824.4635856
"MZ",1997,,13608539.2571494,
"MZ",1998,,13874551.9641459,
"MZ",1999,14140564.6711425,14140564.6711425,13025182.807776
"MZ",2000,,14495200.9469168,
"MZ",2001,,14849837.2226911,
"MZ",2002,15204473.4984654,15204473.4984654,14290508.8937862
"MZ",2003,,15428827.1452136,
"MZ",2004,,15653180.7919618,
"MZ",2005,15877534.43871,15877534.43871,15681468.534354
"MZ",2006,,15907387.7100894,
"MZ",2007,,15937240.9814688,
"MZ",2008,15967094.2528482,15967094.2528482,16509910.3761702
"MZ",2009,,16141529.4787881,
"MZ",2010,16315964.704728,16315964.704728,17589739.327992
"MZ",2011,16441812.155405,16441812.155405,18496611.59437
"MZ",2012,16608363.1117316,16608363.1117316,19071391.5422816
"MZ",2013,16877672.445514,16877672.445514,19964038.6958716
"MZ",2014,,17142483.3933539,
"MZ",2015,17407294.3411938,17407294.3411938,21217667.0678586
"MZ",2016,,17407294.3411938,
"MZ",2017,,17407294.3411938,
"MM",1981,32211672.273243,32211672.273243,25653791.201979
"MM",1982,,32823145.5199204,
"MM",1983,,33434618.7665978,
"MM",1984,34046092.0132752,34046092.0132752,28715547.707868
"MM",1985,,34867229.3770644,
"MM",1986,,35688366.7408536,
"MM",1987,36509504.1046428,36509504.1046428,33315751.8431398
"MM",1988,,37302003.9610535,
"MM",1989,,38094503.8174643,
"MM",1990,38887003.673875,38887003.673875,36445780.436625
"MM",1991,,39202530.0387393,
"MM",1992,,39518056.4036035,
"MM",1993,39833582.7684678,39833582.7684678,36828727.766337
"MM",1994,,39959366.5238822,
"MM",1995,,40085150.2792966,
"MM",1996,40210934.034711,40210934.034711,37341000.774495
"MM",1997,,39986667.4921782,
"MM",1998,,39762400.9496453,
"MM",1999,39538134.4071125,39538134.4071125,35586067.4037335
"MM",2000,,37805652.474579,
"MM",2001,,36073170.5420455,
"MM",2002,34340688.609512,34340688.609512,30403895.700784
"MM",2003,,31020236.4576069,
"MM",2004,,27699784.3057017,
"MM",2005,24379332.1537966,24379332.1537966,23686025.9253352
"MM",2006,,20812318.6019759,
"MM",2007,,17245305.0501551,
"MM",2008,13678291.4983344,13678291.4983344,15280831.81016
"MM",2009,,11135304.1925328,
"MM",2010,8592316.8867312,8592316.8867312,12088538.9447928
"MM",2011,7460520.2642211,7460520.2642211,12720638.9693176
"MM",2012,6217973.6377962,6217973.6377962,11985777.1461836
"MM",2013,5050786.70320688,5050786.70320688,11753726.23767
"MM",2014,,4190633.65004017,
"MM",2015,3330480.59687346,3330480.59687346,9797059.8131253
"MM",2016,,3330480.59687346,
"MM",2017,,3330480.59687346,
"NA",1981,471090.2900704,471090.2900704,273107.9586928
"NA",1982,,493484.6035328,
"NA",1983,,515878.9169952,
"NA",1984,538273.2304576,538273.2304576,383827.6602688
"NA",1985,,563550.316156067,
"NA",1986,,588827.401854533,
"NA",1987,614104.487553,614104.487553,478534.670202
"NA",1988,,652898.4112064,
"NA",1989,,691692.3348598,
"NA",1990,730486.2585132,730486.2585132,575324.3961144
"NA",1991,,750306.349513633,
"NA",1992,,770126.440514067,
"NA",1993,789946.5315145,789946.5315145,635834.5629581
"NA",1994,,815166.3426824,
"NA",1995,,840386.1538503,
"NA",1996,865605.9650182,865605.9650182,755079.4028706
"NA",1997,,814250.8814054,
"NA",1998,,762895.7977926,
"NA",1999,711540.7141798,711540.7141798,526892.402108
"NA",2000,,712084.330499967,
"NA",2001,,712627.946820133,
"NA",2002,713171.5631403,713171.5631403,578880.2603133
"NA",2003,,674326.673583933,
"NA",2004,,635481.784027567,
"NA",2005,596636.8944712,596636.8944712,575398.2108556
"NA",2006,,565015.128009967,
"NA",2007,,533393.361548733,
"NA",2008,501771.5950875,501771.5950875,556822.337625
"NA",2009,,476473.55658825,
"NA",2010,451175.518089,451175.518089,576875.799912
"NA",2011,411505.2942711,411505.2942711,590312.5558341
"NA",2012,390004.9670658,390004.9670658,578920.2980562
"NA",2013,362330.136328,362330.136328,590741.324848
"NA",2014,,344208.3679108,
"NA",2015,326086.5994936,326086.5994936,565084.8866188
"NA",2016,,326086.5994936,
"NA",2017,,326086.5994936,
"NP",1981,11822505.606366,11822505.606366,4897516.917195
"NP",1982,,12015435.6323487,
"NP",1983,,12208365.6583313,
"NP",1984,12401295.684314,12401295.684314,6914652.8698878
"NP",1985,,12497847.4934069,
"NP",1986,,12594399.3024998,
"NP",1987,12690951.1115927,12690951.1115927,7967253.1427885
"NP",1988,,12836432.9446951,
"NP",1989,,12981914.7777976,
"NP",1990,13127396.6109,13127396.6109,8292464.7863928
"NP",1991,,13268041.8799925,
"NP",1992,,13408687.149085,
"NP",1993,13549332.4181775,13549332.4181775,8625855.143535
"NP",1994,,13415441.1983653,
"NP",1995,,13281549.9785531,
"NP",1996,13147658.7587409,13147658.7587409,9512416.2755721
"NP",1997,,12938765.7738081,
"NP",1998,,12729872.7888754,
"NP",1999,12520979.8039426,12520979.8039426,9213024.9007574
"NP",2000,,12102609.5197095,
"NP",2001,,11684239.2354763,
"NP",2002,11265868.9512432,11265868.9512432,9108158.0006992
"NP",2003,,10934131.1030814,
"NP",2004,,10602393.2549195,
"NP",2005,10270655.4067577,10270655.4067577,9932216.4385012
"NP",2006,,9337211.97770177,
"NP",2007,,8403768.54864583,
"NP",2008,7470325.1195899,7470325.1195899,8385026.3342514
"NP",2009,,5822314.8133427,
"NP",2010,4174304.5070955,4174304.5070955,6421694.5049553
"NP",2011,4200433.9036524,4200433.9036524,7669866.6250548
"NP",2012,2581208.70201075,2581208.70201075,5922694.1197825
"NP",2013,2488740.6146275,2488740.6146275,6844059.42829
"NP",2014,,2251866.29377424,
"NP",2015,2014991.97292098,2014991.97292098,7283670.3585552
"NP",2016,,2014991.97292098,
"NP",2017,,2014991.97292098,
"NL",1981,67661.600726504,67661.600726504,33605.687353248
"NL",1982,,67941.803142617,
"NL",1983,,68222.00555873,
"NL",1984,68502.207974843,68502.207974843,34023.194241516
"NL",1985,,68883.4446039557,
"NL",1986,,69264.6812330683,
"NL",1987,69645.917862181,69645.917862181,34591.244013972
"NL",1988,,58186.2665486407,
"NL",1989,,46726.6152351003,
"NL",1990,35266.96392156,35266.96392156,35266.96392156
"NL",1991,,35533.391701776,
"NL",1992,,35799.819481992,
"NL",1993,36066.247262208,36066.247262208,36066.247262208
"NL",1994,,36255.049954968,
"NL",1995,,36443.852647728,
"NL",1996,36632.655340488,36632.655340488,36632.655340488
"NL",1997,,36854.056041168,
"NL",1998,,37075.456741848,
"NL",1999,37296.857442528,37296.857442528,37296.857442528
"NL",2000,,37561.69935246,
"NL",2001,,37826.541262392,
"NL",2002,38091.383172324,38091.383172324,38091.383172324
"NL",2003,,25394.255448216,
"NL",2004,,12697.127724108,
"NL",2005,0,0,0
"NL",2006,,0,
"NL",2007,,0,
"NL",2008,0,0,40931.995567862
"NL",2009,,0,
"NL",2010,0,0,0
"NL",2011,0,0,40563.285087078
"NL",2012,0,0,0
"NL",2013,0,0,0
"NL",2014,,0,
"NL",2015,0,0,33112.060929948
"NL",2016,,0,
"NL",2017,,0,
"NI",1981,257986.82572641,257986.82572641,53674.00494687
"NI",1982,,282194.93752384,
"NI",1983,,306403.04932127,
"NI",1984,330611.1611187,330611.1611187,104672.63316818
"NI",1985,,381257.060206467,
"NI",1986,,431902.959294233,
"NI",1987,482548.858382,482548.858382,191536.41444452
"NI",1988,,591909.956487333,
"NI",1989,,701271.054592667,
"NI",1990,810632.152698,810632.152698,363239.1262082
"NI",1991,,865864.482048,
"NI",1992,,921096.811398,
"NI",1993,976329.140748,976329.140748,500485.955804
"NI",1994,,951423.8181064,
"NI",1995,,926518.4954648,
"NI",1996,901613.1728232,901613.1728232,565664.9504197
"NI",1997,,879387.9008248,
"NI",1998,,857162.6288264,
"NI",1999,834937.356828,834937.356828,518398.680372
"NI",2000,,837817.081474867,
"NI",2001,,840696.806121733,
"NI",2002,843576.5307686,843576.5307686,618351.6524558
"NI",2003,,841198.5103044,
"NI",2004,,838820.4898402,
"NI",2005,836442.469376,836442.469376,794878.0157184
"NI",2006,,691865.705782687,
"NI",2007,,547288.942189373,
"NI",2008,402712.17859606,402712.17859606,470910.49347244
"NI",2009,,387838.426981945,
"NI",2010,372964.67536783,372964.67536783,496799.08201533
"NI",2011,328746.714453,328746.714453,533114.5496628
"NI",2012,296026.93263492,296026.93263492,493303.875642
"NI",2013,260108.35617912,260108.35617912,490969.16666295
"NI",2014,,217212.385324785,
"NI",2015,174316.41447045,174316.41447045,406821.7256778
"NI",2016,,174316.41447045,
"NI",2017,,174316.41447045,
"NE",1981,3277031.5334394,3277031.5334394,905526.383433
"NE",1982,,3818226.79432387,
"NE",1983,,4359422.05520833,
"NE",1984,4900617.3160928,4900617.3160928,2862181.7409464
"NE",1985,,4975090.27939733,
"NE",1986,,5049563.24270187,
"NE",1987,5124036.2060064,5124036.2060064,3347934.9064707
"NE",1988,,5327020.43847007,
"NE",1989,,5530004.67093373,
"NE",1990,5732988.9033974,5732988.9033974,3773357.2069486
"NE",1991,,6139982.4717381,
"NE",1992,,6546976.0400788,
"NE",1993,6953969.6084195,6953969.6084195,5285088.455221
"NE",1994,,7269122.56184153,
"NE",1995,,7584275.51526357,
"NE",1996,7899428.4686856,7899428.4686856,7171897.777814
"NE",1997,,8107362.58842253,
"NE",1998,,8315296.70815947,
"NE",1999,8523230.8278964,8523230.8278964,7668209.762128
"NE",2000,,8795032.673188,
"NE",2001,,9066834.5184796,
"NE",2002,9338636.3637712,9338636.3637712,8602295.866519
"NE",2003,,9627327.46434087,
"NE",2004,,9916018.56491053,
"NE",2005,10204709.6654802,10204709.6654802,10089014.1320007
"NE",2006,,10167287.9556443,
"NE",2007,,10129866.2458084,
"NE",2008,10092444.5359725,10092444.5359725,10489298.37462
"NE",2009,,9573233.93534235,
"NE",2010,9054023.3347122,9054023.3347122,10322605.217366
"NE",2011,8590018.6537068,8590018.6537068,10942733.6707356
"NE",2012,8232577.7939384,8232577.7939384,10931043.4631042
"NE",2013,8535117.6220464,8535117.6220464,12096373.3253004
"NE",2014,,8695415.4742477,
"NE",2015,8855713.326449,8855713.326449,13371239.9968565
"NE",2016,,8855713.326449,
"NE",2017,,8855713.326449,
"NG",1981,34863949.0520568,34863949.0520568,13788088.2953768
"NG",1982,,38105834.4667309,
"NG",1983,,41347719.881405,
"NG",1984,44589605.2960791,44589605.2960791,25706098.333119
"NG",1985,,48655605.0936595,
"NG",1986,,52721604.89124,
"NG",1987,56787604.6888204,56787604.6888204,41045737.9502224
"NG",1988,,55582438.0447328,
"NG",1989,,54377271.4006452,
"NG",1990,53172104.7565576,53172104.7565576,36703058.2139628
"NG",1991,,55483919.6205869,
"NG",1992,,57795734.4846162,
"NG",1993,60107549.3486455,60107549.3486455,44999919.5456798
"NG",1994,,63511179.2973837,
"NG",1995,,66914809.2461218,
"NG",1996,70318439.19486,70318439.19486,58817686.5655488
"NG",1997,,73303152.2204082,
"NG",1998,,76287865.2459564,
"NG",1999,79272578.2715046,79272578.2715046,67376933.9603784
"NG",2000,,81139463.0201941,
"NG",2001,,83006347.7688835,
"NG",2002,84873232.517573,84873232.517573,75637536.073773
"NG",2003,,81265086.7331625,
"NG",2004,,77656940.9487521,
"NG",2005,74048795.1643416,74048795.1643416,72378061.8353394
"NG",2006,,76191025.1835624,
"NG",2007,,78333255.2027832,
"NG",2008,80475485.222004,80475485.222004,84641761.746294
"NG",2009,,82302299.3419055,
"NG",2010,84129113.4618071,84129113.4618071,94218734.6070626
"NG",2011,84798431.4745584,84798431.4745584,100669694.966642
"NG",2012,85617245.8705564,85617245.8705564,104945753.550484
"NG",2013,85248263.0971054,85248263.0971054,110908340.511819
"NG",2014,,85893575.1689703,
"NG",2015,86538887.2408352,86538887.2408352,119274623.565011
"NG",2016,,86538887.2408352,
"NG",2017,,86538887.2408352,
"NO",1981,9516.933431144,9516.933431144,9516.933431144
"NO",1982,,9548.19225270533,
"NO",1983,,9579.45107426667,
"NO",1984,9610.709895828,9610.709895828,9610.709895828
"NO",1985,,9646.927941772,
"NO",1986,,9683.145987716,
"NO",1987,9719.36403366,9719.36403366,9719.36403366
"NO",1988,,9761.58824275867,
"NO",1989,,9803.81245185733,
"NO",1990,9846.036660956,9846.036660956,9846.036660956
"NO",1991,,9900.602831188,
"NO",1992,,9955.16900142,
"NO",1993,10009.735171652,10009.735171652,10009.735171652
"NO",1994,,10063.393685432,
"NO",1995,,10117.052199212,
"NO",1996,10170.710712992,10170.710712992,10170.710712992
"NO",1997,,10233.06044354,
"NO",1998,,10295.410174088,
"NO",1999,10357.759904636,10357.759904636,10357.759904636
"NO",2000,,10416.7583478067,
"NO",2001,,10475.7567909773,
"NO",2002,10534.755234148,10534.755234148,10534.755234148
"NO",2003,,10291.4100092297,
"NO",2004,,10048.0647843113,
"NO",2005,9804.719559393,9804.719559393,9804.719559393
"NO",2006,,10353.449306302,
"NO",2007,,10902.179053211,
"NO",2008,11450.90880012,11450.90880012,11450.90880012
"NO",2009,,5725.45440006,
"NO",2010,0,0,0
"NO",2011,0,0,0
"NO",2012,0,0,12473.778618679
"NO",2013,0,0,12504.15236549
"NO",2014,,6184.2773345685,
"NO",2015,12368.554669137,12368.554669137,12368.554669137
"NO",2016,,12368.554669137,
"NO",2017,,12368.554669137,
"PK",1981,57370524.68441,57370524.68441,20686411.6902205
"PK",1982,,57989608.4854306,
"PK",1983,,58608692.2864513,
"PK",1984,59227776.0874719,59227776.0874719,28118335.0138893
"PK",1985,,59864377.0694618,
"PK",1986,,60500978.0514516,
"PK",1987,61137579.0334415,61137579.0334415,33418436.6495923
"PK",1988,,61302295.4658889,
"PK",1989,,61467011.8983362,
"PK",1990,61631728.3307836,61631728.3307836,33241734.124475
"PK",1991,,57359893.8867931,
"PK",1992,,53088059.4428025,
"PK",1993,48816224.998812,48816224.998812,20540135.364348
"PK",1994,,40201507.4603662,
"PK",1995,,31586789.9219205,
"PK",1996,22972072.3834747,22972072.3834747,8635013.84825399
"PK",1997,,25370890.4562834,
