"di_id","Year","Poorpop","Poorpop.Interp","P20population"
"DO",2017,,201943.65133884,
"EC",1981,1381949.161541,1381949.161541,608984.45963048
"EC",1982,,1458995.5910897,
"EC",1983,,1536042.0206384,
"EC",1984,1613088.4501871,1613088.4501871,902130.5961139
"EC",1985,,1633900.85678823,
"EC",1986,,1654713.26338937,
"EC",1987,1675525.6699905,1675525.6699905,1060731.1269546
"EC",1988,,1744307.42283217,
"EC",1989,,1813089.17567383,
"EC",1990,1881870.9285155,1881870.9285155,1156930.0699567
"EC",1991,,1903456.1293534,
"EC",1992,,1925041.3301913,
"EC",1993,1946626.5310292,1946626.5310292,1237753.0353288
"EC",1994,,1983642.11775873,
"EC",1995,,2020657.70448827,
"EC",1996,2057673.2912178,2057673.2912178,1539971.3266404
"EC",1997,,2273373.6746952,
"EC",1998,,2489074.0581726,
"EC",1999,2704774.44165,2704774.44165,2091852.5912796
"EC",2000,,2490393.79162467,
"EC",2001,,2276013.14159933,
"EC",2002,2061632.491574,2061632.491574,1662674.52758
"EC",2003,,1930110.72957693,
"EC",2004,,1798588.96757987,
"EC",2005,1667067.2055828,1667067.2055828,1594047.9599082
"EC",2006,,1470466.60785748,
"EC",2007,,1273866.01013216,
"EC",2008,1077265.41240684,1077265.41240684,1154297.50138092
"EC",2009,,958000.51889277,
"EC",2010,838735.6253787,838735.6253787,1055205.5935023
"EC",2011,708660.7561129,708660.7561129,1012658.9271035
"EC",2012,688228.41972456,688228.41972456,1033813.8199199
"EC",2013,507604.67704683,507604.67704683,915446.55262742
"EC",2014,,531490.795764855,
"EC",2015,555376.91448288,555376.91448288,1098926.78785632
"EC",2016,,555376.91448288,
"EC",2017,,555376.91448288,
"EG",1981,7196455.620683,7196455.620683,213696.14642889
"EG",1982,,6831968.43336863,
"EG",1983,,6467481.24605427,
"EG",1984,6102994.0587399,6102994.0587399,439769.393208303
"EG",1985,,5953835.1844287,
"EG",1986,,5804676.3101175,
"EG",1987,5655517.4358063,5655517.4358063,703735.67323434
"EG",1988,,5259901.8133944,
"EG",1989,,4864286.1909825,
"EG",1990,4468670.5685706,4468670.5685706,449247.195054315
"EG",1991,,4269510.87478331,
"EG",1992,,4070351.18099601,
"EG",1993,3871191.48720872,3871191.48720872,461640.635113441
"EG",1994,,3507896.89398555,
"EG",1995,,3144602.30076237,
"EG",1996,2781307.7075392,2781307.7075392,667445.15021296
"EG",1997,,2438458.01356792,
"EG",1998,,2095608.31959664,
"EG",1999,1752758.62562536,1752758.62562536,556679.116248792
"EG",2000,,1937308.65802315,
"EG",2001,,2121858.69042093,
"EG",2002,2306408.72281872,2306408.72281872,1064648.04695526
"EG",2003,,2640287.44889856,
"EG",2004,,2974166.1749784,
"EG",2005,3308044.90105824,3308044.90105824,2944096.5124795
"EG",2006,,3271429.81487004,
"EG",2007,,3234814.72868184,
"EG",2008,3198199.64249364,3198199.64249364,4284419.3888202
"EG",2009,,2972884.01998872,
"EG",2010,2747568.3974838,2747568.3974838,5092564.99068526
"EG",2011,2441432.0172786,2441432.0172786,6157032.37745558
"EG",2012,2145441.20116802,2145441.20116802,6265182.59067162
"EG",2013,1926096.42325368,1926096.42325368,7584426.3124593
"EG",2014,,1595482.57690452,
"EG",2015,1264868.73055536,1264868.73055536,7243938.97188084
"EG",2016,,1264868.73055536,
"EG",2017,,1264868.73055536,
"SV",1981,747265.063188,747265.063188,425225.3703558
"SV",1982,,785527.620036133,
"SV",1983,,823790.176884267,
"SV",1984,862052.7337324,862052.7337324,555020.2332584
"SV",1985,,880132.630134867,
"SV",1986,,898212.526537333,
"SV",1987,916292.4229398,916292.4229398,642866.2806838
"SV",1988,,921539.597529733,
"SV",1989,,926786.772119667,
"SV",1990,932033.9467096,932033.9467096,625318.3975752
"SV",1991,,923425.3344064,
"SV",1992,,914816.7221032,
"SV",1993,906208.1098,906208.1098,592538.0566
"SV",1994,,870455.470354167,
"SV",1995,,834702.830908333,
"SV",1996,798950.1914625,798950.1914625,597949.080505
"SV",1997,,848434.323806,
"SV",1998,,897918.4561495,
"SV",1999,947402.588493,947402.588493,773685.0268164
"SV",2000,,908566.5709461,
"SV",2001,,869730.5533992,
"SV",2002,830894.5358523,830894.5358523,687169.4987976
"SV",2003,,762997.7798535,
"SV",2004,,695101.0238547,
"SV",2005,627204.2678559,627204.2678559,606960.8255062
"SV",2006,,555546.11429851,
"SV",2007,,483887.96074112,
"SV",2008,412229.80718373,412229.80718373,477750.87032178
"SV",2009,,375704.227198815,
"SV",2010,339178.6472139,339178.6472139,464203.48876616
"SV",2011,281375.8073632,281375.8073632,482224.1218168
"SV",2012,255112.02179868,255112.02179868,449032.17900366
"SV",2013,201376.09446409,201376.09446409,429690.59999515
"SV",2014,,161447.289226325,
"SV",2015,121518.48398856,121518.48398856,391259.12764908
"SV",2016,,121518.48398856,
"SV",2017,,121518.48398856,
"EE",1981,11023.459268732,11023.459268732,4050.179610996
"EE",1982,,10554.5587016187,
"EE",1983,,10085.6581345053,
"EE",1984,9616.757567392,9616.757567392,4598.208265364
"EE",1985,,9750.72190017367,
"EE",1986,,9884.68623295533,
"EE",1987,10018.650565737,10018.650565737,5411.542221162
"EE",1988,,9679.05716846,
"EE",1989,,9339.463771183,
"EE",1990,8999.870373906,8999.870373906,4988.779178586
"EE",1991,,12592.5541655373,
"EE",1992,,16185.2379571687,
"EE",1993,19777.9217488,19777.9217488,9208.227192832
"EE",1994,,14930.8109624993,
"EE",1995,,10083.7001761987,
"EE",1996,5236.589389898,5236.589389898,2139.83312431
"EE",1997,,7612.94676056933,
"EE",1998,,9989.30413124067,
"EE",1999,12365.661501912,12365.661501912,5349.041643664
"EE",2000,,14316.6477752747,
"EE",2001,,16267.6340486373,
"EE",2002,18218.620322,18218.620322,10973.9761824
"EE",2003,,15497.9926579083,
"EE",2004,,12777.3649938167,
"EE",2005,10056.737329725,10056.737329725,10056.737329725
"EE",2006,,8901.26757992,
"EE",2007,,7745.797830115,
"EE",2008,6590.32808031,6590.32808031,6590.32808031
"EE",2009,,8254.5242846175,
"EE",2010,9918.720488925,9918.720488925,13298.826890475
"EE",2011,13213.375593804,13213.375593804,13213.375593804
"EE",2012,9825.603587032,9825.603587032,13127.477388448
"EE",2013,12902.269350097,12902.269350097,15638.39026419
"EE",2014,,9538.8224113235,
"EE",2015,6175.37547255,6175.37547255,9750.090019761
"EE",2016,,6175.37547255,
"EE",2017,,6175.37547255,
"SZ",1981,565258.0903116,565258.0903116,480257.841606
"SZ",1982,,583293.9919608,
"SZ",1983,,601329.89361,
"SZ",1984,619365.7952592,619365.7952592,557781.5248984
"SZ",1985,,638479.7931199,
"SZ",1986,,657593.7909806,
"SZ",1987,676707.7888413,676707.7888413,613518.8647293
"SZ",1988,,688329.8129408,
"SZ",1989,,699951.8370403,
"SZ",1990,711573.8611398,711573.8611398,617429.9268302
"SZ",1991,,728075.3010882,
"SZ",1992,,744576.7410366,
"SZ",1993,761078.180985,761078.180985,671010.5997575
"SZ",1994,,723606.6047636,
"SZ",1995,,686135.0285422,
"SZ",1996,648663.4523208,648663.4523208,565318.7574216
"SZ",1997,,608050.2548264,
"SZ",1998,,567437.057332,
"SZ",1999,526823.8598376,526823.8598376,419722.0680627
"SZ",2000,,522303.1289124,
"SZ",2001,,517782.3979872,
"SZ",2002,513261.667062,513261.667062,426307.874607
"SZ",2003,,507912.110429633,
"SZ",2004,,502562.553797267,
"SZ",2005,497212.9971649,497212.9971649,482732.364341
"SZ",2006,,496253.178648067,
"SZ",2007,,495293.360131233,
"SZ",2008,494333.5416144,494333.5416144,525248.9733246
"SZ",2009,,495805.1242099,
"SZ",2010,497276.7068054,497276.7068054,561088.4902298
"SZ",2011,504443.1295288,504443.1295288,608956.1666192
"SZ",2012,499962.2932958,499962.2932958,625889.0787316
"SZ",2013,487162.0536224,487162.0536224,649210.519424
"SZ",2014,,500687.9269752,
"SZ",2015,514213.800328,514213.800328,717034.9561716
"SZ",2016,,514213.800328,
"SZ",2017,,514213.800328,
"ET",1981,19980988.4075808,19980988.4075808,5958128.1942912
"ET",1982,,20839859.0512695,
"ET",1983,,21698729.6949581,
"ET",1984,22557600.3386468,22557600.3386468,10616401.8344818
"ET",1985,,23245994.4642769,
"ET",1986,,23934388.5899071,
"ET",1987,24622782.7155372,24622782.7155372,14266205.6608602
"ET",1988,,26180670.2760788,
"ET",1989,,27738557.8366204,
"ET",1990,29296445.397162,29296445.397162,17749771.7243456
"ET",1991,,31993453.5992267,
"ET",1992,,34690461.8012913,
"ET",1993,37387470.003356,37387470.003356,26444648.5751192
"ET",1994,,37096500.7186105,
"ET",1995,,36805531.4338651,
"ET",1996,36514562.1491196,36514562.1491196,27698155.792892
"ET",1997,,36775122.9651161,
"ET",1998,,37035683.7811125,
"ET",1999,37296244.597109,37296244.597109,26276498.6872646
"ET",2000,,36042547.9643129,
"ET",2001,,34788851.3315169,
"ET",2002,33535154.6987208,33535154.6987208,25381957.0517832
"ET",2003,,31614590.5795525,
"ET",2004,,29694026.4603842,
"ET",2005,27773462.3412159,27773462.3412159,26680147.4447157
"ET",2006,,28223523.6466109,
"ET",2007,,28673584.9520058,
"ET",2008,29123646.2574008,29123646.2574008,32070096.7244868
"ET",2009,,29403118.8987099,
"ET",2010,29682591.540019,29682591.540019,37426114.612062
"ET",2011,29188349.7984296,29188349.7984296,41813238.1626268
"ET",2012,28719107.4007669,28719107.4007669,43870912.3716695
"ET",2013,27819704.804802,27819704.804802,47022142.9994544
"ET",2014,,27393510.841665,
"ET",2015,26967316.878528,26967316.878528,48774094.268913
"ET",2016,,26967316.878528,
"ET",2017,,26967316.878528,
"FJ",1981,49866.3036222,49866.3036222,3527.76079071
"FJ",1982,,57811.8510726,
"FJ",1983,,65757.398523,
"FJ",1984,73702.9459734,73702.9459734,12890.42532882
"FJ",1985,,80790.0114706,
"FJ",1986,,87877.0769678,
"FJ",1987,94964.142465,94964.142465,29295.164178
"FJ",1988,,83987.65050276,
"FJ",1989,,73011.15854052,
"FJ",1990,62034.66657828,62034.66657828,14768.90338716
"FJ",1991,,61742.3225582533,
"FJ",1992,,61449.9785382267,
"FJ",1993,61157.6345182,61157.6345182,17758.589033
"FJ",1994,,57269.7416215467,
"FJ",1995,,53381.8487248933,
"FJ",1996,49493.95582824,49493.95582824,19966.69496052
"FJ",1997,,47804.6386397933,
"FJ",1998,,46115.3214513467,
"FJ",1999,44426.0042629,44426.0042629,18507.9082084
"FJ",2000,,43118.2974221967,
"FJ",2001,,41810.5905814933,
"FJ",2002,40502.88374079,40502.88374079,20761.18756857
"FJ",2003,,37189.52488595,
"FJ",2004,,33876.16603111,
"FJ",2005,30562.80717627,30562.80717627,28161.13739364
"FJ",2006,,29998.4338343133,
"FJ",2007,,29434.0604923567,
"FJ",2008,28869.6871504,28869.6871504,34830.237169
"FJ",2009,,27292.1022167,
"FJ",2010,25714.517283,25714.517283,40272.9462135
"FJ",2011,21790.53883622,21790.53883622,47635.3203535
"FJ",2012,19087.05922864,19087.05922864,50465.38704232
"FJ",2013,13350.378897,13350.378897,53508.5944978
"FJ",2014,,10952.1789650445,
"FJ",2015,8553.979033089,8553.979033089,50501.89628598
"FJ",2016,,8553.979033089,
"FJ",2017,,8553.979033089,
"FI",1981,0,0,0
"FI",1982,,0,
"FI",1983,,0,
"FI",1984,0,0,0
"FI",1985,,0,
"FI",1986,,0,
"FI",1987,0,0,0
"FI",1988,,0,
"FI",1989,,0,
"FI",1990,0,0,0
"FI",1991,,0,
"FI",1992,,0,
"FI",1993,0,0,0
"FI",1994,,0,
"FI",1995,,0,
"FI",1996,0,0,0
"FI",1997,,0,
"FI",1998,,0,
"FI",1999,0,0,0
"FI",2000,,0,
"FI",2001,,0,
"FI",2002,0,0,0
"FI",2003,,0,
"FI",2004,,0,
"FI",2005,0,0,0
"FI",2006,,0,
"FI",2007,,0,
"FI",2008,0,0,0
"FI",2009,,0,
"FI",2010,0,0,0
"FI",2011,0,0,0
"FI",2012,0,0,0
"FI",2013,0,0,0
"FI",2014,,0,
"FI",2015,0,0,0
"FI",2016,,0,
"FI",2017,,0,
"FR",1981,137595.258811584,137595.258811584,0
"FR",1982,,138325.446399874,
"FR",1983,,139055.633988164,
"FR",1984,139785.821576454,139785.821576454,0
"FR",1985,,140620.698168738,
"FR",1986,,141455.574761022,
"FR",1987,142290.451353306,142290.451353306,0
"FR",1988,,143140.50606478,
"FR",1989,,143990.560776254,
"FR",1990,144840.615487728,144840.615487728,0
"FR",1991,,145330.703300604,
"FR",1992,,145820.79111348,
"FR",1993,146310.878926356,146310.878926356,0
"FR",1994,,146844.18167886,
"FR",1995,,147377.484431364,
"FR",1996,147910.787183868,147910.787183868,0
"FR",1997,,148524.361930142,
"FR",1998,,149137.936676416,
"FR",1999,149751.51142269,149751.51142269,0
"FR",2000,,99834.34094846,
"FR",2001,,49917.17047423,
"FR",2002,0,0,0
"FR",2003,,0,
"FR",2004,,0,
"FR",2005,0,0,0
"FR",2006,,0,
"FR",2007,,0,
"FR",2008,0,0,0
"FR",2009,,0,
"FR",2010,0,0,0
"FR",2011,0,0,0
"FR",2012,0,0,0
"FR",2013,0,0,0
"FR",2014,,0,
"FR",2015,0,0,164829.809705904
"FR",2016,,0,
"FR",2017,,0,
"GA",1981,25178.43860107,25178.43860107,3200.876722657
"GA",1982,,25391.1978981467,
"GA",1983,,25603.9571952233,
"GA",1984,25816.7164923,25816.7164923,5610.715825086
"GA",1985,,41676.08676559,
"GA",1986,,57535.45703888,
"GA",1987,73394.82731217,73394.82731217,22971.96041907
"GA",1988,,64787.47123982,
"GA",1989,,56180.11516747,
"GA",1990,47572.75909512,47572.75909512,12514.10341368
"GA",1991,,49480.3260137067,
"GA",1992,,51387.8929322933,
"GA",1993,53295.45985088,53295.45985088,16678.29534064
"GA",1994,,52520.4231913867,
"GA",1995,,51745.3865318933,
"GA",1996,50970.3498724,50970.3498724,21920.7840341
"GA",1997,,57356.08549951,
"GA",1998,,63741.82112662,
"GA",1999,70127.55675373,70127.55675373,34891.38940112
"GA",2000,,78473.58738944,
"GA",2001,,86819.61802515,
"GA",2002,95165.64866086,95165.64866086,60702.0867004
"GA",2003,,100731.6661717,
"GA",2004,,106297.68368254,
"GA",2005,111863.70119338,111863.70119338,105195.19053452
"GA",2006,,117902.427111747,
"GA",2007,,123941.153030113,
"GA",2008,129979.87894848,129979.87894848,148090.33897509
"GA",2009,,125910.79971734,
"GA",2010,121841.7204862,121841.7204862,166004.01389
"GA",2011,107458.09332062,107458.09332062,173193.3998025
"GA",2012,100958.37008488,100958.37008488,174982.10033426
"GA",2013,91943.68136427,91943.68136427,180171.60688755
"GA",2014,,85284.16849826,
"GA",2015,78624.65563225,78624.65563225,170457.63390175
"GA",2016,,78624.65563225,
"GA",2017,,78624.65563225,
"GM",1981,418042.0988258,418042.0988258,240431.4413125
"GM",1982,,434009.039683333,
"GM",1983,,449975.980540867,
"GM",1984,465942.9213984,465942.9213984,320055.72876
"GM",1985,,496534.1926031,
"GM",1986,,527125.4638078,
"GM",1987,557716.7350125,557716.7350125,437060.432375
"GM",1988,,583248.657023267,
"GM",1989,,608780.579034033,
"GM",1990,634312.5010448,634312.5010448,493000.7583688
"GM",1991,,655702.2075538,
"GM",1992,,677091.9140628,
"GM",1993,698481.6205718,698481.6205718,559969.6330956
"GM",1994,,727875.7245664,
"GM",1995,,757269.828561,
"GM",1996,786663.9325556,786663.9325556,693492.4463908
"GM",1997,,750944.148799067,
"GM",1998,,715224.365042533,
"GM",1999,679504.581286,679504.581286,565722.114846
"GM",2000,,725881.929870467,
"GM",2001,,772259.278454933,
"GM",2002,818636.6270394,818636.6270394,743084.5657534
"GM",2003,,749376.6510012,
"GM",2004,,680116.674963,
"GM",2005,610856.6989248,610856.6989248,586344.9465348
"GM",2006,,584798.422392,
"GM",2007,,558740.1458592,
"GM",2008,532681.8693264,532681.8693264,579563.0119044
"GM",2009,,475629.3072812,
"GM",2010,418576.745236,418576.745236,530841.0169218
"GM",2011,444428.427144,444428.427144,612880.5064884
"GM",2012,377948.503075,377948.503075,577706.4904
"GM",2013,319200.9351592,319200.9351592,572480.8394252
"GM",2014,,269303.6142881,
"GM",2015,219406.293417,219406.293417,538955.569085
"GM",2016,,219406.293417,
"GM",2017,,219406.293417,
"GE",1981,0,0,0
"GE",1982,,0,
"GE",1983,,0,
"GE",1984,0,0,0
"GE",1985,,0,
"GE",1986,,0,
"GE",1987,0,0,0
"GE",1988,,0,
"GE",1989,,0,
"GE",1990,0,0,0
"GE",1991,,121980.641284333,
"GE",1992,,243961.282568667,
"GE",1993,365941.923853,365941.923853,135717.217169
"GE",1994,,336943.230998667,
"GE",1995,,307944.538144333,
"GE",1996,278945.84529,278945.84529,141783.926949
"GE",1997,,481356.99486,
"GE",1998,,683768.14443,
"GE",1999,886179.294,886179.294,617144.1055
"GE",2000,,757600.186033333,
"GE",2001,,629021.078066667,
"GE",2002,500441.9701,500441.9701,357558.0764
"GE",2003,,502128.550733333,
"GE",2004,,503815.131366667,
"GE",2005,505501.712,505501.712,482182.267
"GE",2006,,503574.474666667,
"GE",2007,,501647.237333333,
"GE",2008,499720,499720,553108.634
"GE",2009,,511440.1539,
"GE",2010,523160.3078,523160.3078,654483.4374
"GE",2011,451428.5875,451428.5875,654325.9125
"GE",2012,342376.78275,342376.78275,564993.045
"GE",2013,259664.26752,259664.26752,496704.8576
"GE",2014,,203665.0211585,
"GE",2015,147665.774797,147665.774797,406942.53235
"GE",2016,,147665.774797,
"GE",2017,,147665.774797,
"DE",1981,0,0,0
"DE",1982,,0,
"DE",1983,,0,
"DE",1984,0,0,0
"DE",1985,,0,
"DE",1986,,0,
"DE",1987,0,0,0
"DE",1988,,0,
"DE",1989,,0,
"DE",1990,0,0,0
"DE",1991,,31284.533538934,
"DE",1992,,62569.067077868,
"DE",1993,93853.600616802,93853.600616802,93853.600616802
"DE",1994,,94145.9784009593,
"DE",1995,,94438.3561851167,
"DE",1996,94730.733969274,94730.733969274,94730.733969274
"DE",1997,,71065.9188477095,
"DE",1998,,47401.103726145,
"DE",1999,23736.2886045805,23736.2886045805,23736.2886045805
"DE",2000,,15824.1924030537,
"DE",2001,,7912.09620152683,
"DE",2002,0,0,0
"DE",2003,,0,
"DE",2004,,0,
"DE",2005,0,0,0
"DE",2006,,0,
"DE",2007,,0,
"DE",2008,0,0,0
"DE",2009,,0,
"DE",2010,0,0,0
"DE",2011,0,0,0
"DE",2012,0,0,0
"DE",2013,0,0,0
"DE",2014,,0,
"DE",2015,0,0,0
"DE",2016,,0,
"DE",2017,,0,
"GH",1981,4265670.5037905,4265670.5037905,1246631.5015365
"GH",1982,,4779846.1748422,
"GH",1983,,5294021.8458939,
"GH",1984,5808197.5169456,5808197.5169456,2690549.4118048
"GH",1985,,5826233.61609133,
"GH",1986,,5844269.71523707,
"GH",1987,5862305.8143828,5862305.8143828,3175907.8331214
"GH",1988,,6168681.58796987,
"GH",1989,,6475057.36155693,
"GH",1990,6781433.135144,6781433.135144,3678940.100004
"GH",1991,,6978888.76320373,
"GH",1992,,7176344.39126347,
"GH",1993,7373800.0193232,7373800.0193232,4359488.3802624
"GH",1994,,7256486.9123744,
"GH",1995,,7139173.8054256,
"GH",1996,7021860.6984768,7021860.6984768,4971394.2511728
"GH",1997,,6817238.246682,
"GH",1998,,6612615.7948872,
"GH",1999,6407993.3430924,6407993.3430924,4573495.372986
"GH",2000,,6344620.71783593,
"GH",2001,,6281248.09257947,
"GH",2002,6217875.467323,6217875.467323,4982606.9070802
"GH",2003,,5998456.9269301,
"GH",2004,,5779038.3865372,
"GH",2005,5559619.8461443,5559619.8461443,5424124.9179361
"GH",2006,,5365667.81591487,
"GH",2007,,5171715.78568543,
"GH",2008,4977763.755456,4977763.755456,5415335.513296
"GH",2009,,4774808.3860612,
"GH",2010,4571853.0166664,4571853.0166664,5677692.0765224
"GH",2011,3757456.9790016,3757456.9790016,5477262.4748268
"GH",2012,3368515.3001127,3368515.3001127,5333429.1624351
"GH",2013,3080016.3770303,3080016.3770303,5617360.5798379
"GH",2014,,3045753.0077641,
"GH",2015,3011489.6384979,3011489.6384979,6184868.370009
"GH",2016,,3011489.6384979,
"GH",2017,,3011489.6384979,
"GR",1981,72832.44496815,72832.44496815,48481.1175456
"GR",1982,,73247.787318783,
"GR",1983,,73663.129669416,
"GR",1984,74078.472020049,74078.472020049,49310.538883776
"GR",1985,,74339.962706751,
"GR",1986,,74601.453393453,
"GR",1987,74862.944080155,74862.944080155,49832.72487072
"GR",1988,,66845.419324434,
"GR",1989,,58827.894568713,
"GR",1990,50810.369812992,50810.369812992,50810.369812992
"GR",1991,,51248.245507008,
"GR",1992,,51686.121201024,
"GR",1993,52123.99689504,52123.99689504,52123.99689504
"GR",1994,,52370.46319296,
"GR",1995,,52616.92949088,
"GR",1996,52863.3957888,52863.3957888,52863.3957888
"GR",1997,,53117.358143616,
"GR",1998,,53371.320498432,
"GR",1999,53625.282853248,53625.282853248,53625.282853248
"GR",2000,,53858.359894656,
"GR",2001,,54091.436936064,
"GR",2002,54324.513977472,54324.513977472,54324.513977472
"GR",2003,,45145.58257949,
"GR",2004,,35966.651181508,
"GR",2005,26787.719783526,26787.719783526,26787.719783526
"GR",2006,,36173.9322650787,
"GR",2007,,45560.1447466313,
"GR",2008,54946.357228184,54946.357228184,54946.357228184
"GR",2009,,82935.8789301535,
"GR",2010,110925.400632123,110925.400632123,110925.400632123
"GR",2011,138425.00911278,138425.00911278,166215.35200725
"GR",2012,162337.14177558,162337.14177558,243967.94637372
"GR",2013,109561.811487415,109561.811487415,187792.17732398
"GR",2014,,135864.595492287,
"GR",2015,162167.37949716,162167.37949716,270510.38844636
"GR",2016,,162167.37949716,
"GR",2017,,162167.37949716,
"GT",1981,3215852.2207424,3215852.2207424,1692028.6312032
"GT",1982,,3409434.96955437,
"GT",1983,,3603017.71836633,
"GT",1984,3796600.4671783,3796600.4671783,2483623.2691987
"GT",1985,,3816523.6289194,
"GT",1986,,3836446.7906605,
"GT",1987,3856369.9524016,3856369.9524016,2769130.4354044
"GT",1988,,3623149.98587517,
"GT",1989,,3389930.01934873,
"GT",1990,3156710.0528223,3156710.0528223,2219441.9197847
"GT",1991,,2958763.24681047,
"GT",1992,,2760816.44079863,
"GT",1993,2562869.6347868,2562869.6347868,1741693.1592404
"GT",1994,,2343855.7925414,
"GT",1995,,2124841.950296,
"GT",1996,1905828.1080506,1905828.1080506,1399998.2383062
"GT",1997,,1693237.8354985,
"GT",1998,,1480647.5629464,
"GT",1999,1268057.2903943,1268057.2903943,883578.629582
"GT",2000,,1248472.32292649,
"GT",2001,,1228887.35545869,
"GT",2002,1209302.38799088,1209302.38799088,917716.88405664
"GT",2003,,1277192.38139712,
"GT",2004,,1345082.37480336,
"GT",2005,1412972.3682096,1412972.3682096,1371419.9809684
"GT",2006,,1408583.91312034,
"GT",2007,,1404195.45803108,
"GT",2008,1399807.00294182,1399807.00294182,1552981.0417088
"GT",2009,,1452502.39324281,
"GT",2010,1505197.7835438,1505197.7835438,1895923.5521126
"GT",2011,1472959.89246753,1472959.89246753,2153780.453844
"GT",2012,1479666.67537824,1479666.67537824,2311446.8885328
"GT",2013,1432203.13893852,1432203.13893852,2604481.958823
"GT",2014,,1356646.77063523,
"GT",2015,1281090.40233195,1281090.40233195,2754242.2591285
"GT",2016,,1281090.40233195,
"GT",2017,,1281090.40233195,
"GN",1981,4205141.2826856,4205141.2826856,3406433.4967032
"GN",1982,,4322167.81723813,
"GN",1983,,4439194.35179067,
"GN",1984,4556220.8863432,4556220.8863432,3994910.0784536
"GN",1985,,4680953.0308147,
"GN",1986,,4805685.1752862,
"GN",1987,4930417.3197577,4930417.3197577,4458152.9016818
"GN",1988,,5121112.44012767,
"GN",1989,,5311807.56049763,
"GN",1990,5502502.6808676,5502502.6808676,4940454.3978426
"GN",1991,,5197102.919168,
"GN",1992,,4891703.1574684,
"GN",1993,4586303.3957688,4586303.3957688,3676936.3161576
"GN",1994,,4505739.25240907,
"GN",1995,,4425175.10904933,
"GN",1996,4344610.9656896,4344610.9656896,3432982.7901872
"GN",1997,,4556485.77903673,
"GN",1998,,4768360.59238387,
"GN",1999,4980235.405731,4980235.405731,4085774.9188758
"GN",2000,,5195459.32907267,
"GN",2001,,5410683.25241433,
"GN",2002,5625907.175756,5625907.175756,4948494.5706945
"GN",2003,,5720859.1227755,
"GN",2004,,5815811.069795,
"GN",2005,5910763.0168145,5910763.0168145,5808541.0377165
"GN",2006,,5813711.95882773,
"GN",2007,,5716660.90084097,
"GN",2008,5619609.8428542,5619609.8428542,5894079.4777218
"GN",2009,,5863162.0437886,
"GN",2010,6106714.244723,6106714.244723,6867982.798726
"GN",2011,5161911.539247,5161911.539247,6474437.969598
"GN",2012,3979265.1782002,3979265.1782002,5741795.0274489
"GN",2013,3945128.9314285,3945128.9314285,6225174.7589225
"GN",2014,,3965700.11829515,
"GN",2015,3986271.3051618,3986271.3051618,6803105.1596154
"GN",2016,,3986271.3051618,
"GN",2017,,3986271.3051618,
"GW",1981,386332.4804515,386332.4804515,230277.0117865
"GW",1982,,394092.764881267,
"GW",1983,,401853.049311033,
"GW",1984,409613.3337408,409613.3337408,281528.9330673
"GW",1985,,421353.2350725,
"GW",1986,,433093.1364042,
"GW",1987,444833.0377359,444833.0377359,332538.0853743
"GW",1988,,444497.4485626,
"GW",1989,,444161.8593893,
"GW",1990,443826.270216,443826.270216,326670.145644
"GW",1991,,528183.4984612,
"GW",1992,,612540.7267064,
"GW",1993,696897.9549516,696897.9549516,511545.0253267
"GW",1994,,654688.726521067,
"GW",1995,,612479.498090533,
"GW",1996,570270.26966,570270.26966,440279.488446
"GW",1997,,627662.184507,
"GW",1998,,685054.099354,
"GW",1999,742446.014201,742446.014201,586721.4094816
"GW",2000,,727242.5382214,
"GW",2001,,712039.0622418,
"GW",2002,696835.5862622,696835.5862622,578392.4711873
"GW",2003,,735425.5075714,
"GW",2004,,774015.4288806,
"GW",2005,812605.3501898,812605.3501898,792580.989849
"GW",2006,,856566.757131267,
"GW",2007,,900528.164072733,
"GW",2008,944489.5710142,944489.5710142,978200.4721269
"GW",2009,,994116.3436391,
"GW",2010,1043743.116264,1043743.116264,1130148.4453
"GW",2011,1030936.3955212,1030936.3955212,1168467.0895464
"GW",2012,1092394.9579168,1092394.9579168,1234568.5502851
"GW",2013,1114640.3353175,1114640.3353175,1299487.921415
"GW",2014,,1135754.02175295,
"GW",2015,1156867.7081884,1156867.7081884,1396958.292945
"GW",2016,,1156867.7081884,
"GW",2017,,1156867.7081884,
"GY",1981,216331.6669416,216331.6669416,63431.01652048
"GY",1982,,245207.650074,
"GY",1983,,274083.6332064,
"GY",1984,302959.6163388,302959.6163388,146200.876867
"GY",1985,,294913.4582148,
"GY",1986,,286867.3000908,
"GY",1987,278821.1419668,278821.1419668,168181.2548682
"GY",1988,,289382.6000235,
"GY",1989,,299944.0580802,
"GY",1990,310505.5161369,310505.5161369,189697.8829557
"GY",1991,,283430.3130286,
"GY",1992,,256355.1099203,
"GY",1993,229279.906812,229279.906812,127672.8908056
"GY",1994,,193718.606410167,
"GY",1995,,158157.306008333,
"GY",1996,122596.0056065,122596.0056065,84629.6530908
"GY",1997,,115261.0609828,
"GY",1998,,107926.1163591,
"GY",1999,100591.1717354,100591.1717354,73033.4188772
"GY",2000,,99268.3087413333,
"GY",2001,,97945.4457472667,
"GY",2002,96622.5827532,96622.5827532,77450.2174488
"GY",2003,,96395.5924708,
"GY",2004,,96168.6021884,
"GY",2005,95941.611906,95941.611906,92845.0109804
"GY",2006,,89326.9192216667,
"GY",2007,,82712.2265373333,
"GY",2008,76097.533853,76097.533853,82574.8676904
"GY",2009,,71726.97939436,
