"di_id","Year","P20percentage"
"AL",1981,0.001144284
"AL",1982,
"AL",1983,
"AL",1984,0.003134484
"AL",1985,
"AL",1986,
"AL",1987,0.004645278
"AL",1988,
"AL",1989,
"AL",1990,0.004079184
"AL",1991,
"AL",1992,
"AL",1993,0.004645278
"AL",1994,
"AL",1995,
"AL",1996,0.004079184
"AL",1997,
"AL",1998,
"AL",1999,0.01944322
"AL",2000,
"AL",2001,
"AL",2002,0.009959315
"AL",2003,
"AL",2004,
"AL",2005,0.01081512
"AL",2006,
"AL",2007,
"AL",2008,0.004684011
"AL",2009,
"AL",2010,0.01247185
"AL",2011,0.0175292
"AL",2012,0.02490918
"AL",2013,0.03009763
"AL",2014,
"AL",2015,0.03320074
"AL",2016,
"AL",2017,
"DZ",1981,0
"DZ",1982,
"DZ",1983,
"DZ",1984,0
"DZ",1985,
"DZ",1986,
"DZ",1987,0
"DZ",1988,
"DZ",1989,
"DZ",1990,0.00183318
"DZ",1991,
"DZ",1992,
"DZ",1993,0.01230232
"DZ",1994,
"DZ",1995,
"DZ",1996,0.02790042
"DZ",1997,
"DZ",1998,
"DZ",1999,0.02729281
"DZ",2000,
"DZ",2001,
"DZ",2002,0.0213159
"DZ",2003,
"DZ",2004,
"DZ",2005,0.01937778
"DZ",2006,
"DZ",2007,
"DZ",2008,0.01344981
"DZ",2009,
"DZ",2010,0.01006687
"DZ",2011,0.009447942
"DZ",2012,0.00930046
"DZ",2013,0.01061089
"DZ",2014,
"DZ",2015,0.01151046
"DZ",2016,
"DZ",2017,
"AO",1981,0.1214515
"AO",1982,
"AO",1983,
"AO",1984,0.151624
"AO",1985,
"AO",1986,
"AO",1987,0.1599046
"AO",1988,
"AO",1989,
"AO",1990,0.1626989
"AO",1991,
"AO",1992,
"AO",1993,0.2959836
"AO",1994,
"AO",1995,
"AO",1996,0.281565
"AO",1997,
"AO",1998,
"AO",1999,0.2563272
"AO",2000,
"AO",2001,
"AO",2002,0.3599767
"AO",2003,
"AO",2004,
"AO",2005,0.4002103
"AO",2006,
"AO",2007,
"AO",2008,0.3168659
"AO",2009,
"AO",2010,0.3609107
"AO",2011,0.3948878
"AO",2012,0.4015219
"AO",2013,0.4147059
"AO",2014,
"AO",2015,0.4427654
"AO",2016,
"AO",2017,
"AM",1981,0.01045402
"AM",1982,
"AM",1983,
"AM",1984,0.0162468
"AM",1985,
"AM",1986,
"AM",1987,0.02706575
"AM",1988,
"AM",1989,
"AM",1990,0.0336111
"AM",1991,
"AM",1992,
"AM",1993,0.1473282
"AM",1994,
"AM",1995,
"AM",1996,0.1071132
"AM",1997,
"AM",1998,
"AM",1999,0.09324495
"AM",2000,
"AM",2001,
"AM",2002,0.08969944
"AM",2003,
"AM",2004,
"AM",2005,0.04080716
"AM",2006,
"AM",2007,
"AM",2008,0.01646283
"AM",2009,
"AM",2010,0.03811226
"AM",2011,0.04988931
"AM",2012,0.05566943
"AM",2013,0.07174578
"AM",2014,
"AM",2015,0.07761724
"AM",2016,
"AM",2017,
"AU",1981,0.004959521
"AU",1982,
"AU",1983,
"AU",1984,0.006714549
"AU",1985,
"AU",1986,
"AU",1987,0.006140921
"AU",1988,
"AU",1989,
"AU",1990,0.005401541
"AU",1991,
"AU",1992,
"AU",1993,0.006659311
"AU",1994,
"AU",1995,
"AU",1996,0.007493872
"AU",1997,
"AU",1998,
"AU",1999,0.007482018
"AU",2000,
"AU",2001,
"AU",2002,0.008723711
"AU",2003,
"AU",2004,
"AU",2005,0.007980994
"AU",2006,
"AU",2007,
"AU",2008,0.004992525
"AU",2009,
"AU",2010,0.004980354
"AU",2011,0.004980354
"AU",2012,0.004980354
"AU",2013,0.004980354
"AU",2014,
"AU",2015,0.004980354
"AU",2016,
"AU",2017,
"AT",1981,0.002296472
"AT",1982,
"AT",1983,
"AT",1984,0.002296472
"AT",1985,
"AT",1986,
"AT",1987,0.002296472
"AT",1988,
"AT",1989,
"AT",1990,0.002296472
"AT",1991,
"AT",1992,
"AT",1993,0.002296472
"AT",1994,
"AT",1995,
"AT",1996,0.002296472
"AT",1997,
"AT",1998,
"AT",1999,0.002296472
"AT",2000,
"AT",2001,
"AT",2002,0.002296472
"AT",2003,
"AT",2004,
"AT",2005,0.002370677
"AT",2006,
"AT",2007,
"AT",2008,0.004929696
"AT",2009,
"AT",2010,0.004952629
"AT",2011,0.004942109
"AT",2012,0.007474631
"AT",2013,0.004742668
"AT",2014,
"AT",2015,0.007479796
"AT",2016,
"AT",2017,
"AZ",1981,0.0020234
"AZ",1982,
"AZ",1983,
"AZ",1984,0.003007371
"AZ",1985,
"AZ",1986,
"AZ",1987,0.00335879
"AZ",1988,
"AZ",1989,
"AZ",1990,0.004388334
"AZ",1991,
"AZ",1992,
"AZ",1993,0.01392771
"AZ",1994,
"AZ",1995,
"AZ",1996,0.03748739
"AZ",1997,
"AZ",1998,
"AZ",1999,0.02022707
"AZ",2000,
"AZ",2001,
"AZ",2002,0
"AZ",2003,
"AZ",2004,
"AZ",2005,0
"AZ",2006,
"AZ",2007,
"AZ",2008,0
"AZ",2009,
"AZ",2010,0
"AZ",2011,0
"AZ",2012,0
"AZ",2013,0
"AZ",2014,
"AZ",2015,0
"AZ",2016,
"AZ",2017,
"BD",1981,0.02545682
"BD",1982,
"BD",1983,
"BD",1984,0.04864952
"BD",1985,
"BD",1986,
"BD",1987,0.09407076
"BD",1988,
"BD",1989,
"BD",1990,0.1324008
"BD",1991,
"BD",1992,
"BD",1993,0.1457702
"BD",1994,
"BD",1995,
"BD",1996,0.1971449
"BD",1997,
"BD",1998,
"BD",1999,0.2138501
"BD",2000,
"BD",2001,
"BD",2002,0.230715
"BD",2003,
"BD",2004,
"BD",2005,0.2427027
"BD",2006,
"BD",2007,
"BD",2008,0.2494497
"BD",2009,
"BD",2010,0.279558
"BD",2011,0.3186234
"BD",2012,0.3342265
"BD",2013,0.3708418
"BD",2014,
"BD",2015,0.3931206
"BD",2016,
"BD",2017,
"BY",1981,0
"BY",1982,
"BY",1983,
"BY",1984,0
"BY",1985,
"BY",1986,
"BY",1987,0
"BY",1988,
"BY",1989,
"BY",1990,0.000161023
"BY",1991,
"BY",1992,
"BY",1993,0.0002054222
"BY",1994,
"BY",1995,
"BY",1996,0.004269433
"BY",1997,
"BY",1998,
"BY",1999,0.05739228
"BY",2000,
"BY",2001,
"BY",2002,0.01406467
"BY",2003,
"BY",2004,
"BY",2005,0.003720495
"BY",2006,
"BY",2007,
"BY",2008,0
"BY",2009,
"BY",2010,0
"BY",2011,0
"BY",2012,0.0001205592
"BY",2013,0
"BY",2014,
"BY",2015,0
"BY",2016,
"BY",2017,
"BE",1981,0.002354428
"BE",1982,
"BE",1983,
"BE",1984,0.002354428
"BE",1985,
"BE",1986,
"BE",1987,0.002354428
"BE",1988,
"BE",1989,
"BE",1990,0.002354428
"BE",1991,
"BE",1992,
"BE",1993,0.002354428
"BE",1994,
"BE",1995,
"BE",1996,0.002354428
"BE",1997,
"BE",1998,
"BE",1999,0.002354428
"BE",2000,
"BE",2001,
"BE",2002,0.002354428
"BE",2003,
"BE",2004,
"BE",2005,0.002313465
"BE",2006,
"BE",2007,
"BE",2008,0
"BE",2009,
"BE",2010,0.002167455
"BE",2011,0.002367523
"BE",2012,0.002432163
"BE",2013,0.002473494
"BE",2014,
"BE",2015,0.002423116
"BE",2016,
"BE",2017,
"BZ",1981,0.06953155
"BZ",1982,
"BZ",1983,
"BZ",1984,0.100615
"BZ",1985,
"BZ",1986,
"BZ",1987,0.1118746
"BZ",1988,
"BZ",1989,
"BZ",1990,0.08953003
"BZ",1991,
"BZ",1992,
"BZ",1993,0.07464126
"BZ",1994,
"BZ",1995,
"BZ",1996,0.0943826
"BZ",1997,
"BZ",1998,
"BZ",1999,0.1167539
"BZ",2000,
"BZ",2001,
"BZ",2002,0.101871
"BZ",2003,
"BZ",2004,
"BZ",2005,0.1384633
"BZ",2006,
"BZ",2007,
"BZ",2008,0.1726435
"BZ",2009,
"BZ",2010,0.1764907
"BZ",2011,0.1826407
"BZ",2012,0.1848888
"BZ",2013,0.1971478
"BZ",2014,
"BZ",2015,0.2061746
"BZ",2016,
"BZ",2017,
"BJ",1981,0.1904957
"BJ",1982,
"BJ",1983,
"BJ",1984,0.3037129
"BJ",1985,
"BJ",1986,
"BJ",1987,0.3708263
"BJ",1988,
"BJ",1989,
"BJ",1990,0.3679233
"BJ",1991,
"BJ",1992,
"BJ",1993,0.3787472
"BJ",1994,
"BJ",1995,
"BJ",1996,0.4299322
"BJ",1997,
"BJ",1998,
"BJ",1999,0.4027456
"BJ",2000,
"BJ",2001,
"BJ",2002,0.4023901
"BJ",2003,
"BJ",2004,
"BJ",2005,0.4909817
"BJ",2006,
"BJ",2007,
"BJ",2008,0.5268618
"BJ",2009,
"BJ",2010,0.5905824
"BJ",2011,0.6306658
"BJ",2012,0.6428125
"BJ",2013,0.6610543
"BJ",2014,
"BJ",2015,0.6751785
"BJ",2016,
"BJ",2017,
"BT",1981,0.4717874
"BT",1982,
"BT",1983,
"BT",1984,0.5089612
"BT",1985,
"BT",1986,
"BT",1987,0.3905409
"BT",1988,
"BT",1989,
"BT",1990,0.2941374
"BT",1991,
"BT",1992,
"BT",1993,0.2662352
"BT",1994,
"BT",1995,
"BT",1996,0.2334257
"BT",1997,
"BT",1998,
"BT",1999,0.1851765
"BT",2000,
"BT",2001,
"BT",2002,0.1694449
"BT",2003,
"BT",2004,
"BT",2005,0.09423458
"BT",2006,
"BT",2007,
"BT",2008,0.1145942
"BT",2009,
"BT",2010,0.06900691
"BT",2011,0.05936605
"BT",2012,0.05594161
"BT",2013,0.05403416
"BT",2014,
"BT",2015,0.06686056
"BT",2016,
"BT",2017,
"BO",1981,0
"BO",1982,
"BO",1983,
"BO",1984,0.003371407
"BO",1985,
"BO",1986,
"BO",1987,0.006116252
"BO",1988,
"BO",1989,
"BO",1990,0.005381566
"BO",1991,
"BO",1992,
"BO",1993,0.06269191
"BO",1994,
"BO",1995,
"BO",1996,0.141351
"BO",1997,
"BO",1998,
"BO",1999,0.2233564
"BO",2000,
"BO",2001,
"BO",2002,0.2145798
"BO",2003,
"BO",2004,
"BO",2005,0.1890953
"BO",2006,
"BO",2007,
"BO",2008,0.1158237
"BO",2009,
"BO",2010,0.09998579
"BO",2011,0.0893529
"BO",2012,0.1020894
"BO",2013,0.09292763
"BO",2014,
"BO",2015,0.09291409
"BO",2016,
"BO",2017,
"BW",1981,0.2967073
"BW",1982,
"BW",1983,
"BW",1984,0.276448
"BW",1985,
"BW",1986,
"BW",1987,0.2687042
"BW",1988,
"BW",1989,
"BW",1990,0.2083302
"BW",1991,
"BW",1992,
"BW",1993,0.2292057
"BW",1994,
"BW",1995,
"BW",1996,0.2484926
"BW",1997,
"BW",1998,
"BW",1999,0.2258706
"BW",2000,
"BW",2001,
"BW",2002,0.2591401
"BW",2003,
"BW",2004,
"BW",2005,0.2471783
"BW",2006,
"BW",2007,
"BW",2008,0.1863386
"BW",2009,
"BW",2010,0.205103
"BW",2011,0.2106548
"BW",2012,0.214336
"BW",2013,0.2070341
"BW",2014,
"BW",2015,0.2237875
"BW",2016,
"BW",2017,
"BR",1981,0.08315338
"BR",1982,
"BR",1983,
"BR",1984,0.1353368
"BR",1985,
"BR",1986,
"BR",1987,0.1039121
"BR",1988,
"BR",1989,
"BR",1990,0.1308673
"BR",1991,
"BR",1992,
"BR",1993,0.1282761
"BR",1994,
"BR",1995,
"BR",1996,0.1052054
"BR",1997,
"BR",1998,
"BR",1999,0.09568918
"BR",2000,
"BR",2001,
"BR",2002,0.08154767
"BR",2003,
"BR",2004,
"BR",2005,0.08352416
"BR",2006,
"BR",2007,
"BR",2008,0.06184737
"BR",2009,
"BR",2010,0.0597188
"BR",2011,0.06195925
"BR",2012,0.05271263
"BR",2013,0.05753142
"BR",2014,
"BR",2015,0.05891644
"BR",2016,
"BR",2017,
"BG",1981,0.0003609626
"BG",1982,
"BG",1983,
"BG",1984,0.0003717844
"BG",1985,
"BG",1986,
"BG",1987,0.0003774477
"BG",1988,
"BG",1989,
"BG",1990,0.0005460137
"BG",1991,
"BG",1992,
"BG",1993,0.00140346
"BG",1994,
"BG",1995,
"BG",1996,0.003643091
"BG",1997,
"BG",1998,
"BG",1999,0.01377393
"BG",2000,
"BG",2001,
"BG",2002,0.008015357
"BG",2003,
"BG",2004,
"BG",2005,0.00615335
"BG",2006,
"BG",2007,
"BG",2007,
"BG",2007,
"BG",2007,
"BG",2007,
"BG",2007,
"BG",2007,
"BG",2007,
"BG",2008,0.01215443
"BG",2009,
"BG",2010,0.02241158
"BG",2011,0.02970293
"BG",2012,0.02739885
"BG",2013,0.03217192
"BG",2014,
"BG",2015,0.02720817
"BG",2016,
"BG",2017,
"BF",1981,0.6704555
"BF",1982,
"BF",1983,
"BF",1984,0.7350671
"BF",1985,
"BF",1986,
"BF",1987,0.7399664
"BF",1988,
"BF",1989,
"BF",1990,0.7400256
"BF",1991,
"BF",1992,
"BF",1993,0.7381727
"BF",1994,
"BF",1995,
"BF",1996,0.7575061
"BF",1997,
"BF",1998,
"BF",1999,0.666736
"BF",2000,
"BF",2001,
"BF",2002,0.5811575
"BF",2003,
"BF",2004,
"BF",2005,0.5540139
"BF",2006,
"BF",2007,
"BF",2008,0.5744334
"BF",2009,
"BF",2010,0.6115383
"BF",2011,0.6289349
"BF",2012,0.6281017
"BF",2013,0.6470607
"BF",2014,
"BF",2015,0.6690066
"BF",2016,
"BF",2017,
"BI",1981,0.4879678
"BI",1982,
"BI",1983,
"BI",1984,0.6369537
"BI",1985,
"BI",1986,
"BI",1987,0.6267872
"BI",1988,
"BI",1989,
"BI",1990,0.611764
"BI",1991,
"BI",1992,
"BI",1993,0.6457264
"BI",1994,
"BI",1995,
"BI",1996,0.7516846
"BI",1997,
"BI",1998,
"BI",1999,0.7561907
"BI",2000,
"BI",2001,
"BI",2002,0.7476857
"BI",2003,
"BI",2004,
"BI",2005,0.7871241
"BI",2006,
"BI",2007,
"BI",2008,0.7770794
"BI",2009,
"BI",2010,0.800748
"BI",2011,0.8169545
"BI",2012,0.8227899
"BI",2013,0.8320909
"BI",2014,
"BI",2015,0.8669203
"BI",2016,
"BI",2017,
"CV",1981,0.3743316
"CV",1982,
"CV",1983,
"CV",1984,0.4055838
"CV",1985,
"CV",1986,
"CV",1987,0.4023417
"CV",1988,
"CV",1989,
"CV",1990,0.365281
"CV",1991,
"CV",1992,
"CV",1993,0.3238458
"CV",1994,
"CV",1995,
"CV",1996,0.2287104
"CV",1997,
"CV",1998,
"CV",1999,0.1386335
"CV",2000,
"CV",2001,
"CV",2002,0.1114648
"CV",2003,
"CV",2004,
"CV",2005,0.1105262
"CV",2006,
"CV",2007,
"CV",2008,0.08578553
"CV",2009,
"CV",2010,0.1072674
"CV",2011,0.1152828
"CV",2012,0.1290064
"CV",2013,0.149757
"CV",2014,
"CV",2015,0.174099
"CV",2016,
"CV",2017,
"CM",1981,0.04139423
"CM",1982,
"CM",1983,
"CM",1984,0.04972591
"CM",1985,
"CM",1986,
"CM",1987,0.06651677
"CM",1988,
"CM",1989,
"CM",1990,0.1347477
"CM",1991,
"CM",1992,
"CM",1993,0.2819405
"CM",1994,
"CM",1995,
"CM",1996,0.3326058
"CM",1997,
"CM",1998,
"CM",1999,0.1829674
"CM",2000,
"CM",2001,
"CM",2002,0.175056
"CM",2003,
"CM",2004,
"CM",2005,0.2602224
"CM",2006,
"CM",2007,
"CM",2008,0.3153093
"CM",2009,
"CM",2010,0.3588397
"CM",2011,0.3757179
"CM",2012,0.3744968
"CM",2013,0.3759346
"CM",2014,
"CM",2015,0.3612599
"CM",2016,
"CM",2017,
"CA",1981,0.004947209
"CA",1982,
"CA",1983,
"CA",1984,0.002473604
"CA",1985,
"CA",1986,
"CA",1987,0
"CA",1988,
"CA",1989,
"CA",1990,0.001631804
"CA",1991,
"CA",1992,
"CA",1993,0.002379519
"CA",1994,
"CA",1995,
"CA",1996,0.002434835
"CA",1997,
"CA",1998,
"CA",1999,0.002484779
"CA",2000,
"CA",2001,
"CA",2002,0.002466845
"CA",2003,
"CA",2004,
"CA",2005,0.002451231
"CA",2006,
"CA",2007,
"CA",2008,0.002484453
"CA",2009,
"CA",2010,0.00248831
"CA",2011,0.003317939
"CA",2012,0.004147567
"CA",2013,0.004977196
"CA",2014,
"CA",2015,0.004977196
"CA",2016,
"CA",2017,
"CF",1981,0.6220927
"CF",1982,
"CF",1983,
"CF",1984,0.6733639
"CF",1985,
"CF",1986,
"CF",1987,0.7141391
"CF",1988,
"CF",1989,
"CF",1990,0.7257898
"CF",1991,
"CF",1992,
"CF",1993,0.7579533
"CF",1994,
"CF",1995,
"CF",1996,0.712796
"CF",1997,
"CF",1998,
"CF",1999,0.6185289
"CF",2000,
"CF",2001,
"CF",2002,0.5750824
"CF",2003,
"CF",2004,
"CF",2005,0.6460416
"CF",2006,
"CF",2007,
"CF",2008,0.6823847
"CF",2009,
"CF",2010,0.6966606
"CF",2011,0.7110686
"CF",2012,0.7086946
"CF",2013,0.8600781
"CF",2014,
"CF",2015,0.8642391
"CF",2016,
"CF",2017,
"TD",1981,0.4937218
"TD",1982,
"TD",1983,
"TD",1984,0.5003079
"TD",1985,
"TD",1986,
"TD",1987,0.524723
"TD",1988,
"TD",1989,
"TD",1990,0.4965554
"TD",1991,
"TD",1992,
"TD",1993,0.5675934
"TD",1994,
"TD",1995,
"TD",1996,0.6131088
"TD",1997,
"TD",1998,
"TD",1999,0.6141072
"TD",2000,
"TD",2001,
"TD",2002,0.6091843
"TD",2003,
"TD",2004,
"TD",2005,0.3862789
"TD",2006,
"TD",2007,
"TD",2008,0.4528255
"TD",2009,
"TD",2010,0.432733
"TD",2011,0.4778881
"TD",2012,0.4663905
"TD",2013,0.4902491
"TD",2014,
"TD",2015,0.508894
"TD",2016,
"TD",2017,
"CL",1981,0.02404388
"CL",1982,
"CL",1983,
"CL",1984,0.0532913
"CL",1985,
"CL",1986,
"CL",1987,0.05723178
"CL",1988,
"CL",1989,
"CL",1990,0.03626487
"CL",1991,
"CL",1992,
"CL",1993,0.02330092
"CL",1994,
"CL",1995,
"CL",1996,0.02210295
"CL",1997,
"CL",1998,
"CL",1999,0.0288435
"CL",2000,
"CL",2001,
"CL",2002,0.03367365
"CL",2003,
"CL",2004,
"CL",2005,0.02774773
"CL",2006,
"CL",2007,
"CL",2008,0.02531143
"CL",2009,
"CL",2010,0.02563306
"CL",2011,0.02318224
"CL",2012,0.0176347
"CL",2013,0.01526328
"CL",2014,
"CL",2015,0.02244988
"CL",2016,
"CL",2017,
"CN",1981,0.5348044
"CN",1982,
"CN",1983,
"CN",1984,0.4134963
"CN",1985,
"CN",1986,
"CN",1987,0.3476675
"CN",1988,
"CN",1989,
"CN",1990,0.4001954
"CN",1991,
"CN",1992,
"CN",1993,0.3644856
"CN",1994,
"CN",1995,
"CN",1996,0.2865927
"CN",1997,
"CN",1998,
"CN",1999,0.2922464
"CN",2000,
"CN",2001,
"CN",2002,0.2549687
"CN",2003,
"CN",2004,
"CN",2005,0.1794227
"CN",2006,
"CN",2007,
"CN",2008,0.1622491
"CN",2009,
"CN",2010,0.1446929
"CN",2011,0.1249891
"CN",2012,0.1132088
"CN",2013,0.05842094
"CN",2014,
"CN",2015,0.03583495
"CN",2016,
"CN",2017,
"CO",1981,0.04640263
"CO",1982,
"CO",1983,
"CO",1984,0.05489014
"CO",1985,
"CO",1986,
"CO",1987,0.05795365
"CO",1988,
"CO",1989,
"CO",1990,0.05533384
"CO",1991,
"CO",1992,
"CO",1993,0.06785213
"CO",1994,
"CO",1995,
"CO",1996,0.1320623
"CO",1997,
"CO",1998,
"CO",1999,0.1614021
"CO",2000,
"CO",2001,
"CO",2002,0.1143381
"CO",2003,
"CO",2004,
"CO",2005,0.09268175
"CO",2006,
"CO",2007,
"CO",2008,0.1128723
"CO",2009,
"CO",2010,0.09665547
"CO",2011,0.09087395
"CO",2012,0.09453493
"CO",2013,0.09477905
"CO",2014,
"CO",2015,0.08528135
"CO",2016,
"CO",2017,
"KM",1981,0.01501968
"KM",1982,
"KM",1983,
"KM",1984,0.01853529
"KM",1985,
"KM",1986,
"KM",1987,0.03324954
"KM",1988,
"KM",1989,
"KM",1990,0.03829311
"KM",1991,
"KM",1992,
"KM",1993,0.04663937
"KM",1994,
"KM",1995,
"KM",1996,0.09565073
"KM",1997,
"KM",1998,
"KM",1999,0.1025648
"KM",2000,
"KM",2001,
"KM",2002,0.09832743
"KM",2003,
"KM",2004,
"KM",2005,0.1322422
"KM",2006,
"KM",2007,
"KM",2008,0.1733977
"KM",2009,
"KM",2010,0.208984
"KM",2011,0.2403806
"KM",2012,0.2583467
"KM",2013,0.2805912
"KM",2014,
"KM",2015,0.310043
"KM",2016,
"KM",2017,
"CD",1981,0.2900317
"CD",1982,
"CD",1983,
"CD",1984,0.3822045
"CD",1985,
"CD",1986,
"CD",1987,0.4353534
"CD",1988,
"CD",1989,
"CD",1990,0.5258658
"CD",1991,
"CD",1992,
"CD",1993,0.7601108
"CD",1994,
"CD",1995,
"CD",1996,0.8468719
"CD",1997,
"CD",1998,
"CD",1999,0.8957832
"CD",2000,
"CD",2001,
"CD",2002,0.9320359
"CD",2003,
"CD",2004,
"CD",2005,0.9359464
"CD",2006,
"CD",2007,
"CD",2008,0.8954042
"CD",2009,
"CD",2010,0.8871385
"CD",2011,0.8772103
"CD",2012,0.8571032
"CD",2013,0.8509785
"CD",2014,
"CD",2015,0.8423689
"CD",2016,
"CD",2017,
"CG",1981,0.2107651
"CG",1982,
"CG",1983,
"CG",1984,0.1774155
"CG",1985,
"CG",1986,
"CG",1987,0.2773975
"CG",1988,
"CG",1989,
"CG",1990,0.2885189
"CG",1991,
"CG",1992,
"CG",1993,0.3329479
"CG",1994,
"CG",1995,
"CG",1996,0.4228643
"CG",1997,
"CG",1998,
"CG",1999,0.466959
"CG",2000,
"CG",2001,
"CG",2002,0.4620861
"CG",2003,
"CG",2004,
"CG",2005,0.5062716
"CG",2006,
"CG",2007,
"CG",2008,0.4879544
"CG",2009,
"CG",2010,0.4297279
"CG",2011,0.4501137
"CG",2012,0.4640303
"CG",2013,0.4892549
"CG",2014,
"CG",2015,0.5025159
"CG",2016,
"CG",2017,
"CR",1981,0.1209067
"CR",1982,
"CR",1983,
"CR",1984,0.1032477
"CR",1985,
"CR",1986,
"CR",1987,0.08514281
"CR",1988,
"CR",1989,
"CR",1990,0.06575688
"CR",1991,
"CR",1992,
"CR",1993,0.05707088
"CR",1994,
"CR",1995,
"CR",1996,0.06352211
"CR",1997,
"CR",1998,
"CR",1999,0.04750189
"CR",2000,
"CR",2001,
"CR",2002,0.03676324
"CR",2003,
"CR",2004,
"CR",2005,0.02961195
"CR",2006,
"CR",2007,
"CR",2008,0.02451301
"CR",2009,
"CR",2010,0.01836894
"CR",2011,0.02381416
"CR",2012,0.02405739
"CR",2013,0.02700329
"CR",2014,
"CR",2015,0.0274035
"CR",2016,
"CR",2017,
"CI",1981,0.01198783
"CI",1982,
"CI",1983,
"CI",1984,0.02006881
"CI",1985,
"CI",1986,
"CI",1987,0.01845486
"CI",1988,
"CI",1989,
"CI",1990,0.05469199
"CI",1991,
"CI",1992,
"CI",1993,0.1051653
"CI",1994,
"CI",1995,
"CI",1996,0.1160245
"CI",1997,
"CI",1998,
"CI",1999,0.166088
"CI",2000,
"CI",2001,
"CI",2002,0.1750255
"CI",2003,
"CI",2004,
"CI",2005,0.2585377
"CI",2006,
"CI",2007,
"CI",2008,0.3131031
"CI",2009,
"CI",2010,0.3917915
"CI",2011,0.4743106
"CI",2012,0.4677574
"CI",2013,0.4821487
"CI",2014,
"CI",2015,0.475518
"CI",2016,
"CI",2017,
"HR",1981,0.0002382803
"HR",1982,
"HR",1983,
"HR",1984,0.0003023381
"HR",1985,
"HR",1986,
"HR",1987,0.0003189874
"HR",1988,
"HR",1989,
"HR",1990,0.0009636552
"HR",1991,
"HR",1992,
"HR",1993,0.002628498
"HR",1994,
"HR",1995,
"HR",1996,0.004013973
"HR",1997,
"HR",1998,
"HR",1999,0.001966144
"HR",2000,
"HR",2001,
"HR",2002,0.0003249814
"HR",2003,
"HR",2004,
"HR",2005,0
"HR",2006,
"HR",2007,
"HR",2008,0
"HR",2009,
"HR",2010,0
"HR",2011,0.009928041
"HR",2012,0.01246938
"HR",2013,0.01691045
"HR",2014,
"HR",2015,0.009952726
"HR",2016,
"HR",2017,
"CY",1981,0
"CY",1982,
"CY",1983,
"CY",1984,0
"CY",1985,
"CY",1986,
"CY",1987,0
"CY",1988,
"CY",1989,
"CY",1990,0
"CY",1991,
"CY",1992,
"CY",1993,0
"CY",1994,
"CY",1995,
"CY",1996,0
"CY",1997,
"CY",1998,
"CY",1999,0
"CY",2000,
"CY",2001,
"CY",2002,0
"CY",2003,
"CY",2004,
"CY",2005,0
"CY",2006,
"CY",2007,
"CY",2008,0
"CY",2009,
"CY",2010,0
"CY",2011,0
"CY",2012,0
"CY",2013,0
"CY",2014,
"CY",2015,0
"CY",2016,
"CY",2017,
"CZ",1981,0
"CZ",1982,
"CZ",1983,
"CZ",1984,0
"CZ",1985,
"CZ",1986,
"CZ",1987,0
"CZ",1988,
"CZ",1989,
"CZ",1990,0
"CZ",1991,
"CZ",1992,
"CZ",1993,0
"CZ",1994,
"CZ",1995,
"CZ",1996,0.001289891
"CZ",1997,
"CZ",1998,
"CZ",1999,0.0007936687
"CZ",2000,
"CZ",2001,
"CZ",2002,0.0003186819
"CZ",2003,
"CZ",2004,
"CZ",2005,0
"CZ",2006,
"CZ",2007,
"CZ",2008,0
"CZ",2009,
"CZ",2010,0
"CZ",2011,0
"CZ",2012,0.001617301
"CZ",2013,0
"CZ",2014,
"CZ",2015,0
"CZ",2016,
"CZ",2017,
"DK",1981,0.002238577
"DK",1982,
"DK",1983,
"DK",1984,0.002238577
"DK",1985,
"DK",1986,
"DK",1987,0.002238577
"DK",1988,
"DK",1989,
"DK",1990,0.002238577
"DK",1991,
"DK",1992,
"DK",1993,0.002238577
"DK",1994,
"DK",1995,
"DK",1996,0.002238577
"DK",1997,
"DK",1998,
"DK",1999,0.002238577
"DK",2000,
"DK",2001,
"DK",2002,0.002238577
"DK",2003,
"DK",2004,
"DK",2005,0.002245116
"DK",2006,
"DK",2007,
"DK",2008,0.002491895
"DK",2009,
"DK",2010,0
"DK",2011,0
"DK",2012,0
"DK",2013,0.002425605
"DK",2014,
"DK",2015,0.002117451
"DK",2016,
"DK",2017,
"DO",1981,0.01387546
"DO",1982,
"DO",1983,
"DO",1984,0.01867688
"DO",1985,
"DO",1986,
"DO",1987,0.03567292
"DO",1988,
"DO",1989,
"DO",1990,0.05755703
"DO",1991,
"DO",1992,
"DO",1993,0.02215315
"DO",1994,
"DO",1995,
"DO",1996,0.03238708
"DO",1997,
"DO",1998,
"DO",1999,0.03575072
"DO",2000,
"DO",2001,
"DO",2002,0.04482871
"DO",2003,
"DO",2004,
"DO",2005,0.0549491
"DO",2006,
"DO",2007,
"DO",2008,0.04469131
"DO",2009,
"DO",2010,0.03910447
"DO",2011,0.05000088
"DO",2012,0.05547378
"DO",2013,0.05643416
"DO",2014,
"DO",2015,0.04788257
"DO",2016,
"DO",2017,
"EC",1981,0.07441892
"EC",1982,
"EC",1983,
"EC",1984,0.1022389
"EC",1985,
"EC",1986,
"EC",1987,0.1116074
"EC",1988,
"EC",1989,
"EC",1990,0.1132237
"EC",1991,
"EC",1992,
"EC",1993,0.1130244
"EC",1994,
"EC",1995,
"EC",1996,0.1318076
"EC",1997,
"EC",1998,
"EC",1999,0.1687156
"EC",2000,
"EC",2001,
"EC",2002,0.127193
"EC",2003,
"EC",2004,
"EC",2005,0.1160554
