"di_id","Year","P20percentage"
"PL",1997,
"PL",1998,
"PL",1999,0.000116975
"PL",2000,
"PL",2001,
"PL",2002,0.0001659803
"PL",2003,
"PL",2004,
"PL",2005,0.001380612
"PL",2006,
"PL",2007,
"PL",2008,0.0001263083
"PL",2009,
"PL",2010,0.0001203266
"PL",2011,0.0004599693
"PL",2012,0.000661501
"PL",2013,0.0002849431
"PL",2014,
"PL",2015,0.0005921515
"PL",2016,
"PL",2017,
"PT",1981,0.007210993
"PT",1982,
"PT",1983,
"PT",1984,0.00997152
"PT",1985,
"PT",1986,
"PT",1987,0.00997152
"PT",1988,
"PT",1989,
"PT",1990,0.007210993
"PT",1991,
"PT",1992,
"PT",1993,0.007210993
"PT",1994,
"PT",1995,
"PT",1996,0.007210993
"PT",1997,
"PT",1998,
"PT",1999,0.007210993
"PT",2000,
"PT",2001,
"PT",2002,0.007210993
"PT",2003,
"PT",2004,
"PT",2005,0.004848496
"PT",2006,
"PT",2007,
"PT",2008,0.002193679
"PT",2009,
"PT",2010,0.002408067
"PT",2011,0.004681402
"PT",2012,0.007371738
"PT",2013,0.0122494
"PT",2014,
"PT",2015,0.007495695
"PT",2016,
"PT",2017,
"RO",1981,0.00164257
"RO",1982,
"RO",1983,
"RO",1984,0.001898846
"RO",1985,
"RO",1986,
"RO",1987,0.002131726
"RO",1988,
"RO",1989,
"RO",1990,0.002174287
"RO",1991,
"RO",1992,
"RO",1993,0.02056087
"RO",1994,
"RO",1995,
"RO",1996,0.04825009
"RO",1997,
"RO",1998,
"RO",1999,0.02982428
"RO",2000,
"RO",2001,
"RO",2002,0.03429367
"RO",2003,
"RO",2004,
"RO",2005,0.01962518
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2006,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2007,
"RO",2008,0
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2009,
"RO",2010,0.009458654
"RO",2011,0.01061172
"RO",2012,0.01313452
"RO",2013,0.0199314
"RO",2014,
"RO",2015,0.1023851
"RO",2016,
"RO",2017,
"RU",1981,0
"RU",1982,
"RU",1983,
"RU",1984,0
"RU",1985,
"RU",1986,
"RU",1987,0
"RU",1988,
"RU",1989,
"RU",1990,0
"RU",1991,
"RU",1992,
"RU",1993,0
"RU",1994,
"RU",1995,
"RU",1996,0.01521768
"RU",1997,
"RU",1998,
"RU",1999,0.01867038
"RU",2000,
"RU",2001,
"RU",2002,0.003835473
"RU",2003,
"RU",2004,
"RU",2005,0.005000801
"RU",2006,
"RU",2007,
"RU",2008,0.0008157679
"RU",2009,
"RU",2010,0.0009445181
"RU",2011,0.0006642973
"RU",2012,0.0006902309
"RU",2013,0.0006045145
"RU",2014,
"RU",2015,0.001100913
"RU",2016,
"RU",2017,
"RW",1981,0.09017363
"RW",1982,
"RW",1983,
"RW",1984,0.2358963
"RW",1985,
"RW",1986,
"RW",1987,0.3631783
"RW",1988,
"RW",1989,
"RW",1990,0.4214403
"RW",1991,
"RW",1992,
"RW",1993,0.4514884
"RW",1994,
"RW",1995,
"RW",1996,0.6838686
"RW",1997,
"RW",1998,
"RW",1999,0.6835092
"RW",2000,
"RW",2001,
"RW",2002,0.6561188
"RW",2003,
"RW",2004,
"RW",2005,0.6759884
"RW",2006,
"RW",2007,
"RW",2008,0.6739181
"RW",2009,
"RW",2010,0.6920973
"RW",2011,0.7149826
"RW",2012,0.709283
"RW",2013,0.7266896
"RW",2014,
"RW",2015,0.7072632
"RW",2016,
"RW",2017,
"WS",1981,0.002428338
"WS",1982,
"WS",1983,
"WS",1984,0.01141498
"WS",1985,
"WS",1986,
"WS",1987,0.01141498
"WS",1988,
"WS",1989,
"WS",1990,0.01141498
"WS",1991,
"WS",1992,
"WS",1993,0.01456148
"WS",1994,
"WS",1995,
"WS",1996,0.0199108
"WS",1997,
"WS",1998,
"WS",1999,0.01600661
"WS",2000,
"WS",2001,
"WS",2002,0.01141498
"WS",2003,
"WS",2004,
"WS",2005,0.01141498
"WS",2006,
"WS",2007,
"WS",2008,0.01141498
"WS",2009,
"WS",2010,0.02102262
"WS",2011,0.02417909
"WS",2012,0.0295075
"WS",2013,0.04512222
"WS",2014,
"WS",2015,0.05240244
"WS",2016,
"WS",2017,
"SN",1981,0.4040213
"SN",1982,
"SN",1983,
"SN",1984,0.48319
"SN",1985,
"SN",1986,
"SN",1987,0.5099773
"SN",1988,
"SN",1989,
"SN",1990,0.5341245
"SN",1991,
"SN",1992,
"SN",1993,0.4483047
"SN",1994,
"SN",1995,
"SN",1996,0.4330411
"SN",1997,
"SN",1998,
"SN",1999,0.3829896
"SN",2000,
"SN",2001,
"SN",2002,0.4023619
"SN",2003,
"SN",2004,
"SN",2005,0.3779188
"SN",2006,
"SN",2007,
"SN",2008,0.4012544
"SN",2009,
"SN",2010,0.4400735
"SN",2011,0.483387
"SN",2012,0.5004169
"SN",2013,0.5317727
"SN",2014,
"SN",2015,0.5413809
"SN",2016,
"SN",2017,
"SC",1981,0.005762901
"SC",1982,
"SC",1983,
"SC",1984,0.0112224
"SC",1985,
"SC",1986,
"SC",1987,0.0112224
"SC",1988,
"SC",1989,
"SC",1990,0.005762901
"SC",1991,
"SC",1992,
"SC",1993,0.001213221
"SC",1994,
"SC",1995,
"SC",1996,0.005762901
"SC",1997,
"SC",1998,
"SC",1999,0.001213221
"SC",2000,
"SC",2001,
"SC",2002,0.005050624
"SC",2003,
"SC",2004,
"SC",2005,0.005007653
"SC",2006,
"SC",2007,
"SC",2008,0.00372482
"SC",2009,
"SC",2010,0.0157646
"SC",2011,0.01515107
"SC",2012,0.01432247
"SC",2013,0.01515107
"SC",2014,
"SC",2015,0.0157646
"SC",2016,
"SC",2017,
"SL",1981,0.4942933
"SL",1982,
"SL",1983,
"SL",1984,0.5273085
"SL",1985,
"SL",1986,
"SL",1987,0.5601599
"SL",1988,
"SL",1989,
"SL",1990,0.5752421
"SL",1991,
"SL",1992,
"SL",1993,0.5765361
"SL",1994,
"SL",1995,
"SL",1996,0.6051415
"SL",1997,
"SL",1998,
"SL",1999,0.6284363
"SL",2000,
"SL",2001,
"SL",2002,0.573543
"SL",2003,
"SL",2004,
"SL",2005,0.5891208
"SL",2006,
"SL",2007,
"SL",2008,0.5921606
"SL",2009,
"SL",2010,0.6171914
"SL",2011,0.6460253
"SL",2012,0.5935917
"SL",2013,0.5217634
"SL",2014,
"SL",2015,0.7009628
"SL",2016,
"SL",2017,
"SK",1981,0
"SK",1982,
"SK",1983,
"SK",1984,0
"SK",1985,
"SK",1986,
"SK",1987,0
"SK",1988,
"SK",1989,
"SK",1990,0
"SK",1991,
"SK",1992,
"SK",1993,0.001823548
"SK",1994,
"SK",1995,
"SK",1996,0.001365419
"SK",1997,
"SK",1998,
"SK",1999,0.0008222583
"SK",2000,
"SK",2001,
"SK",2002,0.0005041358
"SK",2003,
"SK",2004,
"SK",2005,0.0004554602
"SK",2006,
"SK",2007,
"SK",2008,0
"SK",2009,
"SK",2010,0.004951079
"SK",2011,0.004631929
"SK",2012,0.004369554
"SK",2013,0.004396974
"SK",2014,
"SK",2015,0.007403513
"SK",2016,
"SK",2017,
"ZA",1981,0.01763789
"ZA",1982,
"ZA",1983,
"ZA",1984,0.08333939
"ZA",1985,
"ZA",1986,
"ZA",1987,0.1340199
"ZA",1988,
"ZA",1989,
"ZA",1990,0.1327613
"ZA",1991,
"ZA",1992,
"ZA",1993,0.1773667
"ZA",1994,
"ZA",1995,
"ZA",1996,0.2564213
"ZA",1997,
"ZA",1998,
"ZA",1999,0.2643996
"ZA",2000,
"ZA",2001,
"ZA",2002,0.2608096
"ZA",2003,
"ZA",2004,
"ZA",2005,0.2406042
"ZA",2006,
"ZA",2007,
"ZA",2008,0.1882798
"ZA",2009,
"ZA",2010,0.2060297
"ZA",2011,0.2295324
"ZA",2012,0.2463353
"ZA",2013,0.2705352
"ZA",2014,
"ZA",2015,0.307035
"ZA",2016,
"ZA",2017,
"ES",1981,0.00746157
"ES",1982,
"ES",1983,
"ES",1984,0.00746157
"ES",1985,
"ES",1986,
"ES",1987,0.00746157
"ES",1988,
"ES",1989,
"ES",1990,0.00746157
"ES",1991,
"ES",1992,
"ES",1993,0.00746157
"ES",1994,
"ES",1995,
"ES",1996,0.00746157
"ES",1997,
"ES",1998,
"ES",1999,0.00746157
"ES",2000,
"ES",2001,
"ES",2002,0.00746157
"ES",2003,
"ES",2004,
"ES",2005,0.007436488
"ES",2006,
"ES",2007,
"ES",2008,0.004938765
"ES",2009,
"ES",2010,0.007495138
"ES",2011,0.01245779
"ES",2012,0.009980399
"ES",2013,0.01490414
"ES",2014,
"ES",2015,0.01232607
"ES",2016,
"ES",2017,
"LK",1981,0.01970359
"LK",1982,
"LK",1983,
"LK",1984,0.02220273
"LK",1985,
"LK",1986,
"LK",1987,0.02420675
"LK",1988,
"LK",1989,
"LK",1990,0.01947691
"LK",1991,
"LK",1992,
"LK",1993,0.01959798
"LK",1994,
"LK",1995,
"LK",1996,0.041007
"LK",1997,
"LK",1998,
"LK",1999,0.03366018
"LK",2000,
"LK",2001,
"LK",2002,0.04320803
"LK",2003,
"LK",2004,
"LK",2005,0.04648198
"LK",2006,
"LK",2007,
"LK",2008,0.03363729
"LK",2009,
"LK",2010,0.03839434
"LK",2011,0.04659129
"LK",2012,0.05840119
"LK",2013,0.06025569
"LK",2014,
"LK",2015,0.04860611
"LK",2016,
"LK",2017,
"LC",1981,0.3569426
"LC",1982,
"LC",1983,
"LC",1984,0.3871478
"LC",1985,
"LC",1986,
"LC",1987,0.3305955
"LC",1988,
"LC",1989,
"LC",1990,0.2316714
"LC",1991,
"LC",1992,
"LC",1993,0.2285653
"LC",1994,
"LC",1995,
"LC",1996,0.2570386
"LC",1997,
"LC",1998,
"LC",1999,0.2468762
"LC",2000,
"LC",2001,
"LC",2002,0.2994811
"LC",2003,
"LC",2004,
"LC",2005,0.3123757
"LC",2006,
"LC",2007,
"LC",2008,0.2989498
"LC",2009,
"LC",2010,0.3411818
"LC",2011,0.3608342
"LC",2012,0.3836659
"LC",2013,0.4162512
"LC",2014,
"LC",2015,0.4472379
"LC",2016,
"LC",2017,
"SD",1981,0.1274265
"SD",1982,
"SD",1983,
"SD",1984,0.224372
"SD",1985,
"SD",1986,
"SD",1987,0.2510905
"SD",1988,
"SD",1989,
"SD",1990,0.272868
"SD",1991,
"SD",1992,
"SD",1993,0.244066
"SD",1994,
"SD",1995,
"SD",1996,0.2725889
"SD",1997,
"SD",1998,
"SD",1999,0.2387441
"SD",2000,
"SD",2001,
"SD",2002,0.2193867
"SD",2003,
"SD",2004,
"SD",2005,0.2278493
"SD",2006,
"SD",2007,
"SD",2008,0.168661
"SD",2009,
"SD",2010,0.1903607
"SD",2011,0.1863975
"SD",2012,0.1554639
"SD",2013,0.1690875
"SD",2014,
"SD",2015,0.1818678
"SD",2016,
"SD",2017,
"SR",1981,0.1511527
"SR",1982,
"SR",1983,
"SR",1984,0.1685515
"SR",1985,
"SR",1986,
"SR",1987,0.1936712
"SR",1988,
"SR",1989,
"SR",1990,0.1782297
"SR",1991,
"SR",1992,
"SR",1993,0.1963897
"SR",1994,
"SR",1995,
"SR",1996,0.2112875
"SR",1997,
"SR",1998,
"SR",1999,0.2086777
"SR",2000,
"SR",2001,
"SR",2002,0.2112875
"SR",2003,
"SR",2004,
"SR",2005,0.2033493
"SR",2006,
"SR",2007,
"SR",2008,0.1963897
"SR",2009,
"SR",2010,0.2033493
"SR",2011,0.2086777
"SR",2012,0.2086777
"SR",2013,0.2112875
"SR",2014,
"SR",2015,0.2141148
"SR",2016,
"SR",2017,
"SE",1981,0.002379343
"SE",1982,
"SE",1983,
"SE",1984,0.002379343
"SE",1985,
"SE",1986,
"SE",1987,0.002379343
"SE",1988,
"SE",1989,
"SE",1990,0.002379343
"SE",1991,
"SE",1992,
"SE",1993,0.002379343
"SE",1994,
"SE",1995,
"SE",1996,0.002379343
"SE",1997,
"SE",1998,
"SE",1999,0.002379343
"SE",2000,
"SE",2001,
"SE",2002,0.002379343
"SE",2003,
"SE",2004,
"SE",2005,0.008677864
"SE",2006,
"SE",2007,
"SE",2008,0.004885311
"SE",2009,
"SE",2010,0.004908429
"SE",2011,0.007439115
"SE",2012,0.004747488
"SE",2013,0.007342411
"SE",2014,
"SE",2015,0.007019758
"SE",2016,
"SE",2017,
"CH",1981,0
"CH",1982,
"CH",1983,
"CH",1984,0
"CH",1985,
"CH",1986,
"CH",1987,0
"CH",1988,
"CH",1989,
"CH",1990,0
"CH",1991,
"CH",1992,
"CH",1993,0
"CH",1994,
"CH",1995,
"CH",1996,0
"CH",1997,
"CH",1998,
"CH",1999,0
"CH",2000,
"CH",2001,
"CH",2002,0
"CH",2003,
"CH",2004,
"CH",2005,0
"CH",2006,
"CH",2007,
"CH",2008,0
"CH",2009,
"CH",2010,0
"CH",2011,0
"CH",2012,0
"CH",2013,0
"CH",2014,
"CH",2015,0
"CH",2016,
"CH",2017,
"SY",1981,0.0005266565
"SY",1982,
"SY",1983,
"SY",1984,0.005946043
"SY",1985,
"SY",1986,
"SY",1987,0.01488852
"SY",1988,
"SY",1989,
"SY",1990,0.01315655
"SY",1991,
"SY",1992,
"SY",1993,0.006671531
"SY",1994,
"SY",1995,
"SY",1996,0.006976351
"SY",1997,
"SY",1998,
"SY",1999,0.009847081
"SY",2000,
"SY",2001,
"SY",2002,0.009193895
"SY",2003,
"SY",2004,
"SY",2005,0.01241874
"SY",2006,
"SY",2007,
"SY",2008,0.01198
"SY",2009,
"SY",2010,0.01023653
"SY",2011,0.02125441
"SY",2012,0.07588044
"SY",2013,0.1763634
"SY",2014,
"SY",2015,0.4410712
"SY",2016,
"SY",2017,
"TZ",1981,0.269722
"TZ",1982,
"TZ",1983,
"TZ",1984,0.3575762
"TZ",1985,
"TZ",1986,
"TZ",1987,0.3941852
"TZ",1988,
"TZ",1989,
"TZ",1990,0.4684147
"TZ",1991,
"TZ",1992,
"TZ",1993,0.5640153
"TZ",1994,
"TZ",1995,
"TZ",1996,0.7088246
"TZ",1997,
"TZ",1998,
"TZ",1999,0.7677288
"TZ",2000,
"TZ",2001,
"TZ",2002,0.7439695
"TZ",2003,
"TZ",2004,
"TZ",2005,0.6566477
"TZ",2006,
"TZ",2007,
"TZ",2008,0.6142028
"TZ",2009,
"TZ",2010,0.6185301
"TZ",2011,0.6274826
"TZ",2012,0.6362406
"TZ",2013,0.6487367
"TZ",2014,
"TZ",2015,0.6423305
"TZ",2016,
"TZ",2017,
"TH",1981,0.02117714
"TH",1982,
"TH",1983,
"TH",1984,0.03354465
"TH",1985,
"TH",1986,
"TH",1987,0.03258659
"TH",1988,
"TH",1989,
"TH",1990,0.01775579
"TH",1991,
"TH",1992,
"TH",1993,0.00948026
"TH",1994,
"TH",1995,
"TH",1996,0.006883995
"TH",1997,
"TH",1998,
"TH",1999,0.008192229
"TH",2000,
"TH",2001,
"TH",2002,0.005793521
"TH",2003,
"TH",2004,
"TH",2005,0.005889675
"TH",2006,
"TH",2007,
"TH",2008,0.002385333
"TH",2009,
"TH",2010,0.00310871
"TH",2011,0.001544643
"TH",2012,0.002992561
"TH",2013,0.002207091
"TH",2014,
"TH",2015,0.002285246
"TH",2016,
"TH",2017,
"TL",1981,0.5147301
"TL",1982,
"TL",1983,
"TL",1984,0.5434786
"TL",1985,
"TL",1986,
"TL",1987,0.708133
"TL",1988,
"TL",1989,
"TL",1990,0.6886175
"TL",1991,
"TL",1992,
"TL",1993,0.6606942
"TL",1994,
"TL",1995,
"TL",1996,0.7040769
"TL",1997,
"TL",1998,
"TL",1999,0.6800105
"TL",2000,
"TL",2001,
"TL",2002,0.3592131
"TL",2003,
"TL",2004,
"TL",2005,0.4594791
"TL",2006,
"TL",2007,
"TL",2008,0.520768
"TL",2009,
"TL",2010,0.4495535
"TL",2011,0.5199512
"TL",2012,0.544442
"TL",2013,0.5794831
"TL",2014,
"TL",2015,0.6141289
"TL",2016,
"TL",2017,
"TG",1981,0.09691921
"TG",1982,
"TG",1983,
"TG",1984,0.2259546
"TG",1985,
"TG",1986,
"TG",1987,0.2939153
"TG",1988,
"TG",1989,
"TG",1990,0.2811514
"TG",1991,
"TG",1992,
"TG",1993,0.4574656
"TG",1994,
"TG",1995,
"TG",1996,0.3929625
"TG",1997,
"TG",1998,
"TG",1999,0.3761459
"TG",2000,
"TG",2001,
"TG",2002,0.479084
"TG",2003,
"TG",2004,
"TG",2005,0.5496151
"TG",2006,
"TG",2007,
"TG",2008,0.5837516
"TG",2009,
"TG",2010,0.6061953
"TG",2011,0.6210379
"TG",2012,0.6266864
"TG",2013,0.6450508
"TG",2014,
"TG",2015,0.6500665
"TG",2016,
"TG",2017,
"TO",1981,0.01605963
"TO",1982,
"TO",1983,
"TO",1984,0.02019161
"TO",1985,
"TO",1986,
"TO",1987,0.02019161
"TO",1988,
"TO",1989,
"TO",1990,0.02019161
"TO",1991,
"TO",1992,
"TO",1993,0.02019161
"TO",1994,
"TO",1995,
"TO",1996,0.02019161
"TO",1997,
"TO",1998,
"TO",1999,0.01950875
"TO",2000,
"TO",2001,
"TO",2002,0.01700697
"TO",2003,
"TO",2004,
"TO",2005,0.01641511
"TO",2006,
"TO",2007,
"TO",2008,0.01596641
"TO",2009,
"TO",2010,0.01374487
"TO",2011,0.02114499
"TO",2012,0.02277369
"TO",2013,0.03640087
"TO",2014,
"TO",2015,0.03640087
"TO",2016,
"TO",2017,
"TT",1981,0
"TT",1982,
"TT",1983,
"TT",1984,0
"TT",1985,
"TT",1986,
"TT",1987,0
"TT",1988,
"TT",1989,
"TT",1990,0.00774518
"TT",1991,
"TT",1992,
"TT",1993,0.009954245
"TT",1994,
"TT",1995,
"TT",1996,0.01493175
"TT",1997,
"TT",1998,
"TT",1999,0.004166759
"TT",2000,
"TT",2001,
"TT",2002,0.002900307
"TT",2003,
"TT",2004,
"TT",2005,0.01110661
"TT",2006,
"TT",2007,
"TT",2008,0.006331236
"TT",2009,
"TT",2010,0.008123896
"TT",2011,0.008459851
"TT",2012,0.008380869
"TT",2013,0.01627763
"TT",2014,
"TT",2015,0.01597826
"TT",2016,
"TT",2017,
"TN",1981,0.02040851
"TN",1982,
"TN",1983,
"TN",1984,0.03378765
"TN",1985,
"TN",1986,
"TN",1987,0.04540794
"TN",1988,
"TN",1989,
"TN",1990,0.03219928
"TN",1991,
"TN",1992,
"TN",1993,0.0379196
"TN",1994,
"TN",1995,
"TN",1996,0.05019789
"TN",1997,
"TN",1998,
"TN",1999,0.02863569
"TN",2000,
"TN",2001,
"TN",2002,0.02531016
"TN",2003,
"TN",2004,
"TN",2005,0.03023781
"TN",2006,
"TN",2007,
"TN",2008,0.02928086
"TN",2009,
"TN",2010,0.03031372
"TN",2011,0.03112883
"TN",2012,0.02842075
"TN",2013,0.02796482
"TN",2014,
"TN",2015,0.03203259
"TN",2016,
"TN",2017,
"TR",1981,0.005772693
"TR",1982,
"TR",1983,
"TR",1984,0.006347295
"TR",1985,
"TR",1986,
"TR",1987,0.004570953
"TR",1988,
"TR",1989,
"TR",1990,0.004990404
"TR",1991,
"TR",1992,
"TR",1993,0.005447241
"TR",1994,
"TR",1995,
"TR",1996,0.007662658
"TR",1997,
"TR",1998,
"TR",1999,0.004614231
"TR",2000,
"TR",2001,
"TR",2002,0.007456835
"TR",2003,
"TR",2004,
"TR",2005,0.02371037
"TR",2006,
"TR",2007,
"TR",2008,0.009176829
"TR",2009,
"TR",2010,0.01431182
"TR",2011,0.01169508
"TR",2012,0.01108719
"TR",2013,0.01243744
"TR",2014,
"TR",2015,0.01452686
"TR",2016,
"TR",2017,
"UA",1981,0.001526945
"UA",1982,
"UA",1983,
"UA",1984,0.002718707
"UA",1985,
"UA",1986,
"UA",1987,0.003910469
"UA",1988,
"UA",1989,
"UA",1990,0.004580835
"UA",1991,
"UA",1992,
"UA",1993,0.00374675
"UA",1994,
"UA",1995,
"UA",1996,0.03398319
"UA",1997,
"UA",1998,
"UA",1999,0.03564795
"UA",2000,
"UA",2001,
"UA",2002,0.008762928
"UA",2003,
"UA",2004,
"UA",2005,0.00255667
"UA",2006,
"UA",2007,
"UA",2008,0.0002682109
"UA",2009,
"UA",2010,0.0002555534
"UA",2011,0.0001623692
"UA",2012,0.00127427
"UA",2013,0.0004419442
"UA",2014,
"UA",2015,0.002730814
"UA",2016,
"UA",2017,
"GB",1981,0.004933189
"GB",1982,
"GB",1983,
"GB",1984,0.004933189
"GB",1985,
"GB",1986,
"GB",1987,0.004933189
"GB",1988,
"GB",1989,
"GB",1990,0.004933189
"GB",1991,
"GB",1992,
"GB",1993,0.004933189
"GB",1994,
"GB",1995,
"GB",1996,0.004933189
"GB",1997,
"GB",1998,
"GB",1999,0.002405697
"GB",2000,
"GB",2001,
"GB",2002,0.002405697
"GB",2003,
"GB",2004,
"GB",2005,0.0049876
"GB",2006,
"GB",2007,
"GB",2008,0.002331309
"GB",2009,
"GB",2010,0.002407848
"GB",2011,0.004960549
"GB",2012,0.002477915
"GB",2013,0.002400606
"GB",2014,
"GB",2015,0.002292044
"GB",2016,
"GB",2017,
"US",1981,0.004992982
"US",1982,
"US",1983,
"US",1984,0.00499239
"US",1985,
"US",1986,
"US",1987,0.004991674
"US",1988,
"US",1989,
"US",1990,0.004990712
"US",1991,
"US",1992,
"US",1993,0.004993312
"US",1994,
"US",1995,
"US",1996,0.006642674
"US",1997,
"US",1998,
"US",1999,0.007481334
"US",2000,
"US",2001,
"US",2002,0.008730015
"US",2003,
"US",2004,
"US",2005,0.009980321
"US",2006,
"US",2007,
"US",2008,0.009989348
"US",2009,
"US",2010,0.01248703
"US",2011,0.01248367
"US",2012,0.01248032
"US",2013,0.01247697
"US",2014,
"US",2015,0.01248017
"US",2016,
"US",2017,
"UY",1981,0
"UY",1982,
"UY",1983,
"UY",1984,0.001302412
"UY",1985,
"UY",1986,
"UY",1987,0.001451967
"UY",1988,
"UY",1989,
"UY",1990,0.002604381
"UY",1991,
"UY",1992,
"UY",1993,0.001784038
"UY",1994,
"UY",1995,
"UY",1996,0.002105698
"UY",1997,
"UY",1998,
"UY",1999,0.001682245
"UY",2000,
"UY",2001,
"UY",2002,0.005409824
"UY",2003,
"UY",2004,
"UY",2005,0.005331288
"UY",2006,
"UY",2007,
"UY",2008,0.002176624
"UY",2009,
"UY",2010,0.0019094
"UY",2011,0.002454092
"UY",2012,0.002988711
"UY",2013,0.004029875
"UY",2014,
"UY",2015,0.003534377
"UY",2016,
"UY",2017,
"UZ",1981,0.1362538
"UZ",1982,
"UZ",1983,
"UZ",1984,0.1847011
"UZ",1985,
"UZ",1986,
"UZ",1987,0.1953344
"UZ",1988,
"UZ",1989,
"UZ",1990,0.1761244
"UZ",1991,
"UZ",1992,
"UZ",1993,0.2514122
"UZ",1994,
"UZ",1995,
"UZ",1996,0.3289758
"UZ",1997,
"UZ",1998,
"UZ",1999,0.3967578
"UZ",2000,
"UZ",2001,
"UZ",2002,0.4629854
"UZ",2003,
"UZ",2004,
"UZ",2005,0.5205025
"UZ",2006,
"UZ",2007,
"UZ",2008,0.4182788
"UZ",2009,
"UZ",2010,0.3834361
"UZ",2011,0.3951441
"UZ",2012,0.3715039
"UZ",2013,0.3715772
"UZ",2014,
"UZ",2015,0.3305147
"UZ",2016,
"UZ",2017,
"VU",1981,0.03572428
"VU",1982,
"VU",1983,
"VU",1984,0.0221649
"VU",1985,
"VU",1986,
"VU",1987,0.05075251
"VU",1988,
"VU",1989,
"VU",1990,0.04524044
"VU",1991,
"VU",1992,
"VU",1993,0.05337522
"VU",1994,
"VU",1995,
"VU",1996,0.06521238
"VU",1997,
"VU",1998,
"VU",1999,0.06183463
"VU",2000,
"VU",2001,
"VU",2002,0.09399113
"VU",2003,
"VU",2004,
"VU",2005,0.1201961
"VU",2006,
"VU",2007,
"VU",2008,0.1554893
"VU",2009,
"VU",2010,0.179771
"VU",2011,0.2115025
"VU",2012,0.2266065
"VU",2013,0.2527616
"VU",2014,
"VU",2015,0.2873019
"VU",2016,
"VU",2017,
"VE",1981,0
"VE",1982,
"VE",1983,
"VE",1984,0.003271603
"VE",1985,
"VE",1986,
"VE",1987,0
"VE",1988,
"VE",1989,
"VE",1990,0.05150514
"VE",1991,
"VE",1992,
"VE",1993,0.04193648
"VE",1994,
"VE",1995,
"VE",1996,0.08941186
"VE",1997,
"VE",1998,
"VE",1999,0.09009395
"VE",2000,
"VE",2001,
"VE",2002,0.1551337
"VE",2003,
"VE",2004,
"VE",2005,0.1862954
"VE",2006,
"VE",2007,
"VE",2008,0.0911419
"VE",2009,
"VE",2010,0.1040117
"VE",2011,0.1077863
"VE",2012,0.1066299
"VE",2013,0.1087013
"VE",2014,
"VE",2015,0.1181292
"VE",2016,
"VE",2017,
"VN",1981,0.4287963
"VN",1982,
"VN",1983,
"VN",1984,0.4058087
"VN",1985,
"VN",1986,
"VN",1987,0.4514901
"VN",1988,
"VN",1989,
"VN",1990,0.368223
"VN",1991,
"VN",1992,
"VN",1993,0.282883
"VN",1994,
"VN",1995,
"VN",1996,0.2482292
"VN",1997,
"VN",1998,
"VN",1999,0.2116794
"VN",2000,
"VN",2001,
"VN",2002,0.2794495
"VN",2003,
"VN",2004,
"VN",2005,0.2198059
"VN",2006,
"VN",2007,
"VN",2008,0.1687946
"VN",2009,
"VN",2010,0.06204257
"VN",2011,0.06419453
"VN",2012,0.05711004
"VN",2013,0.06501738
"VN",2014,
"VN",2015,0.06059354
"VN",2016,
"VN",2017,
"YE",1981,0.03875545
"YE",1982,
"YE",1983,
"YE",1984,0.06818502
"YE",1985,
"YE",1986,
"YE",1987,0.03150995
"YE",1988,
"YE",1989,
"YE",1990,0.03094962
"YE",1991,
"YE",1992,
"YE",1993,0.03171367
"YE",1994,
"YE",1995,
"YE",1996,0.04252668
"YE",1997,
"YE",1998,
"YE",1999,0.03866278
"YE",2000,
"YE",2001,
"YE",2002,0.05358778
"YE",2003,
"YE",2004,
"YE",2005,0.09114221
"YE",2006,
"YE",2007,
"YE",2008,0.1255823
"YE",2009,
"YE",2010,0.1412219
"YE",2011,0.2719205
"YE",2012,0.2987087
"YE",2013,0.3191646
"YE",2014,
"YE",2015,0.6388792
"YE",2016,
"YE",2017,
"ZM",1981,0.3402337
"ZM",1982,
"ZM",1983,
"ZM",1984,0.4040229
"ZM",1985,
"ZM",1986,
"ZM",1987,0.4368563
"ZM",1988,
"ZM",1989,
"ZM",1990,0.4448697
"ZM",1991,
"ZM",1992,
"ZM",1993,0.4193715
"ZM",1994,
"ZM",1995,
"ZM",1996,0.3100095
"ZM",1997,
"ZM",1998,
"ZM",1999,0.3447867
"ZM",2000,
"ZM",2001,
"ZM",2002,0.4122573
"ZM",2003,
"ZM",2004,
"ZM",2005,0.5669292
"ZM",2006,
"ZM",2007,
"ZM",2008,0.6436589
"ZM",2009,
"ZM",2010,0.6859325
"ZM",2011,0.6894053
"ZM",2012,0.6757093
"ZM",2013,0.6799736
"ZM",2014,
"ZM",2015,0.6818009
"ZM",2016,
"ZM",2017,
"ZW",1981,0
"ZW",1982,
"ZW",1983,
"ZW",1984,0.001683568
"ZW",1985,
"ZW",1986,
"ZW",1987,0.007905969
"ZW",1988,
"ZW",1989,
"ZW",1990,0.001578216
"ZW",1991,
"ZW",1992,
"ZW",1993,0.01118668
"ZW",1994,
"ZW",1995,
"ZW",1996,0.008461498
"ZW",1997,
"ZW",1998,
"ZW",1999,0.00987275
"ZW",2000,
"ZW",2001,
"ZW",2002,0.05041085
"ZW",2003,
"ZW",2004,
