"di_id","Year","Depth.Of.Extreme.Poverty"
"SV",1988,
"SV",1989,0.1086286
"SV",1990,0.1001464
"SV",1991,0.1034029
"SV",1992,
"SV",1993,0.07806423
"SV",1994,
"SV",1995,0.05373689
"SV",1996,0.05858643
"SV",1997,
"SV",1998,0.1117518
"SV",1999,0.08906347
"SV",2000,0.05080865
"SV",2001,0.05986459
"SV",2002,0.06176738
"SV",2003,0.07672592
"SV",2004,0.04862137
"SV",2005,0.04029301
"SV",2006,0.01973464
"SV",2007,0.01107001
"SV",2008,0.01786497
"SV",2009,0.01672146
"SV",2010,0.01403506
"SV",2011,0.01065986
"SV",2012,0.009558551
"SV",2013,0.007373386
"SV",2014,0.006408209
"SV",2015,0.00395876
"SV",2016,0.004963951
"SV",2017,
"EE",1981,0.003457363
"EE",1982,
"EE",1983,
"EE",1984,0.003193837
"EE",1985,
"EE",1986,
"EE",1987,0.003223582
"EE",1988,
"EE",1989,
"EE",1990,0.003048625
"EE",1991,
"EE",1992,
"EE",1993,0.004860689
"EE",1994,
"EE",1995,0.001340439
"EE",1996,0.0008408901
"EE",1997,
"EE",1998,0.0002759552
"EE",1999,0.001930927
"EE",2000,0.002824031
"EE",2001,0.002874919
"EE",2002,0.002996873
"EE",2003,0.01286159
"EE",2004,0.005582926
"EE",2005,0.00327176
"EE",2006,0.004510951
"EE",2007,0.002548329
"EE",2008,0.002248546
"EE",2009,0.002473627
"EE",2010,0.004225733
"EE",2011,0.005611266
"EE",2012,0.003811828
"EE",2013,0.006151731
"EE",2014,0.004857369
"EE",2015,0.003709645
"EE",2016,
"EE",2017,
"SZ",1981,0.644686
"SZ",1982,
"SZ",1983,
"SZ",1984,0.6465072
"SZ",1985,
"SZ",1986,
"SZ",1987,0.6002074
"SZ",1988,
"SZ",1989,
"SZ",1990,0.5216314
"SZ",1991,
"SZ",1992,
"SZ",1993,0.5187123
"SZ",1994,0.5103785
"SZ",1995,
"SZ",1996,0.3504532
"SZ",1997,
"SZ",1998,
"SZ",1999,0.2084567
"SZ",2000,0.1749363
"SZ",2001,
"SZ",2002,0.1730459
"SZ",2003,
"SZ",2004,
"SZ",2005,0.1671734
"SZ",2006,
"SZ",2007,
"SZ",2008,0.1652444
"SZ",2009,0.1663906
"SZ",2010,0.1628843
"SZ",2011,0.1619468
"SZ",2012,0.1550704
"SZ",2013,0.1444646
"SZ",2014,
"SZ",2015,0.1477556
"SZ",2016,
"SZ",2017,
"ET",1981,0.1894106
"ET",1982,
"ET",1983,
"ET",1984,0.2006263
"ET",1985,
"ET",1986,
"ET",1987,0.1976569
"ET",1988,
"ET",1989,
"ET",1990,0.2248318
"ET",1991,
"ET",1992,
"ET",1993,0.2842925
"ET",1994,
"ET",1995,0.2659095
"ET",1996,0.2248342
"ET",1997,
"ET",1998,
"ET",1999,0.1785495
"ET",2000,
"ET",2001,
"ET",2002,0.129518
"ET",2003,
"ET",2004,0.08371581
"ET",2005,0.08437277
"ET",2006,
"ET",2007,
"ET",2008,0.0880626
"ET",2009,
"ET",2010,0.0901924
"ET",2011,0.08841516
"ET",2012,0.08769868
"ET",2013,0.08426018
"ET",2014,
"ET",2015,0.07724083
"ET",2016,
"ET",2017,
"FJ",1981,0.01578548
"FJ",1982,
"FJ",1983,
"FJ",1984,0.022364
"FJ",1985,
"FJ",1986,
"FJ",1987,0.02899457
"FJ",1988,
"FJ",1989,
"FJ",1990,0.01818741
"FJ",1991,
"FJ",1992,
"FJ",1993,0.01706121
"FJ",1994,
"FJ",1995,
"FJ",1996,0.01234094
"FJ",1997,
"FJ",1998,
"FJ",1999,0.01012388
"FJ",2000,
"FJ",2001,
"FJ",2002,0.009142533
"FJ",2003,
"FJ",2004,
"FJ",2005,0.006274697
"FJ",2006,
"FJ",2007,
"FJ",2008,0.005691739
"FJ",2009,
"FJ",2010,0.004925961
"FJ",2011,0.004017632
"FJ",2012,0.003430462
"FJ",2013,0.002419482
"FJ",2014,
"FJ",2015,0.001560414
"FJ",2016,
"FJ",2017,
"FI",1981,0
"FI",1982,
"FI",1983,
"FI",1984,0
"FI",1985,
"FI",1986,
"FI",1987,0
"FI",1988,
"FI",1989,
"FI",1990,0
"FI",1991,
"FI",1992,
"FI",1993,0
"FI",1994,
"FI",1995,
"FI",1996,0
"FI",1997,
"FI",1998,
"FI",1999,0
"FI",2000,
"FI",2001,
"FI",2002,0
"FI",2003,0
"FI",2004,0
"FI",2005,0
"FI",2006,0
"FI",2007,0
"FI",2008,0
"FI",2009,0
"FI",2010,0
"FI",2011,0
"FI",2012,0
"FI",2013,0
"FI",2014,0
"FI",2015,0
"FI",2016,
"FI",2017,
"FR",1981,0.0007243828
"FR",1982,
"FR",1983,
"FR",1984,0.0006682411
"FR",1985,
"FR",1986,
"FR",1987,0.0005375943
"FR",1988,
"FR",1989,
"FR",1990,0.0003921313
"FR",1991,
"FR",1992,
"FR",1993,0.0003754741
"FR",1994,
"FR",1995,
"FR",1996,0.0002836782
"FR",1997,
"FR",1998,
"FR",1999,0.0001299273
"FR",2000,
"FR",2001,
"FR",2002,0
"FR",2003,0
"FR",2004,0
"FR",2005,0
"FR",2006,0
"FR",2007,0
"FR",2008,0
"FR",2009,0
"FR",2010,0
"FR",2011,0
"FR",2012,0
"FR",2013,0
"FR",2014,0
"FR",2015,0
"FR",2016,
"FR",2017,
"GA",1981,0.007389493
"GA",1982,
"GA",1983,
"GA",1984,0.006936382
"GA",1985,
"GA",1986,
"GA",1987,0.01985089
"GA",1988,
"GA",1989,
"GA",1990,0.01102206
"GA",1991,
"GA",1992,
"GA",1993,0.01155398
"GA",1994,
"GA",1995,
"GA",1996,0.009894285
"GA",1997,
"GA",1998,
"GA",1999,0.01303894
"GA",2000,
"GA",2001,
"GA",2002,0.01697677
"GA",2003,
"GA",2004,
"GA",2005,0.01846887
"GA",2006,
"GA",2007,
"GA",2008,0.02130387
"GA",2009,
"GA",2010,0.01870156
"GA",2011,0.01583582
"GA",2012,0.01407277
"GA",2013,0.01227413
"GA",2014,
"GA",2015,0.009816456
"GA",2016,
"GA",2017,0.008479228
"GM",1981,0.3297681
"GM",1982,
"GM",1983,
"GM",1984,0.3242975
"GM",1985,
"GM",1986,
"GM",1987,0.351875
"GM",1988,
"GM",1989,
"GM",1990,0.3501988
"GM",1991,
"GM",1992,
"GM",1993,0.3507719
"GM",1994,
"GM",1995,
"GM",1996,0.3685903
"GM",1997,
"GM",1998,0.3598235
"GM",1999,0.2521108
"GM",2000,
"GM",2001,
"GM",2002,0.2928219
"GM",2003,0.1771753
"GM",2004,
"GM",2005,0.1577336
"GM",2006,
"GM",2007,
"GM",2008,0.113926
"GM",2009,
"GM",2010,0.07451951
"GM",2011,0.0762739
"GM",2012,0.06064331
"GM",2013,0.04706684
"GM",2014,
"GM",2015,0.02537376
"GM",2016,
"GM",2017,
"GE",1981,0
"GE",1982,
"GE",1983,
"GE",1984,0
"GE",1985,
"GE",1986,
"GE",1987,0
"GE",1988,
"GE",1989,
"GE",1990,0
"GE",1991,
"GE",1992,
"GE",1993,0.01659665
"GE",1994,
"GE",1995,
"GE",1996,0.01214399
"GE",1997,0.06152865
"GE",1998,0.05803066
"GE",1999,0.06959695
"GE",2000,0.07518628
"GE",2001,0.07119651
"GE",2002,0.03390654
"GE",2003,0.03576326
"GE",2004,0.03551017
"GE",2005,0.03689863
"GE",2006,0.03565345
"GE",2007,0.04015995
"GE",2008,0.03626721
"GE",2009,0.03100908
"GE",2010,0.04019201
"GE",2011,0.03787124
"GE",2012,0.02529081
"GE",2013,0.01714571
"GE",2014,0.0132752
"GE",2015,0.009841195
"GE",2016,0.01030848
"GE",2017,
"DE",1981,0
"DE",1982,
"DE",1983,
"DE",1984,0
"DE",1985,
"DE",1986,
"DE",1987,0
"DE",1988,
"DE",1989,
"DE",1990,0
"DE",1991,0
"DE",1992,
"DE",1993,0.0007744618
"DE",1994,0.001161454
"DE",1995,
"DE",1996,0.0007649556
"DE",1997,
"DE",1998,
"DE",1999,0.0001871264
"DE",2000,0
"DE",2001,0
"DE",2002,0
"DE",2003,
"DE",2004,0
"DE",2005,0
"DE",2006,0
"DE",2007,0
"DE",2008,0
"DE",2009,
"DE",2010,0
"DE",2011,0
"DE",2012,0
"DE",2013,0
"DE",2014,
"DE",2015,0
"DE",2016,
"DE",2017,
"GH",1981,0.1247463
"GH",1982,
"GH",1983,
"GH",1984,0.1637255
"GH",1985,
"GH",1986,
"GH",1987,0.1469248
"GH",1988,0.138285
"GH",1989,
"GH",1990,0.1585895
"GH",1991,0.1771675
"GH",1992,
"GH",1993,0.1615419
"GH",1994,
"GH",1995,
"GH",1996,0.1414345
"GH",1997,
"GH",1998,0.1228769
"GH",1999,0.1181344
"GH",2000,
"GH",2001,
"GH",2002,0.1073729
"GH",2003,
"GH",2004,
"GH",2005,0.0869555
"GH",2006,
"GH",2007,
"GH",2008,0.0676182
"GH",2009,
"GH",2010,0.05734298
"GH",2011,0.04490464
"GH",2012,0.03825549
"GH",2013,0.03381686
"GH",2014,
"GH",2015,0.03126767
"GH",2016,
"GH",2017,
"GR",1981,0.00466206
"GR",1982,
"GR",1983,
"GR",1984,0.004544068
"GR",1985,
"GR",1986,
"GR",1987,0.004526539
"GR",1988,
"GR",1989,
"GR",1990,0.004336253
"GR",1991,
"GR",1992,
"GR",1993,0.004324667
"GR",1994,
"GR",1995,
"GR",1996,0.004286407
"GR",1997,
"GR",1998,
"GR",1999,0.004206682
"GR",2000,
"GR",2001,
"GR",2002,0.004127468
"GR",2003,0.004090819
"GR",2004,0.004930709
"GR",2005,0.002052721
"GR",2006,0.003279634
"GR",2007,0.004092058
"GR",2008,0.002208308
"GR",2009,0.004904714
"GR",2010,0.007202336
"GR",2011,0.008487465
"GR",2012,0.006372209
"GR",2013,0.003293324
"GR",2014,0.008273564
"GR",2015,0.007872642
"GR",2016,
"GR",2017,
"GT",1981,0.2000378
"GT",1982,
"GT",1983,
"GT",1984,0.2257534
"GT",1985,
"GT",1986,0.2346825
"GT",1987,0.2133225
"GT",1988,
"GT",1989,0.1757465
"GT",1990,0.1640166
"GT",1991,
"GT",1992,
"GT",1993,0.1130471
"GT",1994,
"GT",1995,
"GT",1996,0.07185024
"GT",1997,
"GT",1998,0.05069821
"GT",1999,0.04110248
"GT",2000,0.03292251
"GT",2001,
"GT",2002,0.03457736
"GT",2003,
"GT",2004,
"GT",2005,0.03673932
"GT",2006,0.03729226
"GT",2007,
"GT",2008,0.03234927
"GT",2009,
"GT",2010,0.03189472
"GT",2011,0.03021333
"GT",2012,0.0288718
"GT",2013,0.02715281
"GT",2014,0.02521978
"GT",2015,0.02312404
"GT",2016,
"GT",2017,
"GN",1981,0.6187152
"GN",1982,
"GN",1983,
"GN",1984,0.627385
"GN",1985,
"GN",1986,
"GN",1987,0.6186937
"GN",1988,
"GN",1989,
"GN",1990,0.6105831
"GN",1991,0.6189194
"GN",1992,
"GN",1993,0.3448462
"GN",1994,0.1949929
"GN",1995,
"GN",1996,0.2186415
"GN",1997,
"GN",1998,
"GN",1999,0.240866
"GN",2000,
"GN",2001,
"GN",2002,0.2617996
"GN",2003,
"GN",2004,
"GN",2005,0.2509943
"GN",2006,
"GN",2007,0.237101
"GN",2008,0.1985823
"GN",2009,
"GN",2010,0.207359
"GN",2011,0.1516129
"GN",2012,0.1033857
"GN",2013,0.09939205
"GN",2014,
"GN",2015,0.09369029
"GN",2016,
"GN",2017,
"GW",1981,0.253555
"GW",1982,
"GW",1983,
"GW",1984,0.2491747
"GW",1985,
"GW",1986,
"GW",1987,0.2517828
"GW",1988,
"GW",1989,
"GW",1990,0.2319335
"GW",1991,0.2267203
"GW",1992,
"GW",1993,0.2836776
"GW",1994,
"GW",1995,
"GW",1996,0.1932466
"GW",1997,
"GW",1998,
"GW",1999,0.2436769
"GW",2000,
"GW",2001,
"GW",2002,0.1863163
"GW",2003,
"GW",2004,
"GW",2005,0.2310031
"GW",2006,
"GW",2007,
"GW",2008,0.2756561
"GW",2009,
"GW",2010,0.3053304
"GW",2011,0.2864705
"GW",2012,0.3020611
"GW",2013,0.2999103
"GW",2014,
"GW",2015,0.293593
"GW",2016,
"GW",2017,
"GY",1981,0.0998106
"GY",1982,
"GY",1983,
"GY",1984,0.152555
"GY",1985,
"GY",1986,
"GY",1987,0.1416987
"GY",1988,
"GY",1989,
"GY",1990,0.1656799
"GY",1991,
"GY",1992,0.1278624
"GY",1993,0.1130692
"GY",1994,
"GY",1995,
"GY",1996,0.05801455
"GY",1997,
"GY",1998,0.04984069
"GY",1999,0.04694829
"GY",2000,
"GY",2001,
"GY",2002,0.04496658
"GY",2003,
"GY",2004,
"GY",2005,0.04465076
"GY",2006,
"GY",2007,
"GY",2008,0.03381828
"GY",2009,
"GY",2010,0.02896085
"GY",2011,0.02616214
"GY",2012,0.02361095
"GY",2013,0.02141584
"GY",2014,
"GY",2015,0.01878253
"GY",2016,
"GY",2017,
"HN",1981,0.1874481
"HN",1982,
"HN",1983,
"HN",1984,0.1909381
"HN",1985,
"HN",1986,
"HN",1987,0.1942023
"HN",1988,
"HN",1989,0.1909938
"HN",1990,0.2074026
"HN",1991,0.133949
"HN",1992,0.1079398
"HN",1993,0.08835535
"HN",1994,0.1063699
"HN",1995,0.11107
"HN",1996,0.1334031
"HN",1997,0.07776762
"HN",1998,0.1309407
"HN",1999,0.1293522
"HN",2000,
"HN",2001,0.08413814
"HN",2002,0.1007248
"HN",2003,0.1262821
"HN",2004,0.1205451
"HN",2005,0.13035
"HN",2006,0.1062337
"HN",2007,0.06528972
"HN",2008,0.06618458
"HN",2009,0.04760378
"HN",2010,0.05304123
"HN",2011,0.06975536
"HN",2012,0.08045049
"HN",2013,0.0664001
"HN",2014,0.05371774
"HN",2015,0.056361
"HN",2016,0.06349254
"HN",2017,
"HU",1981,0.0006232467
"HU",1982,
"HU",1983,
"HU",1984,0.0006020848
"HU",1985,
"HU",1986,
"HU",1987,0.0005603212
"HU",1988,
"HU",1989,0.0001952695
"HU",1990,0.0005500433
"HU",1991,
"HU",1992,
"HU",1993,0.001577335
"HU",1994,
"HU",1995,
"HU",1996,0.001426191
"HU",1997,
"HU",1998,2.55163e-05
"HU",1999,9.151809e-05
"HU",2000,0
"HU",2001,0
"HU",2002,0
"HU",2003,1.999182e-05
"HU",2004,0.0003060312
"HU",2005,0
"HU",2006,0.000446351
"HU",2007,0
"HU",2008,0
"HU",2009,0
"HU",2010,0
"HU",2011,0
"HU",2012,0.001718094
"HU",2013,3.315768e-05
"HU",2014,0.004331505
"HU",2015,0.002969983
"HU",2016,
"HU",2017,
"IS",1981,0
"IS",1982,
"IS",1983,
"IS",1984,0
"IS",1985,
"IS",1986,
"IS",1987,0
"IS",1988,
"IS",1989,
"IS",1990,0
"IS",1991,
"IS",1992,
"IS",1993,0
"IS",1994,
"IS",1995,
"IS",1996,0
"IS",1997,
"IS",1998,
"IS",1999,0
"IS",2000,
"IS",2001,
"IS",2002,0
"IS",2003,0
"IS",2004,0.0002402162
"IS",2005,0
"IS",2006,0.0004443601
"IS",2007,0
"IS",2008,0
"IS",2009,0
"IS",2010,0.0001346889
"IS",2011,0.0002520336
"IS",2012,0
"IS",2013,0
"IS",2014,0
"IS",2015,0
"IS",2016,
"IS",2017,
"IN",1981,0.1854185
"IN",1982,
"IN",1983,0.1710454
"IN",1984,0.1684632
"IN",1985,
"IN",1986,
"IN",1987,0.1481465
"IN",1988,
"IN",1989,
"IN",1990,0.1292201
"IN",1991,
"IN",1992,
"IN",1993,0.1221529
"IN",1994,
"IN",1995,
"IN",1996,0.1122874
"IN",1997,
"IN",1998,
"IN",1999,0.1057502
"IN",2000,
"IN",2001,
"IN",2002,0.1014292
"IN",2003,
"IN",2004,0.09190612
"IN",2005,0.0896159
"IN",2006,
"IN",2007,
"IN",2008,0.07613461
"IN",2009,0.06973435
"IN",2010,0.0610189
"IN",2011,0.04486348
"IN",2012,0.04032696
"IN",2013,0.03395136
"IN",2014,
"IN",2015,0.02378247
"IN",2016,
"IN",2017,
"ID",1981,0.3131987
"ID",1982,
"ID",1983,
"ID",1984,0.2748344
"ID",1985,
"ID",1986,
"ID",1987,0.2581983
"ID",1988,
"ID",1989,
"ID",1990,0.1795922
"ID",1991,
"ID",1992,
"ID",1993,0.1781737
"ID",1994,
"ID",1995,
"ID",1996,0.1301248
"ID",1997,
"ID",1998,0.2240125
"ID",1999,0.1008316
"ID",2000,0.09065907
"ID",2001,0.07720926
"ID",2002,0.04203111
"ID",2003,0.04293551
"ID",2004,0.05230905
"ID",2005,0.04299641
"ID",2006,0.06307852
"ID",2007,0.04735315
"ID",2008,0.04278148
"ID",2009,0.03539993
"ID",2010,0.02852893
"ID",2011,0.02317249
"ID",2012,0.01893922
"ID",2013,0.01411761
"ID",2014,0.01184795
"ID",2015,0.01185342
"ID",2016,0.01010791
"ID",2017,0.008624012
"IR",1981,0.02612635
"IR",1982,
"IR",1983,
"IR",1984,0.01312801
"IR",1985,
"IR",1986,0.01586741
"IR",1987,0.02340471
"IR",1988,
"IR",1989,
"IR",1990,0.01415032
"IR",1991,
"IR",1992,
"IR",1993,0.005778594
"IR",1994,0.006120462
"IR",1995,
"IR",1996,0.006096145
"IR",1997,
"IR",1998,0.004147677
"IR",1999,0.004089504
"IR",2000,
"IR",2001,
"IR",2002,0.001431909
"IR",2003,
"IR",2004,
"IR",2005,0.0008490342
"IR",2006,0.0007523958
"IR",2007,
"IR",2008,0.002013599
"IR",2009,0.002677151
"IR",2010,0.001895601
"IR",2011,0.001213912
"IR",2012,0.0007636864
"IR",2013,0.0002152123
"IR",2014,0.0004988702
"IR",2015,0.0006171773
"IR",2016,
"IR",2017,
"IQ",1981,0.01122514
"IQ",1982,
"IQ",1983,
"IQ",1984,0.02802946
"IQ",1985,
"IQ",1986,
"IQ",1987,0.01975633
"IQ",1988,
"IQ",1989,
"IQ",1990,0.003552527
"IQ",1991,
"IQ",1992,
"IQ",1993,0.04676622
"IQ",1994,
"IQ",1995,
"IQ",1996,0.03531774
"IQ",1997,
"IQ",1998,
"IQ",1999,0.002457702
"IQ",2000,
"IQ",2001,
"IQ",2002,0.004574928
"IQ",2003,
"IQ",2004,
"IQ",2005,0.004706343
"IQ",2006,0.003439103
"IQ",2007,
"IQ",2008,0.003565094
"IQ",2009,
"IQ",2010,0.003943623
"IQ",2011,0.003995609
"IQ",2012,0.003707736
"IQ",2013,0.003116826
"IQ",2014,
"IQ",2015,0.003298839
"IQ",2016,
"IQ",2017,
"IE",1981,0.001352489
"IE",1982,
"IE",1983,
"IE",1984,0.001422604
"IE",1985,
"IE",1986,
"IE",1987,0.001322221
"IE",1988,
"IE",1989,
"IE",1990,0.001170945
"IE",1991,
"IE",1992,
"IE",1993,0.001096779
"IE",1994,
"IE",1995,
"IE",1996,0.0009111993
"IE",1997,
"IE",1998,
"IE",1999,0.0005609372
"IE",2000,
"IE",2001,
"IE",2002,0.0002547947
"IE",2003,0.0002187826
"IE",2004,0
"IE",2005,0
"IE",2006,0.0005828778
"IE",2007,0
"IE",2008,0.001088832
"IE",2009,0.003465847
"IE",2010,0.003256293
"IE",2011,0.003538299
"IE",2012,0.001291727
"IE",2013,0.004676957
"IE",2014,0.002601582
"IE",2015,0.002172205
"IE",2016,
"IE",2017,
"IL",1981,0.0003103268
"IL",1982,
"IL",1983,
"IL",1984,0.0007752941
"IL",1985,
"IL",1986,0.001083097
"IL",1987,0.0008954954
"IL",1988,
"IL",1989,
"IL",1990,0.0005384909
"IL",1991,
"IL",1992,0.0002532569
"IL",1993,0.0006000622
"IL",1994,
"IL",1995,
"IL",1996,0.001664345
"IL",1997,0.002034542
"IL",1998,
"IL",1999,0.001229669
"IL",2000,
"IL",2001,0.0002889864
"IL",2002,0.001086501
"IL",2003,
"IL",2004,
"IL",2005,0.00339721
"IL",2006,
"IL",2007,0.001661198
"IL",2008,0.001551087
"IL",2009,
"IL",2010,0.001312151
"IL",2011,0.002022585
"IL",2012,0.002735249
"IL",2013,0.002697502
"IL",2014,
"IL",2015,0.00260291
"IL",2016,
"IL",2017,
"IT",1981,0.006667885
"IT",1982,
"IT",1983,
"IT",1984,0.006547014
"IT",1985,
"IT",1986,
"IT",1987,0.006171387
"IT",1988,
"IT",1989,
"IT",1990,0.005781265
"IT",1991,
"IT",1992,
"IT",1993,0.00573601
"IT",1994,
"IT",1995,
"IT",1996,0.005644918
"IT",1997,
"IT",1998,
"IT",1999,0.005481385
"IT",2000,
"IT",2001,
"IT",2002,0.00542866
"IT",2003,0.005421159
"IT",2004,0.004774321
"IT",2005,0.00499686
"IT",2006,0.004962275
"IT",2007,0.005051203
"IT",2008,0.00495878
"IT",2009,0.006152012
"IT",2010,0.009181829
"IT",2011,0.00872738
"IT",2012,0.008251785
"IT",2013,0.01084085
"IT",2014,0.009069632
"IT",2015,0.0141094
"IT",2016,
"IT",2017,
"JM",1981,0.01866944
"JM",1982,
"JM",1983,
"JM",1984,0.01998704
"JM",1985,
"JM",1986,
"JM",1987,0.01823868
"JM",1988,0.01670366
"JM",1989,
"JM",1990,0.008897193
"JM",1991,
"JM",1992,
"JM",1993,0.02571726
"JM",1994,
"JM",1995,
"JM",1996,0.008254187
"JM",1997,
"JM",1998,
"JM",1999,0.007254274
"JM",2000,
"JM",2001,
"JM",2002,0.007331092
"JM",2003,
"JM",2004,0.003732455
"JM",2005,0.003691473
"JM",2006,
"JM",2007,
"JM",2008,0.003464419
"JM",2009,
"JM",2010,0.004404956
"JM",2011,0.004219717
"JM",2012,0.004367369
"JM",2013,0.004350262
"JM",2014,
"JM",2015,0.004226517
"JM",2016,
"JM",2017,
"JP",1981,0.002726176
"JP",1982,
"JP",1983,
"JP",1984,0.00254429
"JP",1985,
"JP",1986,
"JP",1987,0.002305808
"JP",1988,
"JP",1989,
"JP",1990,0.001948282
"JP",1991,
"JP",1992,
"JP",1993,0.001820745
"JP",1994,
"JP",1995,
"JP",1996,0.0016453
"JP",1997,
"JP",1998,
"JP",1999,0.001627761
"JP",2000,
"JP",2001,
"JP",2002,0.00154844
"JP",2003,
"JP",2004,
"JP",2005,0.001528835
"JP",2006,
"JP",2007,
"JP",2008,0.001523978
"JP",2009,
"JP",2010,0.001512543
"JP",2011,0.001513945
"JP",2012,0.001498734
"JP",2013,0.001480889
"JP",2014,
"JP",2015,0.001488307
"JP",2016,
"JP",2017,
"JO",1981,0
"JO",1982,
"JO",1983,
"JO",1984,0
"JO",1985,
"JO",1986,0
"JO",1987,0.0001525716
"JO",1988,
"JO",1989,
"JO",1990,0.004306161
"JO",1991,
"JO",1992,0.004654935
"JO",1993,0.004506283
"JO",1994,
"JO",1995,
"JO",1996,0.003328046
"JO",1997,0.002912113
"JO",1998,
"JO",1999,0.002678394
"JO",2000,
"JO",2001,
"JO",2002,0.001502347
"JO",2003,
"JO",2004,
"JO",2005,0.000665916
"JO",2006,0.0004610032
"JO",2007,
"JO",2008,0.0001578198
"JO",2009,
"JO",2010,0.0002542634
"JO",2011,0.0002913421
"JO",2012,0.0003268223
"JO",2013,0.0003643714
"JO",2014,
"JO",2015,0.0004209035
"JO",2016,
"JO",2017,
"KZ",1981,0.002501668
"KZ",1982,
"KZ",1983,
"KZ",1984,0.001138339
"KZ",1985,
"KZ",1986,
"KZ",1987,0.001507272
"KZ",1988,
"KZ",1989,
"KZ",1990,0.00311283
"KZ",1991,
"KZ",1992,
"KZ",1993,0.009739362
"KZ",1994,
"KZ",1995,
"KZ",1996,0.01754183
"KZ",1997,
"KZ",1998,
"KZ",1999,0.02583597
"KZ",2000,
"KZ",2001,0.02580199
"KZ",2002,0.01419769
"KZ",2003,0.009245971
"KZ",2004,0.003810359
"KZ",2005,0.01600213
"KZ",2006,0.001062126
"KZ",2007,0.0003995461
"KZ",2008,4.133289e-05
"KZ",2009,0.0001698345
"KZ",2010,0.0001762264
"KZ",2011,6.198309e-05
"KZ",2012,4.771423e-05
"KZ",2013,4.442518e-05
"KZ",2014,7.852885e-06
"KZ",2015,1.222329e-05
"KZ",2016,
"KZ",2017,
"KE",1981,0.11353
"KE",1982,
"KE",1983,
"KE",1984,0.1271436
"KE",1985,
"KE",1986,
"KE",1987,0.1151345
"KE",1988,
"KE",1989,
"KE",1990,0.1067298
"KE",1991,
"KE",1992,0.1178483
"KE",1993,0.1481363
"KE",1994,0.1133595
"KE",1995,
"KE",1996,0.09789257
"KE",1997,0.09781711
"KE",1998,
"KE",1999,0.1155202
"KE",2000,
"KE",2001,
"KE",2002,0.1508189
"KE",2003,
"KE",2004,
"KE",2005,0.1627593
"KE",2006,
"KE",2007,
"KE",2008,0.1512425
"KE",2009,
"KE",2010,0.1420333
"KE",2011,0.1373434
"KE",2012,0.1330029
"KE",2013,0.1283406
"KE",2014,
"KE",2015,0.1191331
"KE",2016,
"KE",2017,
"KI",1981,0.01576603
"KI",1982,
"KI",1983,
"KI",1984,0.0128506
"KI",1985,
"KI",1986,
"KI",1987,0.02777488
"KI",1988,
"KI",1989,
"KI",1990,0.03025237
"KI",1991,
"KI",1992,
"KI",1993,0.03282565
"KI",1994,
"KI",1995,
"KI",1996,0.03352667
"KI",1997,
"KI",1998,
"KI",1999,0.03215949
"KI",2000,
"KI",2001,
"KI",2002,0.02925258
"KI",2003,
"KI",2004,
"KI",2005,0.02957986
"KI",2006,0.0329955
"KI",2007,
"KI",2008,0.03708139
"KI",2009,
"KI",2010,0.04274687
"KI",2011,0.04444663
"KI",2012,0.04092677
"KI",2013,0.03701888
"KI",2014,
"KI",2015,0.02997516
"KI",2016,
"KI",2017,
"KR",1981,0.008397799
"KR",1982,
"KR",1983,
"KR",1984,0.005981569
"KR",1985,
"KR",1986,
"KR",1987,0.004473515
"KR",1988,
"KR",1989,
"KR",1990,0.003268047
"KR",1991,
"KR",1992,
"KR",1993,0.002705027
"KR",1994,
"KR",1995,
"KR",1996,0.00213318
"KR",1997,
"KR",1998,
"KR",1999,0.002130598
"KR",2000,
"KR",2001,
"KR",2002,0.001657756
"KR",2003,
"KR",2004,
"KR",2005,0.001632896
"KR",2006,0.0015981
"KR",2007,
"KR",2008,0.001561523
"KR",2009,
"KR",2010,0.001982943
"KR",2011,0.001525505
"KR",2012,0.001138493
"KR",2013,0.001119271
"KR",2014,
"KR",2015,0.00108088
"KR",2016,
"KR",2017,
"KG",1981,0.02675609
"KG",1982,
"KG",1983,
"KG",1984,0.02518463
"KG",1985,
"KG",1986,
"KG",1987,0.02725532
"KG",1988,
"KG",1989,
"KG",1990,0.0319064
"KG",1991,
"KG",1992,
"KG",1993,0.06934986
"KG",1994,
"KG",1995,
"KG",1996,0.1239712
"KG",1997,
"KG",1998,0.1160072
"KG",1999,0.07679923
"KG",2000,0.1126628
"KG",2001,0.09261394
"KG",2002,0.08703686
"KG",2003,0.06180867
"KG",2004,0.02775679
"KG",2005,0.03061351
"KG",2006,0.01782902
"KG",2007,0.01987454
"KG",2008,0.007487907
"KG",2009,0.00337034
"KG",2010,0.01089985
"KG",2011,0.002224884
"KG",2012,0.007431989
"KG",2013,0.004784687
"KG",2014,0.002263878
"KG",2015,0.004729818
"KG",2016,0.002414435
"KG",2017,
"LV",1981,0
"LV",1982,
"LV",1983,
"LV",1984,0
"LV",1985,
"LV",1986,
"LV",1987,0
"LV",1988,
"LV",1989,
"LV",1990,0
"LV",1991,
"LV",1992,
"LV",1993,0
"LV",1994,
"LV",1995,0
"LV",1996,0.001941581
"LV",1997,0.003496999
"LV",1998,0.004029503
"LV",1999,0.003493143
"LV",2000,
"LV",2001,
"LV",2002,0.002062604
"LV",2003,0.001020762
"LV",2004,0.01248155
"LV",2005,0.01160101
"LV",2006,0.008255792
"LV",2007,0.003323112
"LV",2008,3.738005e-05
"LV",2009,0.009533785
"LV",2010,0.007459519
