"di_id","Year","Depth.Of.Extreme.Poverty"
"LV",2011,0.004546217
"LV",2012,0.004846404
"LV",2013,0.00623278
"LV",2014,0.003851542
"LV",2015,0.003530445
"LV",2016,
"LV",2017,
"LS",1981,0.259133
"LS",1982,
"LS",1983,
"LS",1984,0.2471541
"LS",1985,
"LS",1986,0.2402678
"LS",1987,0.247854
"LS",1988,
"LS",1989,
"LS",1990,0.2565613
"LS",1991,
"LS",1992,
"LS",1993,0.2740827
"LS",1994,0.2838981
"LS",1995,
"LS",1996,0.2877809
"LS",1997,
"LS",1998,
"LS",1999,0.3098098
"LS",2000,
"LS",2001,
"LS",2002,0.3216193
"LS",2003,
"LS",2004,
"LS",2005,0.3225508
"LS",2006,
"LS",2007,
"LS",2008,0.3184605
"LS",2009,
"LS",2010,0.3182673
"LS",2011,0.3029129
"LS",2012,0.2904002
"LS",2013,0.2889971
"LS",2014,
"LS",2015,0.2812696
"LS",2016,
"LS",2017,
"LR",1981,0.01461801
"LR",1982,
"LR",1983,
"LR",1984,0.01978776
"LR",1985,
"LR",1986,
"LR",1987,0.02192815
"LR",1988,
"LR",1989,
"LR",1990,0.1765864
"LR",1991,
"LR",1992,
"LR",1993,0.5497554
"LR",1994,
"LR",1995,
"LR",1996,0.6419071
"LR",1997,
"LR",1998,
"LR",1999,0.2628957
"LR",2000,
"LR",2001,
"LR",2002,0.1883826
"LR",2003,
"LR",2004,
"LR",2005,0.3201641
"LR",2006,
"LR",2007,0.2813843
"LR",2008,0.2540491
"LR",2009,
"LR",2010,0.218304
"LR",2011,0.1794047
"LR",2012,0.1452465
"LR",2013,0.1243859
"LR",2014,0.1166098
"LR",2015,0.1233501
"LR",2016,
"LR",2017,
"LT",1981,0
"LT",1982,
"LT",1983,
"LT",1984,0
"LT",1985,
"LT",1986,
"LT",1987,0
"LT",1988,
"LT",1989,
"LT",1990,0
"LT",1991,
"LT",1992,
"LT",1993,0.009073103
"LT",1994,
"LT",1995,
"LT",1996,0
"LT",1997,
"LT",1998,0.0005737608
"LT",1999,0.0004703495
"LT",2000,0.0003118709
"LT",2001,0.001396702
"LT",2002,0.0007291482
"LT",2003,0.000342054
"LT",2004,0.01315461
"LT",2005,0.00872804
"LT",2006,0.007151507
"LT",2007,0.007967579
"LT",2008,0.0002793812
"LT",2009,0.01166719
"LT",2010,0.01012779
"LT",2011,0.004877712
"LT",2012,0.006580941
"LT",2013,0.004706203
"LT",2014,0.006730618
"LT",2015,0.005360265
"LT",2016,
"LT",2017,
"LU",1981,0.0002981865
"LU",1982,
"LU",1983,
"LU",1984,0.0002599331
"LU",1985,
"LU",1986,
"LU",1987,8.589875e-05
"LU",1988,
"LU",1989,
"LU",1990,0
"LU",1991,
"LU",1992,
"LU",1993,0
"LU",1994,
"LU",1995,
"LU",1996,0
"LU",1997,
"LU",1998,
"LU",1999,0
"LU",2000,
"LU",2001,
"LU",2002,0
"LU",2003,0
"LU",2004,0
"LU",2005,0
"LU",2006,0
"LU",2007,0
"LU",2008,0
"LU",2009,0
"LU",2010,0
"LU",2011,0
"LU",2012,0
"LU",2013,0.0002704225
"LU",2014,0.0003853049
"LU",2015,0.001931734
"LU",2016,
"LU",2017,
"MG",1981,0.2180844
"MG",1982,
"MG",1983,
"MG",1984,0.2442018
"MG",1985,
"MG",1986,
"MG",1987,0.2573059
"MG",1988,
"MG",1989,
"MG",1990,0.2436944
"MG",1991,
"MG",1992,
"MG",1993,0.2968446
"MG",1994,
"MG",1995,
"MG",1996,0.2910695
"MG",1997,0.278908
"MG",1998,
"MG",1999,0.274916
"MG",2000,
"MG",2001,0.3434277
"MG",2002,0.3882798
"MG",2003,
"MG",2004,
"MG",2005,0.3072292
"MG",2006,
"MG",2007,
"MG",2008,0.3141927
"MG",2009,
"MG",2010,0.381813
"MG",2011,0.3890314
"MG",2012,0.3899845
"MG",2013,0.391849
"MG",2014,
"MG",2015,0.3882361
"MG",2016,
"MG",2017,
"MW",1981,0.2571604
"MW",1982,
"MW",1983,
"MW",1984,0.2464963
"MW",1985,
"MW",1986,
"MW",1987,0.287783
"MW",1988,
"MW",1989,
"MW",1990,0.3079417
"MW",1991,
"MW",1992,
"MW",1993,0.2812001
"MW",1994,
"MW",1995,
"MW",1996,0.2490477
"MW",1997,0.2424995
"MW",1998,
"MW",1999,0.2512601
"MW",2000,
"MW",2001,
"MW",2002,0.3157616
"MW",2003,
"MW",2004,0.3100903
"MW",2005,0.3150457
"MW",2006,
"MW",2007,
"MW",2008,0.3268833
"MW",2009,
"MW",2010,0.3344192
"MW",2011,0.3306333
"MW",2012,0.3347661
"MW",2013,0.3267039
"MW",2014,
"MW",2015,0.3173603
"MW",2016,
"MW",2017,
"MY",1981,0.007219308
"MY",1982,
"MY",1983,
"MY",1984,0.005846687
"MY",1985,
"MY",1986,
"MY",1987,0.003159265
"MY",1988,
"MY",1989,0.002452342
"MY",1990,0.001797984
"MY",1991,
"MY",1992,0.001021324
"MY",1993,0.001513807
"MY",1994,
"MY",1995,0.002111165
"MY",1996,0.0006158384
"MY",1997,0.0003483541
"MY",1998,
"MY",1999,0.001536896
"MY",2000,
"MY",2001,
"MY",2002,0.0010976
"MY",2003,
"MY",2004,0.0008687244
"MY",2005,0.001087101
"MY",2006,
"MY",2007,0.001173106
"MY",2008,0.00103225
"MY",2009,
"MY",2010,0.0004413223
"MY",2011,0.0001537922
"MY",2012,7.201942e-05
"MY",2013,4.004669e-05
"MY",2014,
"MY",2015,1.658781e-05
"MY",2016,
"MY",2017,
"ML",1981,0.5616578
"ML",1982,
"ML",1983,
"ML",1984,0.5994223
"ML",1985,
"ML",1986,
"ML",1987,0.5491573
"ML",1988,
"ML",1989,
"ML",1990,0.536696
"ML",1991,
"ML",1992,
"ML",1993,0.5247287
"ML",1994,0.5213598
"ML",1995,
"ML",1996,0.4728904
"ML",1997,
"ML",1998,
"ML",1999,0.3349351
"ML",2000,
"ML",2001,0.2317742
"ML",2002,0.2292921
"ML",2003,
"ML",2004,
"ML",2005,0.1860066
"ML",2006,0.1772322
"ML",2007,
"ML",2008,0.1689185
"ML",2009,0.1545074
"ML",2010,0.153718
"ML",2011,0.1532208
"ML",2012,0.166339
"ML",2013,0.1685265
"ML",2014,
"ML",2015,0.1452911
"ML",2016,
"ML",2017,
"MT",1981,0.003824865
"MT",1982,
"MT",1983,
"MT",1984,0.003856784
"MT",1985,
"MT",1986,
"MT",1987,0.003649589
"MT",1988,
"MT",1989,
"MT",1990,0.002952554
"MT",1991,
"MT",1992,
"MT",1993,0.002740321
"MT",1994,
"MT",1995,
"MT",1996,0.002437956
"MT",1997,
"MT",1998,
"MT",1999,0.002102687
"MT",2000,
"MT",2001,
"MT",2002,0.001938368
"MT",2003,
"MT",2004,
"MT",2005,0.001715339
"MT",2006,0.001637109
"MT",2007,0.002028245
"MT",2008,0.0001247827
"MT",2009,0.001920567
"MT",2010,0.001170263
"MT",2011,0.00127299
"MT",2012,1.111931e-05
"MT",2013,0
"MT",2014,0
"MT",2015,0
"MT",2016,
"MT",2017,
"MR",1981,0.1548558
"MR",1982,
"MR",1983,
"MR",1984,0.1781207
"MR",1985,
"MR",1986,
"MR",1987,0.1734816
"MR",1988,
"MR",1989,
"MR",1990,0.1610096
"MR",1991,
"MR",1992,
"MR",1993,0.1366383
"MR",1994,
"MR",1995,0.06127489
"MR",1996,0.05808466
"MR",1997,
"MR",1998,
"MR",1999,0.05156494
"MR",2000,0.05254041
"MR",2001,
"MR",2002,0.04985534
"MR",2003,
"MR",2004,0.03591258
"MR",2005,0.03309791
"MR",2006,
"MR",2007,
"MR",2008,0.02731856
"MR",2009,
"MR",2010,0.02580953
"MR",2011,0.02301086
"MR",2012,0.01996821
"MR",2013,0.01678743
"MR",2014,0.01419721
"MR",2015,0.01488791
"MR",2016,
"MR",2017,
"MU",1981,0.05011974
"MU",1982,
"MU",1983,
"MU",1984,0.03982627
"MU",1985,
"MU",1986,
"MU",1987,0.01828998
"MU",1988,
"MU",1989,
"MU",1990,0.01030586
"MU",1991,
"MU",1992,
"MU",1993,0.006604884
"MU",1994,
"MU",1995,
"MU",1996,0.004383733
"MU",1997,
"MU",1998,
"MU",1999,0.002824282
"MU",2000,
"MU",2001,
"MU",2002,0.001731656
"MU",2003,
"MU",2004,
"MU",2005,0.001154724
"MU",2006,0.0006917302
"MU",2007,
"MU",2008,0.0007941669
"MU",2009,
"MU",2010,0.0009337273
"MU",2011,0.0009928128
"MU",2012,0.001053669
"MU",2013,0.0009276232
"MU",2014,
"MU",2015,0.0006774248
"MU",2016,
"MU",2017,
"MX",1981,0.01741896
"MX",1982,
"MX",1983,
"MX",1984,0.02331346
"MX",1985,
"MX",1986,
"MX",1987,0.02829352
"MX",1988,
"MX",1989,0.02222768
"MX",1990,0.02248904
"MX",1991,
"MX",1992,0.02182784
"MX",1993,0.01868424
"MX",1994,0.01658164
"MX",1995,
"MX",1996,0.03373968
"MX",1997,
"MX",1998,0.03586872
"MX",1999,0.03203927
"MX",2000,0.02709416
"MX",2001,
"MX",2002,0.01735514
"MX",2003,
"MX",2004,0.01557048
"MX",2005,0.0177206
"MX",2006,0.008354498
"MX",2007,
"MX",2008,0.009603981
"MX",2009,
"MX",2010,0.01082622
"MX",2011,0.009582883
"MX",2012,0.00836439
"MX",2013,0.009378504
"MX",2014,0.01043934
"MX",2015,0.008134721
"MX",2016,0.005832018
"MX",2017,
"MN",1981,0.03183333
"MN",1982,
"MN",1983,
"MN",1984,0.02042914
"MN",1985,
"MN",1986,
"MN",1987,0.01355696
"MN",1988,
"MN",1989,
"MN",1990,0.01438113
"MN",1991,
"MN",1992,
"MN",1993,0.03834876
"MN",1994,
"MN",1995,0.03043411
"MN",1996,0.04970515
"MN",1997,
"MN",1998,0.08046661
"MN",1999,0.05855418
"MN",2000,
"MN",2001,
"MN",2002,0.02417532
"MN",2003,
"MN",2004,
"MN",2005,0.007860281
"MN",2006,
"MN",2007,0.002252772
"MN",2008,0.001972528
"MN",2009,
"MN",2010,0.001025313
"MN",2011,0.0006421694
"MN",2012,0.0006100037
"MN",2013,0.0004116101
"MN",2014,0.0002989456
"MN",2015,0.0002425431
"MN",2016,0.0006632774
"MN",2017,
"MA",1981,0.03615731
"MA",1982,
"MA",1983,
"MA",1984,0.0241114
"MA",1985,
"MA",1986,
"MA",1987,0.01354039
"MA",1988,
"MA",1989,
"MA",1990,0.006266171
"MA",1991,
"MA",1992,
"MA",1993,0.01061583
"MA",1994,
"MA",1995,
"MA",1996,0.009097152
"MA",1997,
"MA",1998,0.01318794
"MA",1999,0.01299045
"MA",2000,0.01297812
"MA",2001,
"MA",2002,0.01198358
"MA",2003,
"MA",2004,
"MA",2005,0.008337467
"MA",2006,0.006041676
"MA",2007,
"MA",2008,0.004330346
"MA",2009,
"MA",2010,0.003178041
"MA",2011,0.002514236
"MA",2012,0.002131011
"MA",2013,0.001903521
"MA",2014,
"MA",2015,0.00161869
"MA",2016,
"MA",2017,
"MZ",1981,0.5167073
"MZ",1982,
"MZ",1983,
"MZ",1984,0.627381
"MZ",1985,
"MZ",1986,
"MZ",1987,0.5957116
"MZ",1988,
"MZ",1989,
"MZ",1990,0.5552478
"MZ",1991,
"MZ",1992,
"MZ",1993,0.5618512
"MZ",1994,
"MZ",1995,
"MZ",1996,0.4932921
"MZ",1997,
"MZ",1998,
"MZ",1999,0.4476913
"MZ",2000,
"MZ",2001,
"MZ",2002,0.4083672
"MZ",2003,
"MZ",2004,
"MZ",2005,0.3662251
"MZ",2006,
"MZ",2007,
"MZ",2008,0.3213674
"MZ",2009,
"MZ",2010,0.3074534
"MZ",2011,0.3006516
"MZ",2012,0.2940413
"MZ",2013,0.2880193
"MZ",2014,0.2792434
"MZ",2015,0.2724599
"MZ",2016,
"MZ",2017,
"MM",1981,0.5734326
"MM",1982,
"MM",1983,
"MM",1984,0.5432059
"MM",1985,
"MM",1986,
"MM",1987,0.5743403
"MM",1988,
"MM",1989,
"MM",1990,0.6120643
"MM",1991,
"MM",1992,
"MM",1993,0.5741936
"MM",1994,
"MM",1995,
"MM",1996,0.5100386
"MM",1997,
"MM",1998,
"MM",1999,0.4351301
"MM",2000,
"MM",2001,
"MM",2002,0.2976955
"MM",2003,
"MM",2004,
"MM",2005,0.1573762
"MM",2006,
"MM",2007,
"MM",2008,0.07043969
"MM",2009,
"MM",2010,0.04069024
"MM",2011,0.03507558
"MM",2012,0.02873708
"MM",2013,0.02266546
"MM",2014,
"MM",2015,0.01471907
"MM",2016,
"MM",2017,
"NA",1981,0.2168817
"NA",1982,
"NA",1983,
"NA",1984,0.240177
"NA",1985,
"NA",1986,
"NA",1987,0.2471419
"NA",1988,
"NA",1989,
"NA",1990,0.2669992
"NA",1991,
"NA",1992,
"NA",1993,0.258487
"NA",1994,
"NA",1995,
"NA",1996,0.2592181
"NA",1997,
"NA",1998,
"NA",1999,0.1337947
"NA",2000,
"NA",2001,
"NA",2002,0.1244714
"NA",2003,0.1017252
"NA",2004,
"NA",2005,0.09240463
"NA",2006,
"NA",2007,
"NA",2008,0.07100202
"NA",2009,0.06645453
"NA",2010,0.06181472
"NA",2011,0.0568503
"NA",2012,0.05360932
"NA",2013,0.0503849
"NA",2014,
"NA",2015,0.0454313
"NA",2016,
"NA",2017,
"NP",1981,0.3061351
"NP",1982,
"NP",1983,
"NP",1984,0.2922241
"NP",1985,
"NP",1986,
"NP",1987,0.2672093
"NP",1988,
"NP",1989,
"NP",1990,0.2690746
"NP",1991,
"NP",1992,
"NP",1993,0.2436401
"NP",1994,
"NP",1995,0.2120443
"NP",1996,0.2034242
"NP",1997,
"NP",1998,
"NP",1999,0.1800444
"NP",2000,
"NP",2001,
"NP",2002,0.1442794
"NP",2003,0.1448735
"NP",2004,
"NP",2005,0.1159645
"NP",2006,
"NP",2007,
"NP",2008,0.06769142
"NP",2009,
"NP",2010,0.03187638
"NP",2011,0.03105903
"NP",2012,0.01784998
"NP",2013,0.01678849
"NP",2014,
"NP",2015,0.01390566
"NP",2016,
"NP",2017,
"NL",1981,0.00152591
"NL",1982,
"NL",1983,
"NL",1984,0.001552766
"NL",1985,
"NL",1986,
"NL",1987,0.001418346
"NL",1988,
"NL",1989,
"NL",1990,0.001298472
"NL",1991,
"NL",1992,
"NL",1993,0.001277578
"NL",1994,
"NL",1995,
"NL",1996,0.001189421
"NL",1997,
"NL",1998,
"NL",1999,0.00102272
"NL",2000,
"NL",2001,
"NL",2002,0.0009576935
"NL",2003,
"NL",2004,0.0009641532
"NL",2005,0
"NL",2006,0
"NL",2007,0
"NL",2008,0
"NL",2009,0.0004846413
"NL",2010,0
"NL",2011,0
"NL",2012,0
"NL",2013,0
"NL",2014,0
"NL",2015,0
"NL",2016,
"NL",2017,
"NI",1981,0.02176023
"NI",1982,
"NI",1983,
"NI",1984,0.02530633
"NI",1985,
"NI",1986,
"NI",1987,0.03529095
"NI",1988,
"NI",1989,
"NI",1990,0.05974059
"NI",1991,
"NI",1992,
"NI",1993,0.06951736
"NI",1994,
"NI",1995,
"NI",1996,0.05623808
"NI",1997,
"NI",1998,0.04387839
"NI",1999,0.04684363
"NI",2000,
"NI",2001,0.04879837
"NI",2002,0.04384391
"NI",2003,
"NI",2004,
"NI",2005,0.03605716
"NI",2006,
"NI",2007,
"NI",2008,0.01921141
"NI",2009,0.01937971
"NI",2010,0.01684873
"NI",2011,0.01517226
"NI",2012,0.01217187
"NI",2013,0.009635192
"NI",2014,0.007302187
"NI",2015,0.006369388
"NI",2016,
"NI",2017,
"NE",1981,0.1766396
"NE",1982,
"NE",1983,
"NE",1984,0.297613
"NE",1985,
"NE",1986,
"NE",1987,0.2758862
"NE",1988,
"NE",1989,
"NE",1990,0.2873077
"NE",1991,
"NE",1992,0.3412476
"NE",1993,0.351416
"NE",1994,0.4313296
"NE",1995,
"NE",1996,0.4205201
"NE",1997,
"NE",1998,
"NE",1999,0.3906828
"NE",2000,
"NE",2001,
"NE",2002,0.3751014
"NE",2003,
"NE",2004,
"NE",2005,0.3549738
"NE",2006,
"NE",2007,0.2874539
"NE",2008,0.2455246
"NE",2009,
"NE",2010,0.1712015
"NE",2011,0.139079
"NE",2012,0.1280299
"NE",2013,0.134072
"NE",2014,0.1347612
"NE",2015,0.1346184
"NE",2016,
"NE",2017,
"NG",1981,0.1749236
"NG",1982,
"NG",1983,
"NG",1984,0.2236725
"NG",1985,0.215278
"NG",1986,
"NG",1987,0.2980556
"NG",1988,
"NG",1989,
"NG",1990,0.2556536
"NG",1991,
"NG",1992,0.2737355
"NG",1993,0.2823426
"NG",1994,
"NG",1995,
"NG",1996,0.3107513
"NG",1997,
"NG",1998,
"NG",1999,0.3208831
"NG",2000,
"NG",2001,
"NG",2002,0.3055714
"NG",2003,0.2191524
"NG",2004,
"NG",2005,0.217671
"NG",2006,
"NG",2007,
"NG",2008,0.2182191
"NG",2009,0.2176222
"NG",2010,0.2150511
"NG",2011,0.2084644
"NG",2012,0.2037778
"NG",2013,0.1958947
"NG",2014,
"NG",2015,0.1856905
"NG",2016,
"NG",2017,
"NO",1981,0.001587398
"NO",1982,
"NO",1983,
"NO",1984,0.001547931
"NO",1985,
"NO",1986,
"NO",1987,0.001449261
"NO",1988,
"NO",1989,
"NO",1990,0.001478009
"NO",1991,
"NO",1992,
"NO",1993,0.001434803
"NO",1994,
"NO",1995,
"NO",1996,0.00132752
"NO",1997,
"NO",1998,
"NO",1999,0.001247903
"NO",2000,
"NO",2001,
"NO",2002,0.001163947
"NO",2003,0.00113399
"NO",2004,0.002254172
"NO",2005,0.001428318
"NO",2006,0.0005061429
"NO",2007,0.0004008313
"NO",2008,0.001262091
"NO",2009,0
"NO",2010,0
"NO",2011,0
"NO",2012,0
"NO",2013,0
"NO",2014,0
"NO",2015,0.000388039
"NO",2016,
"NO",2017,
"PK",1981,0.2674333
"PK",1982,
"PK",1983,
"PK",1984,0.2333799
"PK",1985,
"PK",1986,
"PK",1987,0.2062976
"PK",1988,
"PK",1989,
"PK",1990,0.1901176
"PK",1991,
"PK",1992,
"PK",1993,0.1088294
"PK",1994,
"PK",1995,
"PK",1996,0.03143425
"PK",1997,
"PK",1998,0.04760005
"PK",1999,0.0443319
"PK",2000,
"PK",2001,0.05783614
"PK",2002,0.05768968
"PK",2003,
"PK",2004,0.03433863
"PK",2005,0.0277656
"PK",2006,
"PK",2007,0.02122561
"PK",2008,0.01884932
"PK",2009,
"PK",2010,0.01437017
"PK",2011,0.01149243
"PK",2012,0.009507562
"PK",2013,0.01027281
"PK",2014,
"PK",2015,0.006904295
"PK",2016,
"PK",2017,
"PA",1981,0.0407193
"PA",1982,
"PA",1983,
"PA",1984,0.08871491
"PA",1985,
"PA",1986,
"PA",1987,0.1367409
"PA",1988,
"PA",1989,0.1631535
"PA",1990,0.1637685
"PA",1991,0.1398109
"PA",1992,
"PA",1993,0.119198
"PA",1994,
"PA",1995,0.1104049
"PA",1996,0.1033681
"PA",1997,0.09222338
"PA",1998,0.09930098
"PA",1999,0.08466451
"PA",2000,0.06602188
"PA",2001,0.08028808
"PA",2002,0.04526474
"PA",2003,0.04644903
"PA",2004,0.03996684
"PA",2005,0.03840616
"PA",2006,0.04515928
"PA",2007,0.02700082
"PA",2008,0.02223366
"PA",2009,0.008510919
"PA",2010,0.01261948
"PA",2011,0.008823048
"PA",2012,0.01353342
"PA",2013,0.007869059
"PA",2014,0.01109232
"PA",2015,0.005325237
"PA",2016,0.00539939
"PA",2017,
"PG",1981,0.3403158
"PG",1982,
"PG",1983,
"PG",1984,0.3542212
"PG",1985,
"PG",1986,
"PG",1987,0.3452033
"PG",1988,
"PG",1989,
"PG",1990,0.37032
"PG",1991,
"PG",1992,
"PG",1993,0.2866171
"PG",1994,
"PG",1995,
"PG",1996,0.2810771
"PG",1997,
"PG",1998,
"PG",1999,0.2842117
"PG",2000,
"PG",2001,
"PG",2002,0.2789554
"PG",2003,
"PG",2004,
"PG",2005,0.2361134
"PG",2006,
"PG",2007,
"PG",2008,0.1888892
"PG",2009,0.1479986
"PG",2010,0.1425578
"PG",2011,0.1451733
"PG",2012,0.1397875
"PG",2013,0.1362097
"PG",2014,
"PG",2015,0.102998
"PG",2016,
"PG",2017,
"PY",1981,0.003540987
"PY",1982,
"PY",1983,
"PY",1984,0.00491771
"PY",1985,
"PY",1986,
"PY",1987,0.003827928
"PY",1988,
"PY",1989,
"PY",1990,0.002923842
"PY",1991,
"PY",1992,
"PY",1993,0.03577713
"PY",1994,
"PY",1995,0.05250478
"PY",1996,0.04980494
"PY",1997,0.04528962
"PY",1998,
"PY",1999,0.04070683
"PY",2000,
"PY",2001,0.03282153
"PY",2002,0.04964726
"PY",2003,0.02723187
"PY",2004,0.01729217
"PY",2005,0.02036064
"PY",2006,0.0243473
"PY",2007,0.02429812
"PY",2008,0.01273969
"PY",2009,0.01659454
"PY",2010,0.01726194
"PY",2011,0.01584826
"PY",2012,0.009170046
"PY",2013,0.006350366
"PY",2014,0.006092414
"PY",2015,0.004087979
"PY",2016,0.003326793
"PY",2017,
"PE",1981,0.005325263
"PE",1982,
"PE",1983,
"PE",1984,0.007722722
"PE",1985,0.006568272
"PE",1986,
"PE",1987,0.007218255
"PE",1988,
"PE",1989,
"PE",1990,0.03203998
"PE",1991,
"PE",1992,
"PE",1993,0.04452777
"PE",1994,0.04111659
"PE",1995,
"PE",1996,0.07443293
"PE",1997,0.072276
"PE",1998,0.06874272
"PE",1999,0.07235877
"PE",2000,0.06060515
"PE",2001,0.06323685
"PE",2002,0.055719
"PE",2003,0.03807303
"PE",2004,0.04537212
"PE",2005,0.0540406
"PE",2006,0.04632263
"PE",2007,0.0369356
"PE",2008,0.0277527
"PE",2009,0.02164908
"PE",2010,0.01572263
"PE",2011,0.0140996
"PE",2012,0.01376363
"PE",2013,0.01168153
"PE",2014,0.009962785
"PE",2015,0.009747466
"PE",2016,0.00911565
"PE",2017,
"PH",1981,0.0586506
"PH",1982,
"PH",1983,
"PH",1984,0.0660552
"PH",1985,0.07383175
"PH",1986,
"PH",1987,0.06892348
"PH",1988,0.0622134
"PH",1989,
"PH",1990,0.06291602
"PH",1991,0.06826134
"PH",1992,
"PH",1993,0.06522954
"PH",1994,0.0631466
"PH",1995,
"PH",1996,0.04962391
"PH",1997,0.04083089
"PH",1998,
"PH",1999,0.03478221
"PH",2000,0.03022451
"PH",2001,
"PH",2002,0.02897897
"PH",2003,0.02816935
"PH",2004,
"PH",2005,0.03007345
"PH",2006,0.03110154
"PH",2007,
"PH",2008,0.02319833
"PH",2009,0.02101643
"PH",2010,0.02444923
"PH",2011,0.0253314
"PH",2012,0.02469915
"PH",2013,0.02157509
"PH",2014,
"PH",2015,0.01566581
"PH",2016,
"PH",2017,
"PL",1981,0.001275811
"PL",1982,
"PL",1983,
"PL",1984,0.001310367
"PL",1985,0.001282351
"PL",1986,
"PL",1987,0.0008992991
"PL",1988,
"PL",1989,0.0007754901
"PL",1990,0.002229646
"PL",1991,
"PL",1992,
"PL",1993,0.0002952727
"PL",1994,
"PL",1995,
"PL",1996,0.004924598
"PL",1997,
"PL",1998,2.976339e-05
"PL",1999,8.871469e-05
"PL",2000,0.0001976273
"PL",2001,0.0001709928
"PL",2002,6.565184e-05
"PL",2003,4.779717e-05
"PL",2004,0.0001526673
"PL",2005,0.0002342976
"PL",2006,2.757819e-05
"PL",2007,5.506372e-05
"PL",2008,1.384193e-05
"PL",2009,9.083507e-06
"PL",2010,0
"PL",2011,2.20305e-05
"PL",2012,3.336941e-05
"PL",2013,2.279251e-06
"PL",2014,3.777543e-06
"PL",2015,0
"PL",2016,1.05647e-05
"PL",2017,
"PT",1981,0.00780563
"PT",1982,
"PT",1983,
"PT",1984,0.008046503
"PT",1985,
"PT",1986,
"PT",1987,0.007260025
"PT",1988,
"PT",1989,
"PT",1990,0.006254706
"PT",1991,
"PT",1992,
"PT",1993,0.005751778
"PT",1994,
"PT",1995,
"PT",1996,0.005576098
"PT",1997,
"PT",1998,
"PT",1999,0.005036935
"PT",2000,
"PT",2001,
"PT",2002,0.004839834
"PT",2003,0.004873064
"PT",2004,0.002577551
"PT",2005,0.002726711
"PT",2006,0
"PT",2007,0.0009893222
"PT",2008,0.0004367596
"PT",2009,0.0005820135
"PT",2010,0.0003950327
"PT",2011,0.00188884
"PT",2012,0.003608552
"PT",2013,0.003848092
"PT",2014,0.002319184
"PT",2015,0.002534566
"PT",2016,
"PT",2017,
"RO",1981,0.002586474
"RO",1982,
"RO",1983,
"RO",1984,0.002817707
"RO",1985,
"RO",1986,
"RO",1987,0.002860077
"RO",1988,
"RO",1989,0.002857726
"RO",1990,0.002710676
"RO",1991,
"RO",1992,0.002958709
"RO",1993,0.01539236
"RO",1994,0.02445364
"RO",1995,
"RO",1996,0.02506167
"RO",1997,
"RO",1998,0.004393388
"RO",1999,0.01320044
"RO",2000,0.01551128
"RO",2001,0.01099598
"RO",2002,0.01206799
"RO",2003,0.007457739
"RO",2004,0.002813074
"RO",2005,0.002699139
"RO",2006,0.003357795
"RO",2007,0.0008222247
"RO",2008,0
"RO",2009,0
"RO",2010,0
"RO",2011,0
"RO",2012,0
"RO",2013,0
"RO",2014,0.02780564
"RO",2015,0.01909897
"RO",2016,0
"RO",2017,
"RU",1981,0.001287841
"RU",1982,
"RU",1983,
"RU",1984,0.0003891838
"RU",1985,
"RU",1986,
"RU",1987,0.0004454059
"RU",1988,
"RU",1989,
"RU",1990,0.001170227
"RU",1991,
"RU",1992,
"RU",1993,0.002384836
"RU",1994,
"RU",1995,
"RU",1996,0.006086926
"RU",1997,0.002652598
"RU",1998,0.003984912
"RU",1999,0.008227777
"RU",2000,0.005140115
"RU",2001,0.00317336
"RU",2002,0.00144644
"RU",2003,0.001712574
"RU",2004,0.001743222
"RU",2005,0.001187314
"RU",2006,0.0005999648
"RU",2007,0.0002703451
"RU",2008,0.0001785187
"RU",2009,8.416974e-05
"RU",2010,0.0001337331
"RU",2011,4.809709e-05
"RU",2012,3.630246e-05
"RU",2013,5.552487e-06
"RU",2014,1.978225e-05
"RU",2015,2.798748e-05
"RU",2016,
"RU",2017,
"RW",1981,0.155556
"RW",1982,
"RW",1983,
"RW",1984,0.183849
"RW",1985,
"RW",1986,
"RW",1987,0.2168077
"RW",1988,
"RW",1989,
"RW",1990,0.2577876
"RW",1991,
"RW",1992,
"RW",1993,0.2646204
"RW",1994,
"RW",1995,
"RW",1996,0.3746193
"RW",1997,
"RW",1998,
"RW",1999,0.3782142
"RW",2000,0.3710291
"RW",2001,
"RW",2002,0.3391862
"RW",2003,
"RW",2004,
"RW",2005,0.3146885
"RW",2006,
"RW",2007,
"RW",2008,0.2786401
"RW",2009,
"RW",2010,0.2582224
"RW",2011,0.2462061
"RW",2012,0.2259808
"RW",2013,0.2148477
"RW",2014,
"RW",2015,0.1763163
"RW",2016,
"RW",2017,
"WS",1981,0.01635793
"WS",1982,
"WS",1983,
"WS",1984,0.01587676
"WS",1985,
"WS",1986,
"WS",1987,0.01078577
"WS",1988,
"WS",1989,
"WS",1990,0.01260898
"WS",1991,
"WS",1992,
"WS",1993,0.01327405
"WS",1994,
"WS",1995,
"WS",1996,0.009087673
"WS",1997,
"WS",1998,
"WS",1999,0.007673254
"WS",2000,
"WS",2001,
"WS",2002,0.0029165
"WS",2003,
"WS",2004,
"WS",2005,0.001465256
"WS",2006,
"WS",2007,
"WS",2008,0.0008486173
"WS",2009,
"WS",2010,0.001344513
"WS",2011,0.0009183508
"WS",2012,0.0009455059
"WS",2013,0.001176867
"WS",2014,
"WS",2015,0.001055128
"WS",2016,
"WS",2017,
"SN",1981,0.3406117
"SN",1982,
"SN",1983,
"SN",1984,0.3507231
"SN",1985,
"SN",1986,
"SN",1987,0.3411488
"SN",1988,
"SN",1989,
