"di_id","Year","ModeratePovertyPercentage"
"CH",1981,0.002404439
"CH",1982,
"CH",1983,
"CH",1984,0.002404439
"CH",1985,
"CH",1986,
"CH",1987,0.002404439
"CH",1988,
"CH",1989,
"CH",1990,0.002404439
"CH",1991,
"CH",1992,
"CH",1993,0.002404439
"CH",1994,
"CH",1995,
"CH",1996,0.002404439
"CH",1997,
"CH",1998,
"CH",1999,0.002404439
"CH",2000,
"CH",2001,
"CH",2002,0.002404439
"CH",2003,
"CH",2004,
"CH",2005,0.002404439
"CH",2006,
"CH",2007,
"CH",2008,0.002294417
"CH",2009,
"CH",2010,0.002267963
"CH",2011,0
"CH",2012,0
"CH",2013,0
"CH",2014,
"CH",2015,0
"CH",2016,
"CH",2017,
"SY",1981,0.2406525
"SY",1982,
"SY",1983,
"SY",1984,0.3112885
"SY",1985,
"SY",1986,
"SY",1987,0.3589645
"SY",1988,
"SY",1989,
"SY",1990,0.3484897
"SY",1991,
"SY",1992,
"SY",1993,0.2422423
"SY",1994,
"SY",1995,
"SY",1996,0.1871381
"SY",1997,
"SY",1998,
"SY",1999,0.2093669
"SY",2000,
"SY",2001,
"SY",2002,0.1685293
"SY",2003,
"SY",2004,
"SY",2005,0.1386167
"SY",2006,
"SY",2007,
"SY",2008,0.1064504
"SY",2009,
"SY",2010,0.07588044
"SY",2011,0.0961177
"SY",2012,0.2017325
"SY",2013,0.3226622
"SY",2014,
"SY",2015,0.5654911
"SY",2016,
"SY",2017,
"TZ",1981,0.8863184
"TZ",1982,
"TZ",1983,
"TZ",1984,0.882645
"TZ",1985,
"TZ",1986,
"TZ",1987,0.8667963
"TZ",1988,
"TZ",1989,
"TZ",1990,0.9001625
"TZ",1991,
"TZ",1992,
"TZ",1993,0.9241182
"TZ",1994,
"TZ",1995,
"TZ",1996,0.9423234
"TZ",1997,
"TZ",1998,
"TZ",1999,0.9555761
"TZ",2000,
"TZ",2001,
"TZ",2002,0.9359782
"TZ",2003,
"TZ",2004,
"TZ",2005,0.8755604
"TZ",2006,
"TZ",2007,
"TZ",2008,0.8286499
"TZ",2009,
"TZ",2010,0.8124107
"TZ",2011,0.7961648
"TZ",2012,0.7888327
"TZ",2013,0.7718603
"TZ",2014,
"TZ",2015,0.7393534
"TZ",2016,
"TZ",2017,
"TH",1981,0.4314425
"TH",1982,
"TH",1983,
"TH",1984,0.4203521
"TH",1985,
"TH",1986,
"TH",1987,0.4086466
"TH",1988,
"TH",1989,
"TH",1990,0.3623344
"TH",1991,
"TH",1992,
"TH",1993,0.2425292
"TH",1994,
"TH",1995,
"TH",1996,0.1524029
"TH",1997,
"TH",1998,
"TH",1999,0.1842167
"TH",2000,
"TH",2001,
"TH",2002,0.1210093
"TH",2003,
"TH",2004,
"TH",2005,0.07031313
"TH",2006,
"TH",2007,
"TH",2008,0.0343416
"TH",2009,
"TH",2010,0.0248377
"TH",2011,0.01356173
"TH",2012,0.01455885
"TH",2013,0.01096273
"TH",2014,
"TH",2015,0.004946349
"TH",2016,
"TH",2017,
"TL",1981,0.9552553
"TL",1982,
"TL",1983,
"TL",1984,0.940535
"TL",1985,
"TL",1986,
"TL",1987,0.9652052
"TL",1988,
"TL",1989,
"TL",1990,0.9636094
"TL",1991,
"TL",1992,
"TL",1993,0.9520339
"TL",1994,
"TL",1995,
"TL",1996,0.9497474
"TL",1997,
"TL",1998,
"TL",1999,0.940039
"TL",2000,
"TL",2001,
"TL",2002,0.7737368
"TL",2003,
"TL",2004,
"TL",2005,0.8176197
"TL",2006,
"TL",2007,
"TL",2008,0.8329869
"TL",2009,
"TL",2010,0.7576016
"TL",2011,0.765928
"TL",2012,0.7593721
"TL",2013,0.748623
"TL",2014,
"TL",2015,0.737276
"TL",2016,
"TL",2017,
"TG",1981,0.6674361
"TG",1982,
"TG",1983,
"TG",1984,0.7304317
"TG",1985,
"TG",1986,
"TG",1987,0.7424077
"TG",1988,
"TG",1989,
"TG",1990,0.7356334
"TG",1991,
"TG",1992,
"TG",1993,0.826882
"TG",1994,
"TG",1995,
"TG",1996,0.7586641
"TG",1997,
"TG",1998,
"TG",1999,0.7436965
"TG",2000,
"TG",2001,
"TG",2002,0.7824228
"TG",2003,
"TG",2004,
"TG",2005,0.7819883
"TG",2006,
"TG",2007,
"TG",2008,0.7757258
"TG",2009,
"TG",2010,0.7651999
"TG",2011,0.7542891
"TG",2012,0.7497836
"TG",2013,0.745594
"TG",2014,
"TG",2015,0.7318344
"TG",2016,
"TG",2017,
"TO",1981,0.2372956
"TO",1982,
"TO",1983,
"TO",1984,0.2062156
"TO",1985,
"TO",1986,
"TO",1987,0.1599081
"TO",1988,
"TO",1989,
"TO",1990,0.1800216
"TO",1991,
"TO",1992,
"TO",1993,0.1359617
"TO",1994,
"TO",1995,
"TO",1996,0.1132269
"TO",1997,
"TO",1998,
"TO",1999,0.09417056
"TO",2000,
"TO",2001,
"TO",2002,0.07892777
"TO",2003,
"TO",2004,
"TO",2005,0.08000989
"TO",2006,
"TO",2007,
"TO",2008,0.08968559
"TO",2009,
"TO",2010,0.08058708
"TO",2011,0.07690475
"TO",2012,0.07367114
"TO",2013,0.08413692
"TO",2014,
"TO",2015,0.0700404
"TO",2016,
"TO",2017,
"TT",1981,0.03574204
"TT",1982,
"TT",1983,
"TT",1984,0.06611582
"TT",1985,
"TT",1986,
"TT",1987,0.0789566
"TT",1988,
"TT",1989,
"TT",1990,0.1434249
"TT",1991,
"TT",1992,
"TT",1993,0.1146537
"TT",1994,
"TT",1995,
"TT",1996,0.1192817
"TT",1997,
"TT",1998,
"TT",1999,0.03714649
"TT",2000,
"TT",2001,
"TT",2002,0.01890455
"TT",2003,
"TT",2004,
"TT",2005,0.05894892
"TT",2006,
"TT",2007,
"TT",2008,0.02734193
"TT",2009,
"TT",2010,0.02890375
"TT",2011,0.02435907
"TT",2012,0.02161713
"TT",2013,0.03466041
"TT",2014,
"TT",2015,0.02814017
"TT",2016,
"TT",2017,
"TN",1981,0.3776667
"TN",1982,
"TN",1983,
"TN",1984,0.3589165
"TN",1985,
"TN",1986,
"TN",1987,0.3414979
"TN",1988,
"TN",1989,
"TN",1990,0.2888875
"TN",1991,
"TN",1992,
"TN",1993,0.2957041
"TN",1994,
"TN",1995,
"TN",1996,0.2868427
"TN",1997,
"TN",1998,
"TN",1999,0.2307046
"TN",2000,
"TN",2001,
"TN",2002,0.1875408
"TN",2003,
"TN",2004,
"TN",2005,0.1471719
"TN",2006,
"TN",2007,
"TN",2008,0.1151172
"TN",2009,
"TN",2010,0.09571771
"TN",2011,0.08063343
"TN",2012,0.06636691
"TN",2013,0.05648277
"TN",2014,
"TN",2015,0.05445077
"TN",2016,
"TN",2017,
"TR",1981,0.2415367
"TR",1982,
"TR",1983,
"TR",1984,0.1811786
"TR",1985,
"TR",1986,
"TR",1987,0.1089811
"TR",1988,
"TR",1989,
"TR",1990,0.1077981
"TR",1991,
"TR",1992,
"TR",1993,0.1032964
"TR",1994,
"TR",1995,
"TR",1996,0.1085756
"TR",1997,
"TR",1998,
"TR",1999,0.09567141
"TR",2000,
"TR",2001,
"TR",2002,0.1073634
"TR",2003,
"TR",2004,
"TR",2005,0.09951939
"TR",2006,
"TR",2007,
"TR",2008,0.05986123
"TR",2009,
"TR",2010,0.04543356
"TR",2011,0.04142071
"TR",2012,0.03444351
"TR",2013,0.02893357
"TR",2014,
"TR",2015,0.02733615
"TR",2016,
"TR",2017,
"UA",1981,0.0858441
"UA",1982,
"UA",1983,
"UA",1984,0.06733455
"UA",1985,
"UA",1986,
"UA",1987,0.06625452
"UA",1988,
"UA",1989,
"UA",1990,0.0753417
"UA",1991,
"UA",1992,
"UA",1993,0.09573329
"UA",1994,
"UA",1995,
"UA",1996,0.2269719
"UA",1997,
"UA",1998,
"UA",1999,0.3700884
"UA",2000,
"UA",2001,
"UA",2002,0.1186507
"UA",2003,
"UA",2004,
"UA",2005,0.0264939
"UA",2006,
"UA",2007,
"UA",2008,0.004467123
"UA",2009,
"UA",2010,0.002971897
"UA",2011,0.001974417
"UA",2012,0.002198781
"UA",2013,0.001080389
"UA",2014,
"UA",2015,0.00514133
"UA",2016,
"UA",2017,
"GB",1981,0.01482358
"GB",1982,
"GB",1983,
"GB",1984,0.01249964
"GB",1985,
"GB",1986,
"GB",1987,0.009983938
"GB",1988,
"GB",1989,
"GB",1990,0.009983938
"GB",1991,
"GB",1992,
"GB",1993,0.009983938
"GB",1994,
"GB",1995,
"GB",1996,0.007339703
"GB",1997,
"GB",1998,
"GB",1999,0.007339703
"GB",2000,
"GB",2001,
"GB",2002,0.004933189
"GB",2003,
"GB",2004,
"GB",2005,0.007387759
"GB",2006,
"GB",2007,
"GB",2008,0.004944078
"GB",2009,
"GB",2010,0.002407848
"GB",2011,0.004960549
"GB",2012,0.002477915
"GB",2013,0.002400606
"GB",2014,
"GB",2015,0.002292044
"GB",2016,
"GB",2017,
"US",1981,0.008198549
"US",1982,
"US",1983,
"US",1984,0.007494142
"US",1985,
"US",1986,
"US",1987,0.00749796
"US",1988,
"US",1989,
"US",1990,0.007495232
"US",1991,
"US",1992,
"US",1993,0.009152806
"US",1994,
"US",1995,
"US",1996,0.009163229
"US",1997,
"US",1998,
"US",1999,0.009986653
"US",2000,
"US",2001,
"US",2002,0.01121707
"US",2003,
"US",2004,
"US",2005,0.01246475
"US",2006,
"US",2007,
"US",2008,0.01248748
"US",2009,
"US",2010,0.01248703
"US",2011,0.01248367
"US",2012,0.01248032
"US",2013,0.01247697
"US",2014,
"US",2015,0.01415764
"US",2016,
"US",2017,
"UY",1981,0.03278908
"UY",1982,
"UY",1983,
"UY",1984,0.06989905
"UY",1985,
"UY",1986,
"UY",1987,0.0298312
"UY",1988,
"UY",1989,
"UY",1990,0.0369685
"UY",1991,
"UY",1992,
"UY",1993,0.0280206
"UY",1994,
"UY",1995,
"UY",1996,0.02647358
"UY",1997,
"UY",1998,
"UY",1999,0.02421378
"UY",2000,
"UY",2001,
"UY",2002,0.06070241
"UY",2003,
"UY",2004,
"UY",2005,0.04292203
"UY",2006,
"UY",2007,
"UY",2008,0.01775602
"UY",2009,
"UY",2010,0.01274803
"UY",2011,0.009743043
"UY",2012,0.01078356
"UY",2013,0.008154316
"UY",2014,
"UY",2015,0.006357956
"UY",2016,
"UY",2017,
"UZ",1981,0.5680678
"UZ",1982,
"UZ",1983,
"UZ",1984,0.5924951
"UZ",1985,
"UZ",1986,
"UZ",1987,0.567762
"UZ",1988,
"UZ",1989,
"UZ",1990,0.5355419
"UZ",1991,
"UZ",1992,
"UZ",1993,0.6347876
"UZ",1994,
"UZ",1995,
"UZ",1996,0.6859244
"UZ",1997,
"UZ",1998,
"UZ",1999,0.7595268
"UZ",2000,
"UZ",2001,
"UZ",2002,0.8585766
"UZ",2003,
"UZ",2004,
"UZ",2005,0.8270604
"UZ",2006,
"UZ",2007,
"UZ",2008,0.7371444
"UZ",2009,
"UZ",2010,0.6684744
"UZ",2011,0.6385167
"UZ",2012,0.5940692
"UZ",2013,0.5506191
"UZ",2014,
"UZ",2015,0.4633645
"UZ",2016,
"UZ",2017,
"VU",1981,0.5099614
"VU",1982,
"VU",1983,
"VU",1984,0.3498099
"VU",1985,
"VU",1986,
"VU",1987,0.4028518
"VU",1988,
"VU",1989,
"VU",1990,0.3814107
"VU",1991,
"VU",1992,
"VU",1993,0.3971976
"VU",1994,
"VU",1995,
"VU",1996,0.3659639
"VU",1997,
"VU",1998,
"VU",1999,0.3419697
"VU",2000,
"VU",2001,
"VU",2002,0.4023119
"VU",2003,
"VU",2004,
"VU",2005,0.3844495
"VU",2006,
"VU",2007,
"VU",2008,0.3971976
"VU",2009,
"VU",2010,0.3948088
"VU",2011,0.3900845
"VU",2012,0.3855903
"VU",2013,0.3768164
"VU",2014,
"VU",2015,0.3882425
"VU",2016,
"VU",2017,
"VE",1981,0.1709555
"VE",1982,
"VE",1983,
"VE",1984,0.1924976
"VE",1985,
"VE",1986,
"VE",1987,0.1868128
"VE",1988,
"VE",1989,
"VE",1990,0.1348548
"VE",1991,
"VE",1992,
"VE",1993,0.137511
"VE",1994,
"VE",1995,
"VE",1996,0.253564
"VE",1997,
"VE",1998,
"VE",1999,0.2529875
"VE",2000,
"VE",2001,
"VE",2002,0.3292782
"VE",2003,
"VE",2004,
"VE",2005,0.2897507
"VE",2006,
"VE",2007,
"VE",2008,0.1434511
"VE",2009,
"VE",2010,0.1557231
"VE",2011,0.1519414
"VE",2012,0.1435806
"VE",2013,0.1387327
"VE",2014,
"VE",2015,0.1431765
"VE",2016,
"VE",2017,
"VN",1981,0.92999
"VN",1982,
"VN",1983,
"VN",1984,0.891902
"VN",1985,
"VN",1986,
"VN",1987,0.8836383
"VN",1988,
"VN",1989,
"VN",1990,0.8526385
"VN",1991,
"VN",1992,
"VN",1993,0.7962559
"VN",1994,
"VN",1995,
"VN",1996,0.7401263
"VN",1997,
"VN",1998,
"VN",1999,0.7121242
"VN",2000,
"VN",2001,
"VN",2002,0.7077067
"VN",2003,
"VN",2004,
"VN",2005,0.5586559
"VN",2006,
"VN",2007,
"VN",2008,0.4668467
"VN",2009,
"VN",2010,0.1731713
"VN",2011,0.1542812
"VN",2012,0.1338294
"VN",2013,0.1233016
"VN",2014,
"VN",2015,0.09530139
"VN",2016,
"VN",2017,
"YE",1981,0.5469774
"YE",1982,
"YE",1983,
"YE",1984,0.5497525
"YE",1985,
"YE",1986,
"YE",1987,0.3451931
"YE",1988,
"YE",1989,
"YE",1990,0.3464063
"YE",1991,
"YE",1992,
"YE",1993,0.3287913
"YE",1994,
"YE",1995,
"YE",1996,0.3065716
"YE",1997,
"YE",1998,
"YE",1999,0.2984634
"YE",2000,
"YE",2001,
"YE",2002,0.3432512
"YE",2003,
"YE",2004,
"YE",2005,0.3829769
"YE",2006,
"YE",2007,
"YE",2008,0.3972917
"YE",2009,
"YE",2010,0.3733489
"YE",2011,0.5027976
"YE",2012,0.5099176
"YE",2013,0.4888123
"YE",2014,
"YE",2015,0.7389189
"YE",2016,
"YE",2017,
"ZM",1981,0.6122843
"ZM",1982,
"ZM",1983,
"ZM",1984,0.6585382
"ZM",1985,
"ZM",1986,
"ZM",1987,0.6720877
"ZM",1988,
"ZM",1989,
"ZM",1990,0.6831811
"ZM",1991,
"ZM",1992,
"ZM",1993,0.7392895
"ZM",1994,
"ZM",1995,
"ZM",1996,0.6468524
"ZM",1997,
"ZM",1998,
"ZM",1999,0.6808016
"ZM",2000,
"ZM",2001,
"ZM",2002,0.7515562
"ZM",2003,
"ZM",2004,
"ZM",2005,0.7564528
"ZM",2006,
"ZM",2007,
"ZM",2008,0.7887172
"ZM",2009,
"ZM",2010,0.7974697
"ZM",2011,0.7847526
"ZM",2012,0.7664891
"ZM",2013,0.7552314
"ZM",2014,
"ZM",2015,0.7425013
"ZM",2016,
"ZM",2017,
"ZW",1981,0.2459549
"ZW",1982,
"ZW",1983,
"ZW",1984,0.2891992
"ZW",1985,
"ZW",1986,
"ZW",1987,0.2933235
"ZW",1988,
"ZW",1989,
"ZW",1990,0.2468881
"ZW",1991,
"ZW",1992,
"ZW",1993,0.2929053
"ZW",1994,
"ZW",1995,
"ZW",1996,0.2312113
"ZW",1997,
"ZW",1998,
"ZW",1999,0.2310577
"ZW",2000,
"ZW",2001,
"ZW",2002,0.2983063
"ZW",2003,
"ZW",2004,
"ZW",2005,0.473559
"ZW",2006,
"ZW",2007,
"ZW",2008,0.6375049
"ZW",2009,
"ZW",2010,0.5375935
"ZW",2011,0.4720614
"ZW",2012,0.4105225
"ZW",2013,0.3943851
"ZW",2014,
"ZW",2015,0.3991512
"ZW",2016,
"ZW",2017,
"BA",1981,
"BA",1982,
"BA",1983,
"BA",1984,0.1775132
"BA",1985,
"BA",1986,
"BA",1987,0.1605847
"BA",1988,
"BA",1989,
"BA",1990,0.3358384
"BA",1991,
"BA",1992,
"BA",1993,0.6438182
"BA",1994,
"BA",1995,
"BA",1996,0.1259534
"BA",1997,
"BA",1998,
"BA",1999,0.01400092
"BA",2000,
"BA",2001,
"BA",2002,0.009531072
"BA",2003,
"BA",2004,
"BA",2005,0.005850051
"BA",2006,
"BA",2007,
"BA",2008,0.004857929
"BA",2009,
"BA",2010,0.00703283
"BA",2011,0.007966824
"BA",2012,0.008078256
"BA",2013,0.008105932
"BA",2014,
"BA",2015,0.007763522
"BA",2016,
"BA",2017,
"LA",1981,
"LA",1982,
"LA",1983,
"LA",1984,0.7525772
"LA",1985,
"LA",1986,
"LA",1987,0.7535979
"LA",1988,
"LA",1989,
"LA",1990,0.7098165
"LA",1991,
"LA",1992,
"LA",1993,0.7077802
"LA",1994,
"LA",1995,
"LA",1996,0.776995
"LA",1997,
"LA",1998,
"LA",1999,0.7969956
"LA",2000,
"LA",2001,
"LA",2002,0.727359
"LA",2003,
"LA",2004,
"LA",2005,0.6892692
"LA",2006,
"LA",2007,
"LA",2008,0.6446729
"LA",2009,
"LA",2010,0.6199336
"LA",2011,0.6060588
"LA",2012,0.5914415
"LA",2013,0.5519148
"LA",2014,
"LA",2015,0.4648927
"LA",2016,
"LA",2017,
"MK",1981,
"MK",1982,
"MK",1983,
"MK",1984,0.07933182
"MK",1985,
"MK",1986,
"MK",1987,0.06933358
"MK",1988,
"MK",1989,
"MK",1990,0.09462141
"MK",1991,
"MK",1992,
"MK",1993,0.1208875
"MK",1994,
"MK",1995,
"MK",1996,0.09968101
"MK",1997,
"MK",1998,
"MK",1999,0.1529483
"MK",2000,
"MK",2001,
"MK",2002,0.06848514
"MK",2003,
"MK",2004,
"MK",2005,0.07083287
"MK",2006,
"MK",2007,
"MK",2008,0.04305824
"MK",2009,
"MK",2010,0.174182
"MK",2011,0.1600481
"MK",2012,0.1400497
"MK",2013,0.1200569
"MK",2014,
"MK",2015,0.1001868
"MK",2016,
"MK",2017,
"MD",1981,
"MD",1982,
"MD",1983,
"MD",1984,0.1919639
"MD",1985,
"MD",1986,
"MD",1987,0.1964495
"MD",1988,
"MD",1989,
"MD",1990,0.1109076
"MD",1991,
"MD",1992,
"MD",1993,0.357238
"MD",1994,
"MD",1995,
"MD",1996,0.4966633
"MD",1997,
"MD",1998,
"MD",1999,0.6998591
"MD",2000,
"MD",2001,
"MD",2002,0.4444053
"MD",2003,
"MD",2004,
"MD",2005,0.4042562
"MD",2006,
"MD",2007,
"MD",2008,0.09200923
"MD",2009,
"MD",2010,0.06062564
"MD",2011,0.04342153
"MD",2012,0.03416725
"MD",2013,0.0224068
"MD",2014,
"MD",2015,0.01415854
"MD",2016,
"MD",2017,
"ME",1981,
"ME",1982,
"ME",1983,
"ME",1984,0.005530889
"ME",1985,
"ME",1986,
"ME",1987,0.005530889
"ME",1988,
"ME",1989,
"ME",1990,0.008845445
"ME",1991,
"ME",1992,
"ME",1993,0.03768776
"ME",1994,
"ME",1995,
"ME",1996,0.02981762
"ME",1997,
"ME",1998,
"ME",1999,0.02870765
"ME",2000,
"ME",2001,
"ME",2002,0.02355276
"ME",2003,
"ME",2004,
"ME",2005,0.01582514
"ME",2006,
"ME",2007,
"ME",2008,0.004575585
"ME",2009,
"ME",2010,0.007678292
"ME",2011,0.01028734
"ME",2012,0.02135563
"ME",2013,0.02534403
"ME",2014,
"ME",2015,0.007016637
"ME",2016,
"ME",2017,
"RS",1981,
"RS",1982,
"RS",1983,
"RS",1984,0.01256475
"RS",1985,
"RS",1986,
"RS",1987,0.01198712
"RS",1988,
"RS",1989,
"RS",1990,0.01449341
"RS",1991,
"RS",1992,
"RS",1993,0.05553218
"RS",1994,
"RS",1995,
"RS",1996,0.03750891
"RS",1997,
"RS",1998,
"RS",1999,0.03452153
"RS",2000,
"RS",2001,
"RS",2002,0.01409075
"RS",2003,
"RS",2004,
"RS",2005,0.04118032
"RS",2006,
"RS",2007,
"RS",2008,0.009843489
"RS",2009,
"RS",2010,0.02114781
"RS",2011,0.01856985
"RS",2012,0.1048414
"RS",2013,0.01676795
"RS",2014,
"RS",2015,0.01080627
"RS",2016,
"RS",2017,
"SI",1981,
"SI",1982,
"SI",1983,
"SI",1984,0.0009334619
"SI",1985,
"SI",1986,
"SI",1987,0.0008751623
"SI",1988,
"SI",1989,
"SI",1990,0.001033392
"SI",1991,
"SI",1992,
"SI",1993,0.001081452
"SI",1994,
"SI",1995,
"SI",1996,0.001246966
"SI",1997,
"SI",1998,
"SI",1999,0.0008257306
"SI",2000,
"SI",2001,
"SI",2002,0.001342999
"SI",2003,
"SI",2004,
"SI",2005,0.002382335
"SI",2006,
"SI",2007,
"SI",2008,0
"SI",2009,
"SI",2010,0
"SI",2011,0
"SI",2012,0
"SI",2013,0
"SI",2014,
"SI",2015,0
"SI",2016,
"SI",2017,
"TJ",1981,
"TJ",1982,
"TJ",1983,
"TJ",1984,0.04151239
"TJ",1985,
"TJ",1986,
"TJ",1987,0.03887781
"TJ",1988,
"TJ",1989,
"TJ",1990,0.04151239
"TJ",1991,
"TJ",1992,
"TJ",1993,0.6533039
"TJ",1994,
"TJ",1995,
"TJ",1996,0.949231
"TJ",1997,
"TJ",1998,
"TJ",1999,0.8706921
"TJ",2000,
"TJ",2001,
"TJ",2002,0.7003893
"TJ",2003,
"TJ",2004,
"TJ",2005,0.4385847
"TJ",2006,
"TJ",2007,
"TJ",2008,0.2923613
"TJ",2009,
"TJ",2010,0.2453906
"TJ",2011,0.2396828
"TJ",2012,0.2373556
"TJ",2013,0.2333946
"TJ",2014,
"TJ",2015,0.2026677
"TJ",2016,
"TJ",2017,
"TM",1981,
"TM",1982,
"TM",1983,
"TM",1984,0.6650247
"TM",1985,
"TM",1986,
"TM",1987,0.6148956
"TM",1988,
"TM",1989,
"TM",1990,0.4541323
"TM",1991,
"TM",1992,
"TM",1993,0.6113082
"TM",1994,
"TM",1995,
"TM",1996,0.7441165
"TM",1997,
"TM",1998,
"TM",1999,0.7170391
"TM",2000,
"TM",2001,
"TM",2002,0.6847821
"TM",2003,
"TM",2004,
"TM",2005,0.593654
"TM",2006,
"TM",2007,
"TM",2008,0.4197076
"TM",2009,
"TM",2010,0.3562964
"TM",2011,0.2938792
"TM",2012,0.2526266
"TM",2013,0.2176536
"TM",2014,
"TM",2015,0.166866
"TM",2016,
"TM",2017,
"UG",1981,
"UG",1982,
"UG",1983,
"UG",1984,0.7915677
"UG",1985,
"UG",1986,
"UG",1987,0.8231111
"UG",1988,
"UG",1989,
"UG",1990,0.8150791
"UG",1991,
"UG",1992,
"UG",1993,0.8594887
"UG",1994,
"UG",1995,
"UG",1996,0.8511964
"UG",1997,
"UG",1998,
"UG",1999,0.8596122
"UG",2000,
"UG",2001,
"UG",2002,0.8468521
"UG",2003,
"UG",2004,
"UG",2005,0.8036389
"UG",2006,
"UG",2007,
"UG",2008,0.7419987
"UG",2009,
"UG",2010,0.7170447
"UG",2011,0.6880755
"UG",2012,0.6785542
"UG",2013,0.6807175
"UG",2014,
"UG",2015,0.6871286
"UG",2016,
"UG",2017,
"DJ",1981,
"DJ",1982,
"DJ",1983,
"DJ",1984,
"DJ",1985,
"DJ",1986,
"DJ",1987,
"DJ",1988,
"DJ",1989,
"DJ",1990,0.2744536
"DJ",1991,
"DJ",1992,
"DJ",1993,0.3582262
"DJ",1994,
"DJ",1995,
"DJ",1996,0.431508
"DJ",1997,
"DJ",1998,
"DJ",1999,0.4704658
"DJ",2000,
"DJ",2001,
"DJ",2002,0.4782376
"DJ",2003,
"DJ",2004,
"DJ",2005,0.4651002
"DJ",2006,
"DJ",2007,
"DJ",2008,0.4229235
"DJ",2009,
"DJ",2010,0.4087316
"DJ",2011,0.3963268
"DJ",2012,0.3873752
"DJ",2013,0.4460295
"DJ",2014,
"DJ",2015,0.3996898
"DJ",2016,
"DJ",2017,
"LB",1981,
"LB",1982,
"LB",1983,
"LB",1984,
"LB",1985,
"LB",1986,
"LB",1987,
"LB",1988,
"LB",1989,
"LB",1990,0.01682314
"LB",1991,
"LB",1992,
"LB",1993,0.000744657
"LB",1994,
"LB",1995,
"LB",1996,0.000744657
"LB",1997,
"LB",1998,
"LB",1999,0.000744657
"LB",2000,
"LB",2001,
"LB",2002,0.000744657
"LB",2003,
"LB",2004,
"LB",2005,0.003137713
"LB",2006,
"LB",2007,
"LB",2008,0.000744657
"LB",2009,
"LB",2010,0.0006112976
"LB",2011,0.0006112976
"LB",2012,0.0006112976
"LB",2013,0.000744657
"LB",2014,
"LB",2015,0.000744657
"LB",2016,
"LB",2017,
"FM",1981,
"FM",1982,
"FM",1983,
"FM",1984,
"FM",1985,
"FM",1986,
"FM",1987,0.3573978
"FM",1988,
"FM",1989,
"FM",1990,0.3401618
"FM",1991,
"FM",1992,
"FM",1993,0.2904851
"FM",1994,
"FM",1995,
"FM",1996,0.2924652
"FM",1997,
"FM",1998,
"FM",1999,0.3012282
"FM",2000,
"FM",2001,
"FM",2002,0.2601702
"FM",2003,
"FM",2004,
"FM",2005,0.2497535
"FM",2006,
"FM",2007,
"FM",2008,0.3181745
"FM",2009,
"FM",2010,0.330486
"FM",2011,0.3263418
"FM",2012,0.3555015
"FM",2013,0.3946563
"FM",2014,
"FM",2015,0.3866462
"FM",2016,
"FM",2017,
"SB",1981,
"SB",1982,
"SB",1983,
"SB",1984,
"SB",1985,
"SB",1986,
"SB",1987,
"SB",1988,
"SB",1989,
"SB",1990,0.6610223
"SB",1991,
"SB",1992,
"SB",1993,0.5977288
"SB",1994,
"SB",1995,
"SB",1996,0.5543219
"SB",1997,
"SB",1998,
"SB",1999,0.5901033
"SB",2000,
"SB",2001,
"SB",2002,0.7409313
"SB",2003,
"SB",2004,
"SB",2005,0.7056521
"SB",2006,
"SB",2007,
"SB",2008,0.6525518
"SB",2009,
"SB",2010,0.6543856
"SB",2011,0.6135903
"SB",2012,0.597247
"SB",2013,0.5875279
"SB",2014,
"SB",2015,0.5812215
"SB",2016,
"SB",2017,
"TV",1981,
"TV",1982,
"TV",1983,
"TV",1984,
"TV",1985,
"TV",1986,
"TV",1987,
"TV",1988,
"TV",1989,
"TV",1990,0.2878833
"TV",1991,
"TV",1992,
"TV",1993,0.2531025
"TV",1994,
"TV",1995,
"TV",1996,0.2621367
"TV",1997,
"TV",1998,
"TV",1999,0.168448
"TV",2000,
"TV",2001,
"TV",2002,0.1389409
"TV",2003,
"TV",2004,
"TV",2005,0.1955571
"TV",2006,
"TV",2007,
"TV",2008,0.1389409
"TV",2009,
"TV",2010,0.1757889
"TV",2011,0.1431638
"TV",2012,0.1489382
"TV",2013,0.1444471
"TV",2014,
"TV",2015,0.1389409
"TV",2016,
"TV",2017,
"HT",1981,
"HT",1982,
"HT",1983,
"HT",1984,
"HT",1985,
"HT",1986,
"HT",1987,
"HT",1988,
"HT",1989,
"HT",1990,
"HT",1991,
"HT",1992,
"HT",1993,
"HT",1994,
"HT",1995,
"HT",1996,0.7943496
"HT",1997,
"HT",1998,
"HT",1999,0.770149
"HT",2000,
"HT",2001,
"HT",2002,0.7519253
"HT",2003,
"HT",2004,
"HT",2005,0.7345212
"HT",2006,
"HT",2007,
"HT",2008,0.7262295
"HT",2009,
"HT",2010,0.6717503
"HT",2011,0.6829378
"HT",2012,0.4833683
"HT",2013,0.4747701
"HT",2014,
"HT",2015,0.48597
"HT",2016,
"HT",2017,
"XK",1981,
"XK",1982,
"XK",1983,
"XK",1984,
"XK",1985,
"XK",1986,
"XK",1987,
"XK",1988,
"XK",1989,
"XK",1990,
"XK",1991,
"XK",1992,
"XK",1993,
"XK",1994,
"XK",1995,
"XK",1996,0.3801999
"XK",1997,
"XK",1998,
"XK",1999,0.3962297
"XK",2000,
"XK",2001,
"XK",2002,0.1886481
"XK",2003,
"XK",2004,
"XK",2005,0.1728217
"XK",2006,
"XK",2007,
"XK",2008,0.1323726
"XK",2009,
"XK",2010,0.1347203
