"di_id","Year","ModeratePovertyPercentage"
"XK",2011,0.09585901
"XK",2012,0.05428275
"XK",2013,0.03114887
"XK",2014,
"XK",2015,0.02910723
"XK",2016,
"XK",2017,
"MV",1981,
"MV",1982,
"MV",1983,
"MV",1984,
"MV",1985,
"MV",1986,
"MV",1987,
"MV",1988,
"MV",1989,
"MV",1990,
"MV",1991,
"MV",1992,
"MV",1993,
"MV",1994,
"MV",1995,
"MV",1996,0.5279848
"MV",1997,
"MV",1998,
"MV",1999,0.4180944
"MV",2000,
"MV",2001,
"MV",2002,0.4197091
"MV",2003,
"MV",2004,
"MV",2005,0.4098549
"MV",2006,
"MV",2007,
"MV",2008,0.2137914
"MV",2009,
"MV",2010,0.2349603
"MV",2011,0.2175832
"MV",2012,0.2179157
"MV",2013,0.2014248
"MV",2014,
"MV",2015,0.1820647
"MV",2016,
"MV",2017,
"PS",1981,
"PS",1982,
"PS",1983,
"PS",1984,
"PS",1985,
"PS",1986,
"PS",1987,
"PS",1988,
"PS",1989,
"PS",1990,
"PS",1991,
"PS",1992,
"PS",1993,
"PS",1994,
"PS",1995,
"PS",1996,0.06842898
"PS",1997,
"PS",1998,
"PS",1999,0.03986614
"PS",2000,
"PS",2001,
"PS",2002,0.1005171
"PS",2003,
"PS",2004,
"PS",2005,0.05672754
"PS",2006,
"PS",2007,
"PS",2008,0.0576891
"PS",2009,
"PS",2010,0.03718462
"PS",2011,0.03354574
"PS",2012,0.02453292
"PS",2013,0.03726212
"PS",2014,
"PS",2015,0.03630462
"PS",2016,
"PS",2017,
"ST",1981,
"ST",1982,
"ST",1983,
"ST",1984,
"ST",1985,
"ST",1986,
"ST",1987,
"ST",1988,
"ST",1989,
"ST",1990,
"ST",1991,
"ST",1992,
"ST",1993,
"ST",1994,
"ST",1995,
"ST",1996,
"ST",1997,
"ST",1998,
"ST",1999,
"ST",2000,
"ST",2001,
"ST",2002,0.6691718
"ST",2003,
"ST",2004,
"ST",2005,0.677863
"ST",2006,
"ST",2007,
"ST",2008,0.6806825
"ST",2009,
"ST",2010,0.7007761
"ST",2011,0.6867721
"ST",2012,0.6817007
"ST",2013,0.6644273
"ST",2014,
"ST",2015,0.6279089
"ST",2016,
"ST",2017,
"SS",1981,
"SS",1982,
"SS",1983,
"SS",1984,
"SS",1985,
"SS",1986,
"SS",1987,
"SS",1988,
"SS",1989,
"SS",1990,
"SS",1991,
"SS",1992,
"SS",1993,
"SS",1994,
"SS",1995,
"SS",1996,
"SS",1997,
"SS",1998,
"SS",1999,
"SS",2000,
"SS",2001,
"SS",2002,
"SS",2003,
"SS",2004,
"SS",2005,
"SS",2006,
"SS",2007,
"SS",2008,0.6504845
"SS",2009,
"SS",2010,0.6423946
"SS",2011,0.6778273
"SS",2012,0.8941601
"SS",2013,0.8725651
"SS",2014,
"SS",2015,0.8945575
"SS",2016,
"SS",2017,
