"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","P20Headcount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10","ConsumptionFloor","diff","P20Threshold","P20Threshold.1","P20Threshold.2","ExtPovHC","LMPovHC","UMPovHC","NP20.Threshold","HeadCount","NP20PG","pop","P20pop","P20average","restpop","restaverage","NP20pop","NP20average","Nrestaverage","Global.Consumption.Floor","Global.Ext.HC"
0,1,"VUT","Vanuatu","EAP","N",1990,2010,"X",115.8271,1.9,151.0964,0.1246895,0.03092617,0.01127726,0.03939933,0.3762623,117.0146,0.2372648,-1,0.146634,"VUT_N2010X",0.02683,0.04062,0.05038,0.06101,0.07195,0.08338,0.09783,0.1199,0.1541,0.294,1.20716302730018,0.0753105,1.9,1.9,1.9,0.1246895,,,1.95,0.1349625,0.03347537,146634,18283.720143,1.42875163506149,117307.2,5.471661255877,29326.8,1.5736151425,5.81603731026541,0.984568176900774,0.3585355
1,1,"VEN","Venezuela, Republica Bolivariana de","LAC","N",1990,,"Y",2.915005,1.9,343.2545,0.06906962,0.04679073,0.04163145,0.01587978,-1,-1,-1,-1,19.861956,"VEN_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.209499445723544,0.13093038,1.9,1.9,1.9,0.06906962,,,1.95,0.06975162,0.04736934,19861956,1371857.75337672,0.61285831600058,15889564.8,12.076896191802,3972391.2,1.438148935,13.7468120813185,0.984568176900774,0.3585355
0,1,"VNM","Vietnam","EAP","N",1990,1992.71,"X",7624.973,1.9,63.18288,0.6233931,0.2223131,0.1017084,0.3065783,0.356544,48.0938,0.2067359,-1,66.0167,"VNM_N1992X",0.03261,0.04533,0.05337,0.06203,0.07101,0.08159,0.09584,0.1174,0.1545,0.2864,1.03074866033536,0.4233931,1.9,1.9,1.9,0.6233931,,,1.9,0.6233931,0.2223131,66016700,41154355.26477,1.22242610641664,52813360,3.49221793297737,13203340,-0.21197445,2.64955032482877,0.984568176900774,0.3585355
0,1,"YEM","Yemen, Republic of","MNA","N",1990,1998,"X",111.303,1.9,153.133,0.1097125,0.02449036,0.008618247,0.03111926,0.3499779,122.9237,0.2048662,-1,12.057039,"YEM_N1998X",0.02855,0.0427,0.0536,0.06397,0.07467,0.08705,0.1025,0.1231,0.1556,0.2683,1.2313830707266,0.0902875,1.9,1.9,1.9,0.1097125,,,1.95,0.1164078,0.0267657,12057039,1322807.8912875,1.47587618548479,9645631.2,5.47304946215812,2411407.8,1.639034425,5.88337838005137,0.984568176900774,0.3585355
0,1,"ZMB","Zambia","SSA","N",1990,1991,"X",2505.341,1.9,95.90941,0.533993,0.3422591,0.2639548,0.8546834,0.6050619,51.0179,0.9370474,-1,8.027253,"ZMB_N1991X",0.001763,0.007599,0.01587,0.02747,0.04353,0.06418,0.09149,0.1293,0.1895,0.4293,0.434694563270925,0.333993,1.9,1.9,1.9,0.533993,,,1.9,0.533993,0.3422591,8027253,4286496.911229,0.682208212467205,6421802.4,5.98465617939598,1605450.6,-1.35146145,4.27934796523973,0.984568176900774,0.3585355
0,0,"ZWE","Zimbabwe","SSA","N",1990,2011,"X",0.5359763,1.9,230.3537,0.05861475,0.007359798,0.001346595,0.008151223,0.4315358,160.2753,0.3111535,0.3883556,10.183113,"ZWE_N2011X",0.02476,0.03348,0.04258,0.0524,0.06346,0.07656,0.09323,0.1169,0.1583,0.3383,1.55236403227371,0.14138525,1.9,1.9,1.9,0.05861475,,,1.95,0.0657891,0.00876579,10183113,596880.62271675,1.66143178636777,8146490.4,7.94136929590423,2036622.6,1.8145335475,9.0129570240839,0.984568176900774,0.3585355
0,1,"ALB","Albania","ECA","N",1993,1996,"X",58.16801,1.9,157.6087,0.03534701,0.005275724,0.001397618,0.006254466,0.2701034,138.5153,0.1191043,-1,3.227287,"ALB_N1996X",0.03863,0.05289,0.06379,0.07322,0.0838,0.09355,0.1082,0.1247,0.149,0.2122,1.39666165250495,0.16465299,1.9,1.9,1.9,0.03534701,,,1.95,0.03702836,0.006062965,3227287,114074.94586187,1.61641517627658,2581829.6,5.31229416187365,645457.4,1.84088609125,6.0168483402012,0.978688119998285,0.3387284
1,0,"DZA","Algeria","MNA","N",1993,,"X",31.77229,1.9,192.0772,0.06197192,0.011231,0.003303865,0.01382154,-1,-1,-1,-1,27.786259,"DZA_N1988X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.34106994034369,0.13802808,1.9,1.9,1.9,0.06197192,,,1.95,0.06790998,0.0126078,27786259,1721967.81984728,1.55566824458561,22229007.2,6.62928886021735,5557251.8,1.77707395,7.44931507414384,0.978688119998285,0.3387284
0,1,"AGO","Angola","SSA","N",1993,2000.21,"X",73.83312,1.9,107.4729,0.4260981,0.1961231,0.1205396,0.3402693,0.5195689,67.98013,0.5125765,-1,13.403734,"AGO_N2000X",0.009832,0.02195,0.03342,0.04495,0.05663,0.07049,0.08808,0.1135,0.1587,0.4025,0.732237304019771,0.2260981,1.9,1.9,1.9,0.4260981,,,1.9,0.4260981,0.1961231,13403734,5711305.5903054,1.02547394602323,10722987.2,5.39535261416342,2680746.8,0.0368305500000001,4.40748688304795,0.978688119998285,0.3387284
0,1,"ARG","Argentina","LAC","U",1993,1993,"Y",2.768382,1.9,566.0145,0.02420108,0.01248197,0.01005843,0.005828547,0.4485629,396.681,0.3879424,-1,29.933011886,"ARG_U1993Y",0.01484,0.02966,0.04098,0.05217,0.06421,0.07899,0.09672,0.1234,0.167,0.332,0.368910196066807,0.17579892,1.9,1.9,1.9,0.02420108,,,1.94,0.02688272,0.0127471,29933011.886,724411.215294037,0.920054352946232,23946409.5088,19.0473971639679,5986602.3772,1.77635313,22.8167815805137,0.978688119998285,0.3387284
0,0,"ARM","Armenia","ECA","N",1993,1996,"Y",183.7796,1.9,127.9416,0.2797372,0.08676723,0.03748978,0.1164068,0.4441862,88.20037,0.3354787,0.3826619,3.363098,"ARM_N1996Y",0.02296,0.03236,0.04186,0.05187,0.06291,0.07575,0.09185,0.1144,0.1538,0.3522,1.07906124236074,0.0797372,1.9,1.9,1.9,0.2797372,,,1.9,0.2797372,0.08676723,3363098,940783.6178456,1.31066923884274,2690478.4,5.33091009987215,672619.6,1.075711315,4.98894614385274,0.978688119998285,0.3387284
1,1,"AUS","Australia","OHI","N",1993,,"Y",1.526641,1.9,1035.241,0.009099127,0.005629524,0.004770546,0.01118321,-1,-1,-1,-1,17.667,"AUS_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.289910514636762,0.190900873,1.9,1.9,1.9,0.009099127,,,1.9,0.009099127,0.005629524,17667000,160754.276709,0.724492107869249,14133600,34.3412032721513,3533400,1.846519522,42.0825208044315,0.978688119998285,0.3387284
0,1,"AUT","Austria","OHI","N",1993,2003,"Y",0.8475838,1.9,1276.549,0.002296472,0.002092412,0.001906483,0.005559098,0.2946442,1107.893,0.1587559,-1,7.905633,"AUT_N2003Y",0.0331,0.05166,0.0622,0.0722,0.08163,0.0922,0.1053,0.1213,0.146,0.2344,0.168831520752127,0.197703528,1.9,1.9,1.9,0.002296472,,,1.9,0.002296472,0.002092412,7905633,18155.064826776,0.168830275309257,6324506.4,42.064947506706,1581126.6,1.880122086,51.9908872867192,0.978688119998285,0.3387284
0,1,"AZE","Azerbaijan","ECA","N",1993,1995,"X",0.3294187,1.9,246.4443,0.03243883,0.009613789,0.00466564,0.01433808,0.3465029,200.8756,0.2078099,-1,7.495,"AZE_N1995X",0.02694,0.04377,0.05496,0.06545,0.07575,0.08791,0.1022,0.1229,0.1524,0.2677,0.97791652177929,0.16756117,1.9,1.9,1.9,0.03243883,,,1.92,0.03294844,0.009853929,7495000,243129.03085,1.33690326993914,5996000,8.32909693788599,1499000,1.8054022816,9.67649737480548,0.978688119998285,0.3387284
1,1,"BGD","Bangladesh","SAS","N",1993,,"X",24.84915,1.9,79.23084,0.3879686,0.09254768,0.03187666,0.1155775,-1,-1,-1,-1,113.695139,"BGD_N1991X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.24557350330122,0.1879686,1.9,1.9,1.9,0.3879686,,,1.9,0.3879686,0.09254768,113695139,44110143.9046354,1.44676591868517,90956111.2,3.33896232488492,22739027.8,1.02079704,3.00086265780822,0.978688119998285,0.3387284
0,0,"BLR","Belarus","ECA","N",1993,1993,"Y",1832.435,1.9,210.5747,0.0008857016,0.0001750187,7.422137e-05,0.0002037486,0.2160372,194.3188,0.07740133,0.1706868,10.239,"BLR_N1993Y",0.0487,0.06248,0.07237,0.08066,0.08841,0.09634,0.1053,0.1168,0.135,0.194,1.09425408256375,0.1991142984,1.9,1.9,1.9,0.0008857016,,,1.95,0.001017106,0.0001949733,10239000,9068.6986824,1.52455128228288,8191200,6.92778949234427,2047800,1.898099010325,8.1792300419393,0.978688119998285,0.3387284
0,1,"BEL","Belgium","OHI","N",1993,2003,"Y",0.879014,1.9,1138.891,0.002354428,0.00162758,0.001125122,0.002767245,0.2814264,1016.405,0.1450443,-1,10.084475,"BEL_N2003Y",0.03284,0.05271,0.0646,0.07461,0.08443,0.09426,0.106,0.1211,0.1472,0.2223,0.586558080094373,0.197645572,1.9,1.9,1.9,0.002354428,,,1.9,0.002354428,0.00162758,10084475,23743.1703053,0.586559113296308,8067580,37.5299723874502,2016895,1.88453799,46.3326052285274,0.978688119998285,0.3387284
0,1,"BLZ","Belize","LAC","N",1993,1993,"Y",1.182611,1.9,340.8316,0.1009339,0.05019928,0.03261448,0.0820362,0.6025399,169.542,0.7124081,-1,0.197616,"BLZ_N1993Y",0.008472,0.02114,0.02854,0.03667,0.04525,0.05523,0.07056,0.09123,0.1316,0.5113,0.665569705382228,0.0990661,1.9,1.9,1.9,0.1009339,,,1.95,0.106856,0.05151284,197616,19946.1535824,0.955038673825147,158092.8,12.3561845872661,39523.2,1.39774981,13.6573406296918,0.978688119998285,0.3387284
0,1,"BEN","Benin","SSA","N",1993,2003,"X",224.9172,1.9,67.89147,0.5846975,0.214017,0.1019069,0.3007799,0.385782,50.76968,0.2463929,-1,5.521763,"BEN_N2003X",0.02858,0.04115,0.05027,0.05884,0.06928,0.08065,0.09471,0.1145,0.1509,0.3112,0.99529098155754,0.3846975,1.9,1.9,1.9,0.5846975,,,1.9,0.5846975,0.214017,5521763,3228561.0216925,1.2045424343357,4417410.4,3.67865683150745,1104352.6,-0.1331615,2.8233507859589,0.978688119998285,0.3387284
0,1,"BTN","Bhutan","SAS","N",1993,2003,"X",16.96291,1.9,88.72231,0.4508988,0.1491849,0.06348364,0.1983185,0.40898,62.73357,0.272455,-1,0.523117,"BTN_N2003X",0.02813,0.0372,0.04557,0.0541,0.06501,0.07725,0.09501,0.1182,0.1573,0.3222,1.09148039781506,0.2508988,1.9,1.9,1.9,0.4508988,,,1.9,0.4508988,0.1491849,523117,235872.8275596,1.2713637960447,418493.6,4.26814119694821,104623.4,0.48274345,3.52543646626712,0.978688119998285,0.3387284
1,1,"BOL","Bolivia","LAC","N",1993,,"Y",2.906106,1.9,250.5907,0.1178025,0.04775787,0.03043138,0.08301734,-1,-1,-1,-1,7.273825,"BOL_N1990Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.689317404649747,0.0821975,1.9,1.9,1.9,0.1178025,,,1.95,0.1229016,0.04961806,7273825,856874.7695625,1.12972812121984,5819060,9.18786729634167,1454765,1.416223915,9.94419196645548,0.978688119998285,0.3387284
0,1,"BIH","Bosnia and Herzegovina","ECA","N",1993,2001,"X",0.8669357,1.9,94.7073,0.2333064,0.05713661,0.02128885,0.07450285,0.2996645,80.31406,0.1566987,-1,4.087999,"BIH_N2001X",0.0359,0.05195,0.06215,0.0709,0.07998,0.08995,0.1031,0.1181,0.1397,0.2482,1.19206834287158,0.0333064,1.9,1.9,1.9,0.2333064,,,1.9,0.2333064,0.05713661,4087999,953756.3298936,1.43469103719401,3270399.2,3.62457969720139,817599.8,1.357202205,3.55278027066781,0.978688119998285,0.3387284
1,0,"BWA","Botswana","SSA","N",1993,,"X",4.438053,1.9,173.7251,0.3468797,0.1341624,0.0671805,0.1922059,-1,-1,-1,-1,1.494693,"BWA_N1985X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.948593719253681,0.1468797,1.9,1.9,1.9,0.3468797,,,1.9,0.3468797,0.1341624,1494693,518478.6594321,1.16513843271889,1195754.4,8.12614041698949,298938.6,0.6254572,6.98302337123288,0.978688119998285,0.3387284
0,1,"BRA","Brazil","LAC","N",1993,1993,"Y",1.658783,1.9,281.1923,0.199249,0.08562735,0.0523451,0.1222645,0.6011882,139.2402,0.7609702,-1,157.132682,"BRA_N1993Y",0.006942,0.01656,0.02467,0.03344,0.04377,0.05687,0.07381,0.1013,0.1583,0.4844,0.738505570941995,0.000751000000000002,1.9,1.9,1.9,0.199249,,,1.9,0.199249,0.08562735,157132682,31308529.755818,1.08347412032181,125706145.6,11.2754117336905,31426536.4,1.086540175,11.2842129014555,0.978688119998285,0.3387284
1,0,"BGR","Bulgaria","ECA","N",1993,,"X",0.765068,1.9,451.261,0.001907419,0.001865376,0.001855376,-1,-1,-1,-1,-1,8.472313,"BGR_N1989X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0101856140531454,0.198092581,1.9,1.9,1.9,0.001907419,,,1.95,0.00196482,0.001917376,8472313,16160.250790147,0.0418794716839879,6777850.4,14.86425055442,1694462.6,1.881305584,18.0746462067397,0.978688119998285,0.3387284
0,1,"BFA","Burkina Faso","SSA","N",1993,1994.25,"X",222.242,1.9,41.10095,0.8301148,0.4819245,0.3157302,0.8245383,0.4807249,24.65388,0.3852556,-1,9.552476,"BFA_N1994X",0.02246,0.03285,0.03968,0.04696,0.05497,0.06543,0.08115,0.1065,0.1554,0.3947,0.655225393189182,0.6301148,1.9,1.9,1.9,0.8301148,,,1.9,0.8301148,0.4819245,9552476,7929651.7042448,0.796951903519851,7641980.8,4.05981533170071,1910495.2,-2.67828275,2.3586508244863,0.978688119998285,0.3387284
1,1,"BDI","Burundi","SSA","N",1993,,"X",487.3273,1.9,41.82059,0.8201643,0.3851389,0.2179639,0.6070221,-1,-1,-1,-1,5.771398,"BDI_N1992X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.824721937981336,0.6201643,1.9,1.9,1.9,0.8201643,,,1.9,0.8201643,0.3851389,5771398,4733494.6006914,1.00778375747396,4617118.4,3.04931249384474,1154279.6,-1.75881955,2.15835927106164,0.978688119998285,0.3387284
0,1,"CPV","Cabo Verde","SSA","N",1993,2001.77,"X",47.56514,1.9,104.3025,0.4810883,0.1945579,0.1028092,0.2915595,0.524963,60.29986,0.4786267,-1,0.369014,"CPV_N2001X",0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264,0.895993069415326,0.2810883,1.9,1.9,1.9,0.4810883,,,1.9,0.4810883,0.1945579,369014,177528.3179362,1.13161712725086,295211.2,5.55916455086912,73802.8,0.0516999500000002,4.27347912208904,0.978688119998285,0.3387284
0,1,"CMR","Cameroon","SSA","N",1993,1996,"X",230.3753,1.9,91.17863,0.4903137,0.1589997,0.06958618,0.2151401,0.4444676,58.30281,0.325144,-1,12.758881,"CMR_N1996X",0.0248,0.03617,0.04427,0.05116,0.05977,0.07018,0.08501,0.1113,0.1558,0.3615,1.06846546251345,0.2903137,1.9,1.9,1.9,0.4903137,,,1.9,0.4903137,0.1589997,12758881,6255854.1509697,1.28386500316022,10207104.8,4.64630300842125,2551776.2,0.38950285,3.64969127380137,0.978688119998285,0.3387284
1,1,"CAN","Canada","OHI","N",1993,,"Y",1.284584,1.9,1328.028,0.002379519,0.001420405,0.0008499639,0.002168305,-1,-1,-1,-1,28.83341,"CAN_N1991Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.763048630496232,0.197620481,1.9,1.9,1.9,0.002379519,,,1.9,0.002379519,0.001420405,28833410,68609.64692979,0.765834019396357,23066728,43.7635083034627,5766682,1.8865061525,54.1048666125599,0.978688119998285,0.3387284
1,1,"CAF","Central African Republic","SSA","N",1993,,"X",267.8691,1.9,36.51279,0.8343025,0.576043,0.4484377,1.315643,-1,-1,-1,-1,3.181222,"CAF_N1992X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.420888839895633,0.6343025,1.9,1.9,1.9,0.8343025,,,1.9,0.8343025,0.576043,3181222,2654101.467655,0.588147644289691,2544977.6,4.28327188491489,636244.4,-3.5724085,2.39362774143836,0.978688119998285,0.3387284
0,1,"TCD","Chad","SSA","N",1993,2003,"X",251.2962,1.9,49.40412,0.7365224,0.3469488,0.2000526,0.5457966,0.3982457,36.34087,0.2676824,-1,6.555603,"TCD_N2003X",0.02465,0.03832,0.04741,0.05686,0.06726,0.0815,0.09852,0.1207,0.1577,0.3071,0.804449474965759,0.5365224,1.9,1.9,1.9,0.7365224,,,1.9,0.7365224,0.3469488,6555603,4828348.4550072,1.00497940049074,5244482.4,3.35533343667883,1311120.6,-1.3960136,2.37930970136986,0.978688119998285,0.3387284
1,1,"CHL","Chile","LAC","N",1993,,"Y",391.6442,1.9,401.9529,0.04910613,0.01718794,0.01020633,0.02235936,-1,-1,-1,-1,13.882668,"CHL_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.771765493712452,0.15089387,1.9,1.9,1.9,0.04910613,,,1.95,0.05244764,0.01804781,13882668,681724.09955484,1.23496925943869,11106134.4,13.8335577891713,2776533.6,1.7240338525,16.0876038656421,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","A",1993,1993,"X",3.696112,1.9,65.38341,0.5699836,0.2057017,0.09625228,0.2856547,-1,-1,-1,-1,1178.44,"CHN_R1993X",0,0,0,0,0,0,0,0,0,0,1.01094885457923,0.3699836,1.9,1.9,1.9,0.5699836,,,1.9,0.2085784,0.04571686,1178440000,671691473.584,1.21430793798278,942752000,3.3893031792365,235688000,1.46568983,2.32056699455479,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","A",1993,1993,"X",3.696112,1.9,65.38341,0.5699836,0.2057017,0.09625228,0.2856547,-1,-1,-1,-1,1178.44,"CHN_R1993X",0,0,0,0,0,0,0,0,0,0,1.01094885457923,0.3699836,1.9,1.9,1.9,0.7183394,,,1.9,0.2085784,0.04571686,1178440000,671691473.584,1.21430793798278,942752000,3.3893031792365,235688000,1.46568983,2.32056699455479,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","A",1993,1993,"X",3.696112,1.9,65.38341,0.5699836,0.2057017,0.09625228,0.2856547,-1,-1,-1,-1,1178.44,"CHN_R1993X",0,0,0,0,0,0,0,0,0,0,1.01094885457923,0.3699836,1.9,1.9,1.9,0.2085784,,,1.9,0.2085784,0.04571686,1178440000,671691473.584,1.21430793798278,942752000,3.3893031792365,235688000,1.46568983,2.32056699455479,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","R",1993,1993,"X",3.696112,1.9,51.56606,0.7183394,0.271375,0.1293367,0.379203,0.3212646,42.24778,0.1897891,0.2206622,835.4786068,"CHN_R1993X",0.03746,0.0501,0.0601,0.06896,0.07755,0.08659,0.09703,0.1107,0.1331,0.2784,0.994464375863657,0.5183394,1.9,1.9,1.9,0.5699836,,,1.9,0.2085784,0.04571686,835478606.8,600157201.121548,1.1822160388251,668382885.44,3.00393509261837,167095721.36,1.46568983,1.75273069318493,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","R",1993,1993,"X",3.696112,1.9,51.56606,0.7183394,0.271375,0.1293367,0.379203,0.3212646,42.24778,0.1897891,0.2206622,835.4786068,"CHN_R1993X",0.03746,0.0501,0.0601,0.06896,0.07755,0.08659,0.09703,0.1107,0.1331,0.2784,0.994464375863657,0.5183394,1.9,1.9,1.9,0.7183394,,,1.9,0.2085784,0.04571686,835478606.8,600157201.121548,1.1822160388251,668382885.44,3.00393509261837,167095721.36,1.46568983,1.75273069318493,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","R",1993,1993,"X",3.696112,1.9,51.56606,0.7183394,0.271375,0.1293367,0.379203,0.3212646,42.24778,0.1897891,0.2206622,835.4786068,"CHN_R1993X",0.03746,0.0501,0.0601,0.06896,0.07755,0.08659,0.09703,0.1107,0.1331,0.2784,0.994464375863657,0.5183394,1.9,1.9,1.9,0.2085784,,,1.9,0.2085784,0.04571686,835478606.8,600157201.121548,1.1822160388251,668382885.44,3.00393509261837,167095721.36,1.46568983,1.75273069318493,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","U",1993,1993,"X",3.696112,1.9,99.04346,0.2085784,0.04571686,0.01565615,0.05776413,0.2846636,86.23241,0.1340441,0.2339546,342.9613932,"CHN_U1993X",0.03811,0.05158,0.06254,0.07242,0.0821,0.09236,0.1043,0.1198,0.145,0.2318,1.24932790659726,0.00857839999999999,1.9,1.9,1.9,0.5699836,,,1.9,0.2085784,0.04571686,342961393.2,71534338.6554269,1.4835521127787,274369114.56,3.72340913675562,68592278.64,1.46568983,3.70385672058219,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","U",1993,1993,"X",3.696112,1.9,99.04346,0.2085784,0.04571686,0.01565615,0.05776413,0.2846636,86.23241,0.1340441,0.2339546,342.9613932,"CHN_U1993X",0.03811,0.05158,0.06254,0.07242,0.0821,0.09236,0.1043,0.1198,0.145,0.2318,1.24932790659726,0.00857839999999999,1.9,1.9,1.9,0.7183394,,,1.9,0.2085784,0.04571686,342961393.2,71534338.6554269,1.4835521127787,274369114.56,3.72340913675562,68592278.64,1.46568983,3.70385672058219,0.978688119998285,0.3387284
0,0,"CHN","China","EAP","U",1993,1993,"X",3.696112,1.9,99.04346,0.2085784,0.04571686,0.01565615,0.05776413,0.2846636,86.23241,0.1340441,0.2339546,342.9613932,"CHN_U1993X",0.03811,0.05158,0.06254,0.07242,0.0821,0.09236,0.1043,0.1198,0.145,0.2318,1.24932790659726,0.00857839999999999,1.9,1.9,1.9,0.2085784,,,1.9,0.2085784,0.04571686,342961393.2,71534338.6554269,1.4835521127787,274369114.56,3.72340913675562,68592278.64,1.46568983,3.70385672058219,0.978688119998285,0.3387284
1,1,"COL","Colombia","LAC","N",1993,,"Y",1196.955,1.9,307.3986,0.1009717,0.05543564,0.04431967,0.04298898,-1,-1,-1,-1,36.195168,"COL_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.380988530122499,0.0990283,1.9,1.9,1.9,0.1009717,,,1.95,0.1033129,0.05662935,36195168,3654687.6447456,0.856859040701503,28956134.4,11.145073885289,7239033.6,1.3478638375,12.2958532187072,0.978688119998285,0.3387284
0,1,"COM","Comoros","SSA","N",1993,2004,"X",220.5725,1.9,261.1332,0.1200256,0.03135107,0.01214495,0.04165398,0.5592516,139.8237,0.546712,-1,0.449274,"COM_N2004X",0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481,1.1639675456053,0.0799744,1.9,1.9,1.9,0.1200256,,,1.95,0.1263868,0.0336906,449274,53924.3814144,1.40371393269436,359419.2,9.56473221140343,89854.8,1.57151665,10.338622207363,0.978688119998285,0.3387284
0,1,"ZAR","Congo, Democratic Republic of","SSA","N",1993,2004.89,"X",537.7323,1.9,34.01253,0.8680967,0.5044183,0.3360927,0.8896328,0.4216363,24.17826,0.3008181,-1,38.833595,"ZAR_N2004X",0.02205,0.03486,0.04467,0.05422,0.06519,0.07816,0.09598,0.1199,0.161,0.324,0.634034570117698,0.6680967,1.9,1.9,1.9,0.8680967,,,1.9,0.8680967,0.5044183,38833595,33711315.6686365,0.795981553667927,31066876,3.23897282618071,7766719,-2.89197385,2.12076866797945,0.978688119998285,0.3387284
0,1,"COG","Congo, Republic of","SSA","N",1993,2005,"X",296.5003,1.9,90.8346,0.4981631,0.1968907,0.1007777,0.2873807,0.4733054,57.97738,0.3799083,-1,2.648507,"COG_N2005X",0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685,0.927492766291145,0.2981631,1.9,1.9,1.9,0.4981631,,,1.9,0.4981631,0.1968907,2648507,1319388.4574917,1.14905652385735,2118805.6,4.81017927079222,529701.4,0.0295383500000002,3.72554417962329,0.978688119998285,0.3387284
0,1,"CRI","Costa Rica","LAC","N",1993,1993,"Y",343.7857,1.9,323.1819,0.08007373,0.04564477,0.03579272,0.0347085,0.4600316,227.7769,0.5643062,-1,3.341004,"CRI_N1993Y",0.01005,0.02847,0.04058,0.05166,0.06443,0.07831,0.09711,0.1238,0.1686,0.3371,0.410099448414353,0.11992627,1.9,1.9,1.9,0.08007373,,,1.95,0.08432753,0.04656061,3341004,267526.65222492,0.81693489237981,2672803.2,11.4789018169515,668200.8,1.4460340525,12.9199394320805,0.978688119998285,0.3387284
1,1,"CIV","Cote d'Ivoire","SSA","N",1993,,"X",235.6879,1.9,127.9163,0.2255906,0.06606548,0.02850821,0.09083565,-1,-1,-1,-1,13.622731,"CIV_N1992X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.08012252389599,0.0255906,1.9,1.9,1.9,0.2255906,,,1.9,0.2255906,0.06606548,13622731,3073160.0599286,1.34357428013401,10898184.8,5.03915586414663,2724546.2,1.27237794,4.93873976157534,0.978688119998285,0.3387284
1,1,"HRV","Croatia","ECA","N",1993,,"Y",4.358503,1.9,532.283,0.003224644,0.00224158,0.001890597,-1,-1,-1,-1,-1,4.64,"HRV_N1988Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.297498951632331,0.196775356,1.9,1.9,1.9,0.003224644,,,1.95,0.003937016,0.002277496,4640000,14962.34816,0.579233428558315,3712000,17.5544541120187,928000,1.877794414,21.4051952321164,0.978688119998285,0.3387284
0,1,"CYP","Cyprus","OHI","N",1993,2004,"Y",0.7115528,1.9,764.0652,0,0,0,0,0.3008683,648.4353,0.1518387,-1,0.818751,"CYP_N2004Y",0.03658,0.05125,0.06031,0.0695,0.07956,0.09025,0.1026,0.1204,0.1468,0.2427,,0.2,1.9,1.9,1.9,0,,,1.9,0,0,818751,0,,655000.8,,163750.2,1.9,30.9249397260274,0.978688119998285,0.3387284
0,0,"CZE","Czech Republic","ECA","N",1993,1993,"Y",14.90097,1.9,513.1434,0.000161023,7.849405e-05,6.849405e-05,0,0.2660468,436.3142,0.1212092,-1.528498,10.329855,"CZE_N1993Y",0.04644,0.05794,0.06564,0.07305,0.08086,0.08961,0.1001,0.114,0.1361,0.2363,0.242056563522968,0.199838977,1.9,1.9,1.9,0.000161023,,,1.9,0.000161023,7.849405e-05,10329855,1663.344241665,0.973805015432578,8263884,16.8730280858019,2065971,1.899254306525,20.6132713548756,0.978688119998285,0.3387284
0,1,"DNK","Denmark","OHI","N",1993,2003,"Y",8.523886,1.9,1175.929,0.002238577,0.001927405,0.001659488,0.004417274,0.2563006,1053.181,0.1210933,-1,5.188628,"DNK_N2003Y",0.03985,0.05843,0.06762,0.07579,0.08476,0.09385,0.1049,0.1203,0.1408,0.2136,0.26410759544569,0.197761423,1.9,1.9,1.9,0.002238577,,,1.9,0.002238577,0.001927405,5188628,11615.143302356,0.26410831523776,4150902.4,38.7468259787137,1037725.6,1.8816896525,47.8554269019435,0.978688119998285,0.3387284
