"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","P20Headcount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10","ConsumptionFloor","diff","P20Threshold","P20Threshold.1","P20Threshold.2","ExtPovHC","LMPovHC","UMPovHC","NP20.Threshold","HeadCount","NP20PG","pop","P20pop","P20average","restpop","restaverage","NP20pop","NP20average","Nrestaverage","Global.Consumption.Floor","Global.Ext.HC"
1,1,"JOR","Jordan","MNA","N",2008,,"X",0.446,1.95,297.2567,0.00140313,0.000187157,4.689842e-05,0.0002190409,-1,-1,-1,-1,6.489822,"JOR_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.46136255122704,0.19859687,1.95,1.95,1.95,0.001280444,,,1.95,0.00140313,0.000187157,6489822,9106.06394286,1.68989854824571,5191857.6,9.78418034331374,1297964.4,1.94817521925,11.7289849623108,1.04496690494807,0.1808509
0,1,"KAZ","Kazakhstan","ECA","N",2008,2008,"X",83.61162,1.95,276.7501,0.001557859,6.984484e-05,4.954745e-06,7.246729e-05,0.2852923,232.5433,0.1327391,-1,15.674,"KAZ_N2008X",0.04015,0.05429,0.06273,0.07088,0.07953,0.08958,0.1024,0.1188,0.1451,0.2365,1.8116683387062,0.198442141,1.95,1.95,1.95,0.0008195189,,,1.94,0.001557859,6.217466e-05,15674000,24417.881966,1.86257396336896,12539200,9.10992377378584,3134800,1.949396905798,10.8859425543724,1.04496690494807,0.1808509
1,1,"KEN","Kenya","SSA","N",2008,,"X",35.42959,1.95,98.33134,0.4360513,0.1583554,0.07924828,0.2339864,-1,-1,-1,-1,39.148416,"KEN_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.974130872707846,0.2360513,1.95,1.95,1.95,0.4210061,,,1.9,0.4210061,0.1512425,39148416,17070717.6897408,1.24184242771435,31318732.8,4.77224998139404,7829683.2,0.51319625,3.91271491010274,1.04496690494807,0.1808509
0,1,"KIR","Kiribati","EAP","N",2008,2006,"X",1.065704,1.95,148.7803,0.1411405,0.03974005,0.01586666,0.05265896,0.36973,119.1998,0.2336895,-1,0.09844,"KIR_N2006X",0.02552,0.04041,0.05254,0.06312,0.07391,0.08606,0.1002,0.1188,0.147,0.2925,1.17144066250546,0.0588595,1.95,1.95,1.95,0.1402715,,,1.93,0.1411405,0.03868927,98440,13893.87082,1.40095066618015,78752,5.46501057016622,19688,1.5766485445,5.72009676798459,1.04496690494807,0.1808509
0,1,"KOR","Korea, Republic of","OHI","N",2008,2008,"Y",912.0214,1.95,1104.081,0.002427591,0.001583729,0.001033205,0.002565153,0.3232483,948.3079,0.1889987,-1,49.054708,"KOR_N2008Y",0.02643,0.04579,0.05815,0.06966,0.08039,0.09177,0.1059,0.1245,0.1529,0.2445,0.677844378678423,0.197572409,1.95,1.95,1.95,0.002427591,,,1.9,0.002427591,0.001561523,49054708,119084.767648428,0.677845197152239,39243766.4,36.3852363660927,9810941.6,1.9351655315,44.8894003979469,1.04496690494807,0.1808509
1,1,"KSV","Kosovo","ECA","N",2008,,"X",0.3480566,1.95,210.5222,0.0258377,0.003836069,0.0008354143,0.004344849,-1,-1,-1,-1,1.747383,"KSV_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.52533144346465,0.1741623,1.95,1.95,1.95,0.02402642,,,1.95,0.0258377,0.003836069,1747383,45148.3577391,1.66048759951544,1397906.4,7.06080971083481,349476.6,1.91259832725,8.17344767846147,1.04496690494807,0.1808509
0,1,"KGZ","Kyrgyz Republic","ECA","N",2008,2008,"X",17.53792,1.95,166.089,0.04765819,0.008432722,0.002629275,0.0104303,0.3145068,139.7167,0.1633546,-1,5.3187,"KGZ_N2008X",0.03485,0.04912,0.05855,0.06767,0.07806,0.08927,0.1025,0.1201,0.1469,0.253,1.34200103477857,0.15234181,1.95,1.95,1.95,0.04009328,,,1.95,0.04765819,0.008432722,5318700,253479.615153,1.6049636505289,4254960,5.65340149391593,1063740,1.8677809605,6.35863010234075,1.04496690494807,0.1808509
1,1,"LAO","Lao People's Democratic Republic","EAP","N",2008,,"X",3325.204,1.95,103.4249,0.2810301,0.06724351,0.02399986,0.08520503,-1,-1,-1,-1,6.05219,"LAO_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.25402611344946,0.0810301,1.95,1.95,1.95,0.2641195,,,1.9,0.2641195,0.06183241,6052190,1700847.560919,1.4834135222526,4841752,4.14952953445131,1210438,1.362592105,3.90969032991438,1.04496690494807,0.1808509
0,1,"LVA","Latvia","ECA","N",2008,2008,"X",0.4031804,1.95,611.1749,0.0002712719,4.337728e-05,6.936171e-06,4.726595e-05,0.358179,496.2814,0.2168233,-1,2.177322,"LVA_N2008X",0.02691,0.04183,0.05205,0.06298,0.07507,0.08766,0.1025,0.1212,0.1554,0.2744,1.63818852980178,0.1997287281,1.95,1.95,1.95,0.0002712719,,,1.9,0.0002712719,3.738005e-05,2177322,590.6462758518,1.63818850754538,1741857.6,20.0984291144069,435464.4,1.949644889525,24.6293654899475,1.04496690494807,0.1808509
0,1,"LBN","Lebanon","MNA","N",2008,2011.77,"X",892.382,1.95,649.4044,0,0,0,0,0.3183245,550.9077,0.1697937,-1,4.111047,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479,,0.2,1.95,1.95,1.95,0,,,1.9,0,0,4111047,0,,3288837.6,,822209.4,1.95,26.2003520547945,1.04496690494807,0.1808509
1,1,"LSO","Lesotho","SSA","N",2008,,"X",3.864347,1.95,73.96585,0.6138147,0.3258575,0.2154353,0.5979475,-1,-1,-1,-1,1.99993,"LSO_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.660789731707879,0.4138147,1.95,1.95,1.95,0.5990333,,,1.9,0.5990333,0.3184605,1999930,1227586.432971,0.914798130445556,1599944,4.8428498769962,399986,-1.07537475,3.30853615325342,1.04496690494807,0.1808509
1,1,"LBR","Liberia","SSA","N",2008,,"X",0.5677298,1.95,57.84934,0.6665782,0.2644454,0.1395306,0.4034611,-1,-1,-1,-1,3.662993,"LBR_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.921112108586498,0.4665782,1.95,1.95,1.95,0.649479,,,1.9,0.649479,0.2540491,3662993,2441671.2805526,1.17639454755646,2930394.4,3.35232174257664,732598.6,-0.46346645,2.4932367494863,1.04496690494807,0.1808509
0,1,"LTU","Lithuania","ECA","N",2008,2008,"X",1.785857,1.95,555.0565,0.001717106,0.0003125506,0.0001102816,0.0003929109,0.3705566,433.4199,0.2315013,-1,3.198231,"LTU_N2008X",0.02699,0.04135,0.05125,0.0611,0.07254,0.0848,0.1001,0.1203,0.1521,0.2895,1.26195422437199,0.198282894,1.95,1.95,1.95,0.001493954,,,1.94,0.001717106,0.0003053106,3198231,5491.701639486,1.59505763185266,2558584.8,18.2770776734178,639646.2,1.94703848718,22.3237814740954,1.04496690494807,0.1808509
0,1,"LUX","Luxembourg","OHI","N",2008,2008,"Y",0.9893056,1.95,2211.338,0,0,0,0,0.3255981,1828.447,0.1783098,-1,0.48865,"LUX_N2008Y",0.03163,0.04622,0.05769,0.06851,0.0783,0.08865,0.1016,0.12,0.1502,0.2572,,0.2,1.95,1.95,1.95,0,,,1.9,0,0,488650,0,,390920,,97730,1.95,90.3894041095891,1.04496690494807,0.1808509
0,1,"MKD","Macedonia, former Yugoslav Republic of","ECA","N",2008,2008,"X",22.93599,1.95,505.5768,0.006365959,0.001498778,0.0007831989,0.002538033,0.4614163,329.6799,0.3622395,-1,2.067378,"MKD_N2008X",0.01935,0.03093,0.03996,0.04872,0.05931,0.07262,0.09035,0.1165,0.1667,0.3556,0.931011293867404,0.193634041,1.95,1.95,1.95,0.00618297,,,1.93,0.006365959,0.001448341,2067378,13160.843585502,1.49089916381805,1653902.4,16.7186422015393,413475.6,1.93602350935,20.2931228897858,1.04496690494807,0.1808509
1,1,"MDG","Madagascar","SSA","N",2008,,"X",704.9134,1.95,55.77406,0.7281112,0.3246404,0.1782028,0.4947232,-1,-1,-1,-1,19.996469,"MDG_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.879598842288267,0.5281112,1.95,1.95,1.95,0.7153546,,,1.9,0.7153546,0.3141927,19996469,14559653.0393528,1.08056030452491,15997175.2,3.8504699937158,3999293.8,-1.03483065,2.55079232003425,1.04496690494807,0.1808509
1,1,"MWI","Malawi","SSA","N",2008,,"X",78.01701,1.95,55.77372,0.7321138,0.3371241,0.189941,0.52015,-1,-1,-1,-1,14.271234,"MWI_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.851339447402307,0.5321138,1.95,1.95,1.95,0.7200988,,,1.9,0.7200988,0.3268833,14271234,10448167.3544292,1.05206310139216,11416987.2,3.96969546376486,2854246.8,-1.15539135,2.58091852243151,1.04496690494807,0.1808509
1,1,"MYS","Malaysia","EAP","N",2008,,"Y",1.586086,1.95,559.1489,0.005730172,0.001145859,0.0003935861,0.001456678,-1,-1,-1,-1,27.111069,"MYS_N2007Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.28020302236139,0.194269828,1.95,1.95,1.95,0.005162316,,,1.95,0.005730172,0.001145859,27111069,155351.088473868,1.56005968930776,21688855.2,18.4799313088444,5422213.8,1.93882787475,22.4940149491207,1.04496690494807,0.1808509
1,1,"MDV","Maldives","SAS","N",2008,,"X",10.67605,1.95,212.4812,0.06284617,0.01219758,0.003880594,0.01486696,-1,-1,-1,-1,0.362,"MDV_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3296180635831,0.13715383,1.95,1.95,1.95,0.05166098,,,1.95,0.06284617,0.01219758,362000,22750.31354,1.57153173375561,289600,7.34875995456502,72400,1.831073595,8.27433571083904,1.04496690494807,0.1808509
1,1,"MLI","Mali","SSA","N",2008,,"X",221.8683,1.95,73.99927,0.5265846,0.1778706,0.08140034,0.2468233,-1,-1,-1,-1,14.138216,"MLI_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.05760596186216,0.3265846,1.95,1.95,1.95,0.5083166,,,1.9,0.5083166,0.1689185,14138216,7444966.8170736,1.29132583824138,11310572.8,3.7025842681264,2827643.2,0.34527425,2.95474732791096,1.04496690494807,0.1808509
0,1,"MLT","Malta","OHI","N",2008,2008,"Y",0.6285905,1.95,1098.009,0.002399151,0.0001830998,1.397392e-05,0.000190464,0.2901827,963.2941,0.1425086,-1,0.409379,"MLT_N2008Y",0.03496,0.04984,0.06163,0.07177,0.08206,0.09325,0.1062,0.1249,0.1507,0.2246,1.80117873422035,0.197600849,1.95,1.95,1.95,0.002399151,,,1.9,0.002399151,0.0001247827,409379,982.162037229,1.80117876698882,327503.2,36.1814093920817,81875.8,1.94881456435,44.6364538931591,1.04496690494807,0.1808509
0,1,"MRT","Mauritania","SSA","N",2008,2008,"X",112.8067,1.95,160.2197,0.116171,0.02948237,0.01159638,0.03885778,0.3568538,130.5959,0.2160087,-1,3.407541,"MRT_N2008X",0.02624,0.04074,0.05122,0.06159,0.07386,0.08906,0.1055,0.1281,0.1619,0.2618,1.1830012478644,0.083829,1.95,1.95,1.95,0.1079471,,,1.95,0.116171,0.02948237,3407541,395857.445511,1.45512071429186,2726032.8,5.76859795028379,681508.2,1.6625468925,6.16873450975171,1.04496690494807,0.1808509
1,1,"MUS","Mauritius","SSA","N",2008,,"X",18.28542,1.95,340.501,0.004675864,0.0008856744,0.0002771405,0.001079912,-1,-1,-1,-1,1.244121,"MUS_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.33981642124916,0.195324136,1.95,1.95,1.95,0.00401078,,,1.95,0.004675864,0.0008856744,1244121,5817.340595544,1.58064257643079,995296.8,11.2397179474582,248824.2,1.9413646746,13.5078506121719,1.04496690494807,0.1808509
0,1,"MEX","Mexico","LAC","N",2008,2008,"X",8.940212,1.95,305.2106,0.04486712,0.01045936,0.003802339,0.0133473,0.4455114,210.6993,0.3405655,-1,113.661809,"MEX_N2008X",0.01963,0.03299,0.04331,0.0526,0.06315,0.07574,0.09138,0.1144,0.1552,0.3516,1.24110757732787,0.15513288,1.95,1.95,1.95,0.04118811,,,1.95,0.04486712,0.01045936,113661809,5099678.02382008,1.49541873871111,90929447.2,10.4354338255955,22732361.8,1.84802124,12.080896059863,1.04496690494807,0.1808509
1,1,"FSM","Micronesia, Federated States of","EAP","N",2008,,"X",0.9982547,1.95,190.4855,0.1175791,0.03582443,0.01657575,0.0519407,-1,-1,-1,-1,0.104478,"FSM_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.04774663546636,0.0824209,1.95,1.95,1.95,0.1136054,,,1.95,0.1175791,0.03582443,104478,12284.4292098,1.35586687174847,83582.4,6.91633140126369,20895.6,1.6007118075,7.42799328100171,1.04496690494807,0.1808509
0,1,"MDA","Moldova","ECA","N",2008,2008,"X",5.45133,1.95,266.8438,0.01360137,0.002771958,0.000843322,0.003359256,0.3469244,214.8897,0.2014299,-1,3.570108,"MDA_N2008X",0.02923,0.04406,0.05509,0.06469,0.0747,0.08646,0.1014,0.1207,0.1525,0.2712,1.35674501561712,0.18639863,1.95,1.95,1.95,0.01293627,,,1.95,0.01360137,0.002771958,3570108,48558.35984796,1.5525901729017,2856086.4,8.87250775674239,714021.6,1.9229734095,10.4854402092688,1.04496690494807,0.1808509
1,1,"MNG","Mongolia","EAP","N",2008,,"X",590.33,1.95,244.4109,0.01338881,0.002248886,0.0005827954,0.002642174,-1,-1,-1,-1,2.628131,"MNG_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.44466045410928,0.18661119,1.95,1.95,1.95,0.01212693,,,1.95,0.01338881,0.002248886,2628131,35187.54661411,1.62246322115259,2102504.8,8.1224539907307,525626.2,1.9280733615,9.56226522126884,1.04496690494807,0.1808509
0,1,"MNE","Montenegro","ECA","N",2008,2008,"X",0.4493411,1.95,504.2928,0.00187792,0.0004136326,0.0001470255,0.0005143694,0.3048799,427.1169,0.1543919,-1,0.616969,"MNE_N2008X",0.03471,0.04954,0.06059,0.06981,0.07977,0.09028,0.1031,0.1203,0.1466,0.2454,1.25687347902462,0.19812208,1.95,1.95,1.95,0.00187792,,,1.9,0.00187792,0.0003750987,616969,1158.61842448,1.52049098470648,493575.2,16.6078221159465,123393.8,1.94643656235,20.2377525032481,1.04496690494807,0.1808509
1,1,"MAR","Morocco","MNA","N",2008,,"X",4.193143,1.95,257.3586,0.02571954,0.004832429,0.001454381,0.005838338,-1,-1,-1,-1,31.596855,"MAR_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.36312268633435,0.17428046,1.95,1.95,1.95,0.02264093,,,1.95,0.02571954,0.004832429,31596855,812656.5760467,1.58361566536571,25277484,8.64266003147004,6319371,1.90288381725,10.1006598676053,1.04496690494807,0.1808509
1,1,"MOZ","Mozambique","SSA","N",2008,,"X",15.52727,1.95,58.67415,0.7106922,0.3312021,0.1919417,0.5307522,-1,-1,-1,-1,22.846758,"MOZ_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.819915634592897,0.5106922,1.95,1.95,1.95,0.6988779,,,1.9,0.6988779,0.3213674,22846758,16237012.7058876,1.0412464003404,18277406.4,4.10983546134923,4569351.6,-1.1029903,2.68701401335616,1.04496690494807,0.1808509
0,1,"MMR","Myanmar","EAP","N",2008,2015,"X",320.604,1.95,105.6253,0.291158,0.07592275,0.02957001,0.0991621,0.3806851,78.51627,0.2505118,-1,49.479752,"MMR_N2015X",0.02954,0.0438,0.05251,0.06091,0.06971,0.08037,0.09381,0.1121,0.1402,0.3171,1.19052382849673,0.091158,1.95,1.95,1.95,0.2764422,,,1.9,0.2764422,0.07043969,49479752,14406425.632816,1.44151538855192,39583801.6,4.30688907434905,9895950.4,1.280822945,4.02056001717466,1.04496690494807,0.1808509
1,1,"NAM","Namibia","SSA","N",2008,,"X",5.130702,1.95,235.3167,0.2492877,0.07543401,0.03290647,0.1029172,-1,-1,-1,-1,2.106375,"NAM_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.09935429655669,0.0492877,1.95,1.95,1.95,0.2382157,,,1.9,0.2382157,0.07100202,2106375,525093.3790875,1.35993350454114,1685100,9.85387445570666,421275,1.27548081,9.35167911256849,1.04496690494807,0.1808509
1,1,"NPL","Nepal","SAS","N",2008,,"X",25.75927,1.95,104.9521,0.2996235,0.0734102,0.02651678,0.09317901,-1,-1,-1,-1,26.475859,"NPL_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.24563301829991,0.0996235,1.95,1.95,1.95,0.2821561,,,1.9,0.2821561,0.06769142,26475859,7932789.5390865,1.47223410380027,21180687.2,4.29678046736291,5295171.8,1.30693151,3.9863671225,1.04496690494807,0.1808509
0,1,"NLD","Netherlands","OHI","N",2008,2008,"Y",0.8691391,1.95,1584.046,0.002488934,2.356553e-05,2.231213e-07,2.36778e-05,0.2929639,1365.933,0.1508237,-1,16.445593,"NLD_N2008Y",0.03399,0.05257,0.06315,0.07222,0.08111,0.09181,0.104,0.1199,0.1447,0.2366,1.93153716317859,0.197511066,1.95,1.95,1.95,0,,,1.94,0.002488934,1.085744e-05,16445593,40931.995567862,1.93153716269696,13156474.4,52.2033478764613,3289118.6,1.949894682832,64.6103071512098,1.04496690494807,0.1808509
1,1,"NIC","Nicaragua","LAC","N",2008,,"Y",9.160075,1.95,245.3573,0.07582146,0.02060483,0.008471641,0.02753662,-1,-1,-1,-1,5.594506,"NIC_N2005Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.14826079856034,0.12417854,1.95,1.95,1.95,0.07198351,,,1.95,0.07582146,0.02060483,5594506,424183.61289876,1.42007854372627,4475604.8,8.61183050340361,1118901.2,1.7491029075,9.64590098545377,1.04496690494807,0.1808509
1,1,"NER","Niger","SSA","N",2008,,"X",228.7532,1.95,60.23864,0.6764205,0.2563923,0.1229667,0.3601026,-1,-1,-1,-1,15.228525,"NER_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.01477275253586,0.4764205,1.95,1.95,1.95,0.6627329,,,1.9,0.6627329,0.2455246,15228525,10300886.4947625,1.21086659851379,12182820,3.58920589331575,3045705,-0.3824837,2.57118147294521,1.04496690494807,0.1808509
1,1,"NGA","Nigeria","SSA","N",2008,,"X",79.53147,1.95,74.30806,0.5504445,0.2265411,0.121858,0.3435815,-1,-1,-1,-1,150.34739,"NGA_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.901081724243415,0.3504445,1.95,1.95,1.95,0.5352636,,,1.9,0.5352636,0.2182191,150347390,82757893.914855,1.14745742758807,120277912,4.02929801176666,30069478,-0.12308145,3.08452625291096,1.04496690494807,0.1808509
0,1,"NOR","Norway","OHI","N",2008,2008,"Y",9.797199,1.95,1859.406,0.00240151,0.001291307,0.0006943435,0.001852896,0.2699503,1640.645,0.1331213,-1,4.768212,"NOR_N2008Y",0.03548,0.05595,0.06662,0.07522,0.08353,0.09333,0.106,0.1217,0.1442,0.2179,0.901473332832549,0.19759849,1.95,1.95,1.95,0.00240151,,,1.9,0.00240151,0.001262091,4768212,11450.90880012,0.901472760887941,3814569.6,61.2761465472282,953642.4,1.9380101355,75.9294426716044,1.04496690494807,0.1808509
1,1,"PAK","Pakistan","SAS","N",2008,,"X",25.41425,1.95,117.3036,0.1350074,0.02160368,0.005378839,0.02505796,-1,-1,-1,-1,163.644603,"PAK_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.46449308404864,0.0649926,1.95,1.95,1.95,0.1191284,,,1.95,0.1350074,0.02160368,163644603,22093232.3750622,1.63796394864282,130915682.4,4.2028330165238,32728920.6,1.73936412,4.38585486041096,1.04496690494807,0.1808509
0,1,"PAN","Panama","LAC","N",2008,2008,"Y",0.553408,1.95,507.342,0.07273859,0.02348807,0.01078554,0.03209164,0.5342508,310.6061,0.5402724,-1,3.516268,"PAN_N2008Y",0.009334,0.02028,0.03117,0.04167,0.05392,0.06855,0.087,0.1133,0.1635,0.4113,1.05457508854495,0.12726141,1.95,1.95,1.95,0.06972308,,,1.95,0.07273859,0.02348807,3516268,255768.37638212,1.32032410856466,2813014.4,17.8845989852003,703253.6,1.7209913175,20.4194234035017,1.04496690494807,0.1808509
1,1,"PNG","Papua New Guinea","EAP","N",2008,,"X",2.137886,1.95,87.22753,0.4607657,0.1956319,0.1111871,0.3231904,-1,-1,-1,-1,6.787187,"PNG_N1996X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.841720394271077,0.2607657,1.95,1.95,1.95,0.444651,,,1.9,0.444651,0.1888892,6787187,3127302.9690859,1.12206900383427,5429749.6,4.35941018766593,1357437.4,0.1555526,3.54580486369863,1.04496690494807,0.1808509
0,1,"PRY","Paraguay","LAC","N",2008,2008,"Y",2309.43,1.95,391.9667,0.04577905,0.01355435,0.006231144,0.01930512,0.5070477,241.7649,0.4559813,-1,6.047117,"PRY_N2008Y",0.01501,0.02588,0.03547,0.0447,0.05537,0.06874,0.08622,0.1113,0.1563,0.401,1.0535548882831,0.15422095,1.95,1.95,1.95,0.04306068,,,1.95,0.04577905,0.01355435,6047117,276831.27149885,1.37264021424647,4837693.6,13.438961147684,1209423.4,1.8178450875,15.6537592760702,1.04496690494807,0.1808509
0,1,"PER","Peru","LAC","N",2008,2008,"Y",1.568639,1.95,324.0803,0.09332389,0.02938497,0.0134007,0.04104122,0.4782359,224.7648,0.4216616,-1,28.64198,"PER_N2008Y",0.01294,0.02473,0.03662,0.04853,0.06178,0.07737,0.09566,0.1212,0.1636,0.3576,1.06072344126947,0.10667611,1.95,1.95,1.95,0.08943812,,,1.95,0.09332389,0.02938497,28641980,2672980.9909022,1.33600189619185,22913584,11.6138649561645,5728396,1.6634965425,12.9024943575257,1.04496690494807,0.1808509
1,1,"PHL","Philippines","EAP","N",2008,,"X",18.87329,1.95,174.0052,0.1261398,0.02570141,0.007993062,0.03129187,-1,-1,-1,-1,90.751864,"PHL_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.34355580491498,0.0738602,1.95,1.95,1.95,0.1158173,,,1.95,0.1261398,0.02570141,90751864,11447421.9745872,1.55268091831444,72601491.2,6.32236603018376,18150372.8,1.6994112525,6.72604581701199,1.04496690494807,0.1808509
0,1,"POL","Poland","ECA","N",2008,2008,"X",1.936326,1.95,494.8747,0.0001263083,1.672568e-05,2.992196e-06,1.84685e-05,0.3371704,401.7282,0.1882986,-1,38.125759,"POL_N2008X",0.03196,0.04552,0.05563,0.06543,0.07583,0.08723,0.1012,0.1197,0.1503,0.2672,1.60114828216252,0.1998736917,1.95,1.95,1.95,0.0001263083,,,1.9,0.0001263083,1.384193e-05,38125759,4815.5998054997,1.6917820048247,30500607.2,16.2716947146735,7625151.8,1.949868501665,19.8498493129399,1.04496690494807,0.1808509
0,1,"PRT","Portugal","OHI","N",2008,2008,"Y",0.7038629,1.95,843.2688,0.002193679,0.0004818088,0.0001058221,0.0005440183,0.3663251,662.535,0.2310141,-1,10.558177,"PRT_N2008Y",0.02587,0.04289,0.05349,0.06316,0.07343,0.08429,0.09837,0.1175,0.1519,0.2891,1.52171165200802,0.197806321,1.95,1.95,1.95,0.002193679,,,1.9,0.002193679,0.0004367596,10558177,23161.251163183,1.52171164969898,8446541.6,27.7815113245155,2111635.4,1.9458507838,34.1684194958308,1.04496690494807,0.1808509
0,1,"ROU","Romania","ECA","N",2008,2008,"X",2.000516,1.95,271.7797,0,0,0,0,0.2957379,236.7883,0.1445807,-1,20.537875,"ROU_N2008X",0.03413,0.04992,0.06075,0.07102,0.08145,0.09288,0.1061,0.1228,0.149,0.2319,,0.2,1.95,1.95,1.95,0,,,1.9,0,0,20537875,0,,16430300,,4107575,1.95,10.6815287671233,1.04496690494807,0.1808509
0,1,"RUS","Russian Federation","ECA","N",2008,2008,"X",16.76913,1.95,660.0659,0.0007297114,0.0001923518,9.103898e-05,0.0002815157,0.4156859,469.4054,0.2874554,-1,142.74235,"RUS_N2008X",0.02407,0.03645,0.0458,0.05527,0.0655,0.07776,0.09297,0.1169,0.1604,0.3249,1.02707642455126,0.1992702886,1.95,1.95,1.95,0.0006991831,,,1.95,0.0007297114,0.0001923518,142742350,104160.72005779,1.43598033414306,114193880,21.7155949783222,28548470,1.94812456995,26.6389647479235,1.04496690494807,0.1808509
1,1,"RWA","Rwanda","SSA","N",2008,,"X",246.8344,1.95,72.79714,0.6618857,0.2883204,0.157687,0.4400954,-1,-1,-1,-1,9.708169,"RWA_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.883514069764054,0.4618857,1.95,1.95,1.95,0.6493418,,,1.9,0.6493418,0.2786401,9708169,6425698.2342833,1.10057119378769,7766535.2,4.92401029810625,1941633.8,-0.697080949999999,3.16593352517123,1.04496690494807,0.1808509
0,1,"WSM","Samoa","EAP","N",2008,2008,"X",1.900278,1.95,300.6514,0.007922754,0.001022614,0.0002259854,0.001164168,0.4204655,211.6003,0.290645,-1,0.183526,"WSM_N2008X",0.02677,0.03715,0.04528,0.05454,0.06457,0.07613,0.08997,0.1135,0.1512,0.3409,1.51907344315646,0.192077246,1.95,1.95,1.95,0.006203336,,,1.94,0.007922754,0.0009870467,183526,1454.031350604,1.69830755820514,146820.8,9.94980416680285,36705.2,1.94042564701,11.8704305745489,1.04496690494807,0.1808509
1,1,"STP","Sao Tome and Principe","SSA","N",2008,,"X",10194.79,1.95,90.85923,0.3382569,0.09046959,0.03460605,0.1167072,-1,-1,-1,-1,0.166913,"STP_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.20409413815184,0.1382569,1.95,1.95,1.95,0.3195806,,,1.9,0.3195806,0.0841688,166913,56459.4739497,1.42845646164202,133530.4,3.78389667020825,33382.6,1.1503964,3.44634185890411,1.04496690494807,0.1808509
1,1,"SEN","Senegal","SSA","N",2008,,"X",246.1074,1.95,95.96135,0.385898,0.1298496,0.06068334,0.1850662,-1,-1,-1,-1,12.203957,"SEN_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03869559089901,0.185898,1.95,1.95,1.95,0.3713409,,,1.9,0.3713409,0.1233093,12203957,4709482.598386,1.29385065483625,9763165.6,4.32436194415608,2440791.4,0.77856165,3.74897671078767,1.04496690494807,0.1808509
0,1,"SRB","Serbia","ECA","N",2008,2008,"X",45.36962,1.95,363.9298,0.001257469,0.0003292672,0.0001715205,0.000487381,0.2756142,316.8434,0.1252374,-1,7.350222,"SRB_N2008X",0.03863,0.05421,0.06408,0.07319,0.08219,0.09227,0.1048,0.1204,0.1454,0.2249,0.934214112429055,0.198742531,1.95,1.95,1.95,0.00111986,,,1.94,0.001257469,0.0003244826,7350222,9242.676308118,1.43939414013387,5880177.6,11.9780673973879,1470044.4,1.94685251878,14.4693060483872,1.04496690494807,0.1808509
0,1,"SYC","Seychelles","SSA","N",2008,2006.43,"X",7.895128,1.95,535.2169,0.00372482,0.0005679411,0.0001066618,0.0006300404,0.4276762,384.8139,0.3111045,-1,0.086956,"SYC_N2006X",0.02347,0.03454,0.04418,0.05457,0.06532,0.07772,0.09412,0.1164,0.1522,0.3375,1.5837815488261,0.19627518,1.95,1.95,1.95,0.00372482,,,1.9,0.00372482,0.0004848653,86956,323.89544792,1.65267418425588,69564.8,17.6557807461785,17391.2,1.94539377965,21.5088666235807,1.04496690494807,0.1808509
